"Publications Database Id","DOI","PMID","ISI ID","Title of Paper","Authors","Industrial Partner Is Co-author?","Publication State","Date Published","Diamond Proposal Number","Publication Type","Title of Journal","Journal Volume","Journal Pages","Title of Conference","Peer Reviewed","Magazine Title","Uses Synchrotron, EM or Offline lab Data?","Data From Diamond?","Beamlines","Additional Facilities If Data From Diamond","Facility If Data Not From Diamond","Subject Areas","Technical Areas","Keywords","Diamond Keywords","Discipline/Technical Tags","ISBN","Book Chapter","Added On"
"16524","10.1002/9783527834044.ch3",,"DLS:00000D000016524","Controlled supramolecular self-assembly in MOF confined spaces","Rosario Bruno, Jesús Ferrando‐soria, Emilio Pardo, Donatella Armentano","false","Published (Approved)","08/2023","16033, 18768, 22411, 28808","Book Chapter","Controlled Supramolecular Self-Assembly In Mof Confined Spaces","Chapter 3",,,"false",,"true","true","I19-Small Molecule Single Crystal Diffraction",,,"Chemistry","",,,"Chemistry, Materials Science, Metal-Organic Frameworks, Metallurgy, Diffraction, Single Crystal X-ray Diffraction (SXRD), Organometallic Chemistry","9783527834044","3","23/09/2023"
"16470","10.1007/978-3-031-29360-3_8",,"DLS:000000000016470","Characterization of peptide-based nanomaterials","Charlotte J. C. Edwards-Gayle, Jacek K. Wychowaniec","false","Published (Approved)","08/2023","","Book Chapter",,,,,"false",,"false","false","",,,"Materials, Biology and Bio-materials, Chemistry","","Peptides; Hydrogels; Characterization methods; Spectroscopy; Microscopy; Scattering; Rheology",,"Biochemistry, Chemistry, Materials Science, Nanoscience/Nanotechnology, Life Sciences & Biotech","978-3-031-29360-3",,"04/09/2023"
"16137","10.1107/S1574870722003172",,"DLS:000000000016137","Beam drift, control and polarization","Sofia Diaz-Moreno, Roberto Boada","false","Published (Approved)","05/2023","","Book Chapter",,,,,"false",,"false","false","",,,"Engineering","Insertion Devices, Magnets, Mechanical Engineering",,,"Engineering & Technology",,,"01/06/2023"
"15963","10.1007/978-3-031-23800-0_58",,"DLS:000000000015963","Characterization of unsaturated solute transport with X-ray synchrotron microtomography","Sharul Nizam Hasan, Vahid Niasar, Nikolaos Karadimitriou, Jose R. Assuncao Godinho, Nghia T. Vo, Senyou An, Arash Rabbani, Dongwon Lee, Holger Steeb","false","Published (Approved)","04/2023","","Book Chapter",,,,,"false",,"false","false","",,,"Materials","",,,"Materials Science",,,"19/04/2023"
"15999","10.1007/978-1-0716-3147-8_5",,"DLS:000000000015999","High-throughput production and optimization of membrane proteins after expression in mammalian cells","Nadisha Gamage, Harish Cheruvara, Peter J. Harrison, James Birch, Charlie J. Hitchman, Monika Olejnik, Raymond J. Owens, Andrew Quigley","false","Published (Approved)","04/2023","","Book Chapter",,,,,"false",,"false","false","",,,"Biology and Bio-materials","","Mammalian cell culture; Transient expression; Membrane proteins; Expression and purification screening; High-throughput",,"Structural biology, Life Sciences & Biotech",,,"27/04/2023"
"15839","10.1142/9781800612013_0011",,"DLS:000013000015839","Insights into methanol-to-hydrocarbon catalysis over ZSM-5 and SAPO-34 from operando synchrotron infrared microspectroscopy","Ivalina B. Minova, Santhosh K. Matam, Mark D. Frogley, Gianfelice Cinque, Richard Catlow, Paul A. Wright, Russell F. Howe","false","Published (Approved)","03/2023","","Book Chapter",,,,,"false",,"true","true","B22-Multimode InfraRed imaging And Microspectroscopy",,,"Chemistry","",,,"Physical Chemistry, Catalysis, Chemistry, Organic Chemistry, Spectroscopy, Infrared Spectroscopy, Synchtron-based Fourier Transform Infrared Spectroscopy (SR-FTIR)","978-1-80061-201-3","11","07/03/2023"
"15646","10.1007/978-3-031-20955-0_10",,"DLS:00000B000015646","Charge sharing and cross talk effects in high-Z and wide-bandgap compound semiconductor pixel detectors","Leonardo Abbene, Antonino Buttacavoli, Fabio Principato, Gaetano Gerardi, Manuele Bettelli, Matthew C. Veale","false","Published (Approved)","01/2023","","Book Chapter",,,,,"false",,"true","true","B16-Test Beamline",,,"Physics, Engineering","","X-ray and gamma ray detectors; Spectroscopic X-ray imaging; Compound semiconductor detectors; CdZnTe detectors; CdTe detectors; Charge sharing; Cross talk",,"Detectors, Physics, Engineering & Technology, Diffraction","978-3-031-20955-0",,"05/01/2023"
"15616","10.1107/S1574870722005390",,"DLS:000000000015616","X-ray magnetic circular dichroism","Gerrit Van Der Laan","false","Published (Approved)","12/2022","","Book Chapter",,,,,"false",,"false","false","",,,"Materials, Physics","",,,"Physics, Hard condensed matter - structures, Magnetism, Materials Science","9780470685754",,"24/12/2022"
"15446","10.1016/B978-0-12-823144-9.00177-1",,"DLS:000000000015446","X-ray transient absorption spectroscopies in the study of excited state structures","Stuart A. Bartlett","false","Published (Approved)","11/2022","","Book Chapter",,,,,"false",,"false","false","",,,"Technique Development, Chemistry, Materials","","Catalysis; EXAFS; Instrumentation; Microsecond timescales; Photoreactions; Picosecond timescales; Synchrotron radiation; XANES; X-ray absorption spectroscopy",,"Physical Chemistry, Technique Development - Chemistry, Catalysis, Chemistry, Materials Science",,,"09/11/2022"
"15370","10.1016/B978-0-12-823144-9.00159-X",,"DLS:000005000015370","Synchrotron diffraction studies on spin crossover materials","Lee T. Birchall, Helena J. Shepherd","false","Published (Approved)","10/2022","","Book Chapter",,,,,"false",,"true","true","I15-Extreme Conditions",,,"Materials","","Extreme conditions; High pressure; Light irradiation; Low temperature; Molecular switches; Powder diffraction; Single crystal; Spin crossover; Synchrotron studies; Time-resolved studies; X-ray diffraction",,"Materials Science, Diffraction",,,"19/10/2022"
"15384","10.1007/978-3-030-93460-6_21",,"DLS:000000000015384","Reversible DC electric field modification of optical properties of CdTe nanocrystals","Rabia Ince, Melda Patan Alper, Mehmet Hikmet Yukselici","false","Published (Approved)","10/2022","","Book Chapter",,,,,"false",,"false","false","",,,"Materials","",,"Semiconductors","Quantum Materials, Materials Science, Nanoscience/Nanotechnology","1437-0859","27","24/10/2022"
"15279","10.1007/978-1-0716-2667-2_5",,"DLS:000001000015279","Fluorescent proteins: crystallization, structural determination, and nonnatural amino acid incorporation","Rochelle D. Ahmed, Husam Sabah Auhim, Harley L. Worthy, D. Dafydd Jones","false","Published (Approved)","09/2022","18812","Book Chapter",,,,,"false",,"true","true","I02-Macromolecular Crystallography, I03-Macromolecular Crystallography, I04-Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry","","Fluorescent protein; Recombinant protein production; Expanded genetic code; Non-natural amino acid; X-ray crystallography; Molecular replacement; Synchrotron light source; Protein structure; Protein engineering",,"Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)","978-1-0716-2667-2",,"26/09/2022"
"15481","10.5772/intechopen.100700",,"DLS:000016000015481","Magnetic scattering with polarised soft X-rays","Paul Steadman, Raymond Fan","false","Published (Approved)","09/2022","","Book Chapter",,,,,"false",,"true","true","I10-Beamline for Advanced Dichroism - scattering",,,"Materials, Physics","","soft X-ray; magnetism; thin films; scattering; diffraction; reflectivity","Skyrmions","Surfaces, Physics, Magnetism, Materials Science, interfaces and thin films, Scattering",,,"18/11/2022"
"15019","10.1007/978-1-0716-2368-8",,"DLS:00000A000015019","Thromboxane A2 G protein-coupled receptor production and crystallization for structure studies","Pawel Krawinski, Martin Caffrey","false","Published (Approved)","07/2022","","Book Chapter",,,,,"false",,"true","true","I24-Microfocus Macromolecular Crystallography",,,"Biology and Bio-materials","","Crystal structure determination; G protein-coupled receptor; GPCR crystallization; GPCR expression; GPCR purification; In meso crystallization; Membrane protein; Ramatroban; Thromboxane A2 receptor; X-ray crystallography",,"Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"06/07/2022"
"14883","10.1007/978-94-024-2138-5_30",,"DLS:00000E000014883","Eu3+ exchange in high-charge synthetic Mica-2 for radioactive waste storage applications","M. T. Candela, R. Martín-Rodríguez, R. Valiente, A. C. Perdigon, S. Diaz-Moreno, F. Aguado","false","Published (Approved)","05/2022","","Book Chapter",,,,,"false",,"true","true","I20-Scanning-X-ray spectroscopy (XAS/XES)",,,"Materials, Chemistry, Earth Science","","Mica; Cation exchange; Eu3+",,"Earth Sciences & Environment, Radioactive Materials, Physical Chemistry, Chemistry, Materials Science, Nuclear Waste, Inorganic Chemistry, Spectroscopy, X-ray Absorption Spectroscopy (XAS), Extended X-ray Absorption Fine Structure (EXAFS), X-ray Absorption Near Edge Structure (XANES)",,"30","23/05/2022"
"14770","10.1002/9781119645719",,"DLS:000007000014770","Micro X-ray fluorescence studies of earthworm (benthonic fauna) in soils and sediments","Jing Yuan, Durgesh Kumar Tripathi","false","Published (Approved)","04/2022","","Book Chapter",,,,,"false",,"true","true","I18-Microfocus Spectroscopy",,,"Environment, Earth Science, Biology and Bio-materials","",,,"Earth Sciences & Environment, Ecosystems & Biodiversity, Life Sciences & Biotech, Imaging, X-ray Fluorescence (XRF)","9781119645719","11","19/04/2022"
"14700","10.1002/9781119951438.eibc2821",,"DLS:000000000014700","Copper-containing nitrite reductase","Samuel L. Rose, Michael A. Hough, Svetlana V. Antonyuk, Robert R. Eady, S. Samar Hasnain","false","Published (Approved)","03/2022","","Book Chapter","Encyclopedia Of Inorganic And Bioinorganic Chemistry",,,,"false",,"false","false","",,,"Biology and Bio-materials, Chemistry","",,"Enzymes","Biochemistry, Chemistry, Life Sciences & Biotech","9781119951438",,"28/03/2022"
"14585","10.1007/978-3-030-91570-4_20",,"DLS:000000000014585","Integrated approaches and future perspectives","Abdelrahman S. Zaky, Santosh Kumar, Andrew J. Welfle","false","Published (Approved)","01/2022","","Book Chapter",,,,,"false",,"false","false","",,,"Chemistry, Energy, Environment","","Integrated biorefinery; Economic feasibility; Environmental impact; Sustainable bioenergy; Policy frameworks; Social acceptance; Catalysis; Photocatalysis; Materials","Biofuel; Photocatalysis","Bioenergy, Earth Sciences & Environment, Sustainable Energy Systems, Energy, Climate Change, Physical Chemistry, Catalysis, Chemistry","978-3-030-91570-4","20","17/02/2022"
"14331","10.1107/S1574870720007636",,"DLS:00000E000014331","Bragg crystal monochromators","John Sutter","false","Published (Approved)","11/2021","","Book Chapter",,,,,"false",,"true","true","I20-Scanning-X-ray spectroscopy (XAS/XES)",,,"Technique Development, Physics, Engineering","","monochromators for EXAFS; energy resolution; Bragg reflections; rocking curve; Darwin width",,"Optics, Physics, Technique Development - Physics, Spectroscopy, X-ray Absorption Spectroscopy (XAS), Extended X-ray Absorption Fine Structure (EXAFS)",,,"30/11/2021"
"14250","10.1021/bk-2021-1396.ch008",,"DLS:000000000014250","Enclosed cells for extending soft X-ray spectroscopies to atmospheric pressures and above","Elizabeth Jones, Jack E. N. Swallow, Robert S Weatherup","false","Published (Approved)","11/2021","","Book Chapter",,,,,"false",,"false","false","",,,"Technique Development, Physics","","X-rays; Two dimensional materials; Membranes; Materials; X-ray photoelectron spectroscopy",,"Physics, Technique Development - Physics","9780841298125","8","15/11/2021"
"14044","10.1007/978-1-0716-0928-6_3",,"DLS:000015000014044","Peptide nanoparticles for gene packaging and intracellular delivery","Maxim G. Ryadnov, Paula Vila-Gómez, James E. Noble","false","Published (Approved)","08/2021","","Book Chapter",,,,,"false",,"true","true","B21-High Throughput SAXS",,,"Biology and Bio-materials","","Nanoparticles; Gene therapy; Synthetic biology; Intracellular gene delivery; Peptide self-assembly",,"Biotechnology, Genetics, Engineering & Technology, Nanoscience/Nanotechnology, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)","978-1-0716-0928-6","3","23/09/2021"
"13619","10.1007/978-1-0716-1406-8_11",,"DLS:000000000013619","Dynamic structural biology experiments at XFEL or synchrotron sources","Pierre Aller, Allen M. Orville","false","Published (Approved)","05/2021","","Book Chapter",,,,,"false",,"false","false","",,,"Biology and Bio-materials, Technique Development","","Serial femtosecond crystallography (SFX); X-ray-free electron laser (XFEL); Microcrystal slurry; Time-resolved macromolecular crystallography; X-ray emission spectroscopy (XES); Metalloenzymes",,"Technique Development - Life Sciences & Biotech, Structural biology, Life Sciences & Biotech","978-1-0716-1406-8","11","26/05/2021"
"13611","10.1007/978-3-030-72005-6_10",,"DLS:00001F000013611","Zn distribution and chemical speciation in marine biominerals: An example on bivalve and foraminifera shells from polluted sites","Giovanni De Giudici, Carlo Meneghini, Carla Buosi, Ilaria Carlomagno, Giuliana Aquilanti, Tohru Araki, Diana E. Bedolla, Maria Antonietta Casu, Antonietta Cherchi, Alessandra Gianoncelli, Antonella Iadecola, Andrei C. Kuncser, V. Adrian Maraloiu, Olivier Mathon, Valentina Rimondi, Pierpaolo Zuddas, Daniela Medas","false","Published (Approved)","05/2021","16496","Book Chapter",,,,,"false",,"true","true","I08-Scanning X-ray Microscopy beamline (SXM)","XAFS at Elettra",,"Earth Science, Chemistry, Environment","","Bivalves; Foraminifera Biomineralization; Pollution Zinc Speciation","Biomineralisation","Desertification & Pollution, Earth Sciences & Environment, Palaeontology, Chemistry, Geology, Imaging, Microscopy, X-ray Fluorescence (XRF), X-ray Microscopy, Scanning X-ray Microscopy","978-3-030-72005-6","10","25/05/2021"
"13620","10.1007/978-1-0716-1406-8_5",,"DLS:000000000013620","Transient transfection and expression of eukaryotic membrane proteins in Expi293F cells and their screening on a small scale: Application for structural studies","Ganna O. Krasnoselska, Maud Dumoux, Nadisha Gamage, Harish Cheruvara, James Birch, Andrew Quigley, Raymond J. Owens","false","Published (Approved)","05/2021","","Book Chapter",,,,,"false",,"false","false","",,,"Biology and Bio-materials, Medicine, Technique Development","","Protein purification; Mammalian expression system; Expi293F cells; Transient expression; Membrane proteins; GPCR; Detergent screen; Small-scale tests; FSEC",,"Health & Wellbeing, Technique Development - Life Sciences & Biotech, Structural biology, Drug Discovery, Life Sciences & Biotech","978-1-0716-1406-8","5","26/05/2021"
"13610","10.1007/978-3-030-72005-6_12",,"DLS:000004000013610","Structural profile of a MgO/CO/MgO trilayer using Soft X-ray Resonant Magnetic Reflectivity","Ilaria Carlomagno, Adriano Verna, Thomas Forrest, Carlo Meneghini","false","Published (Approved)","05/2021","1658","Book Chapter",,,,,"false",,"true","true","I06-Nanoscience (XPEEM)",,,"Materials, Physics","","Magnetism; Multilayers; Synchrotron radiation",,"Surfaces, Physics, Magnetism, Materials Science, interfaces and thin films, Scattering, Spectroscopy, Circular Dichroism (CD), X-ray Absorption Spectroscopy (XAS), X-ray Magnetic Circular Dichroism (XMCD), Soft X-ray Resonant Magnetic Reflectivity (SXRMR)","978-3-030-72005-6","12","25/05/2021"
"13999","10.1039/9781839161124-00034",,"DLS:000008000013999","Synchrotron X-ray imaging combined with multiscale modeling applied to biological soft tissues","H. S. Gupta, E. Barbieri, S. R. Inamdar, J. Mo","false","Published (Approved)","01/2021","10311, 16292, 18524","Book Chapter",,,,,"false",,"true","true","I22-Small angle scattering & Diffraction","ID02 at ESRF",,"Biology and Bio-materials, Materials, Engineering","",,,"Biotechnology, Biomaterials, Soft condensed matter physics, Materials Science, Engineering & Technology, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)","978-1-83916-113-1","2","09/09/2021"
"13018","10.1016/B978-0-12-814515-9.00107-7",,"DLS:000000000013018","Biophysical characterizations in the solution state","Robert Rambo, Katsuaki Inoue","false","Published (Approved)","12/2020","","Book Chapter",,,,,"false",,"false","false","",,,"Biology and Bio-materials","","Ab initio; Assembly; Contrast; Diffracted; Disassembly; DXT; Footprinting; Mass spectrometry; Modeling; Saxs; Scattering; Time-resolved; Tracking; Variation; XFMS; X-ray","Viruses","Structural biology, Biophysics, Life Sciences & Biotech",,,"06/01/2021"
"12968","10.1016/B978-0-12-814515-9.00093-X",,"DLS:000000000012968","Analysis of viruses in the cellular context by electron tomography","Peijun Zhang, Luiza Mendonça","false","Published (Approved)","12/2020","","Book Chapter",,,,,"false",,"false","false","",,,"Biology and Bio-materials","","3DEM; Cell; CEMOVIS; Cryo; Electron microscopy; Electron tomography; FIB-SEM; High pressure freezing; Imaging; Infection; Viruses","Viruses","Structural biology, Life Sciences & Biotech",,,"17/12/2020"
"15677","10.1107/S1574870722001628",,"DLS:000000000015677","Magnetic ordering and its influence on X-ray spectroscopies","Gerrit Van Der Laan, Adriana I. Figueroa","false","Published (Approved)","12/2020","","Book Chapter",,,,,"false",,"false","false","",,,"Physics","Theoretical Physics","magnetism; branching ratio; angular dependence; magnetocrystalline anisotropy energy",,"Physics, Magnetism, Theoretical Physics",,,"16/01/2023"
"15678","10.1107/S157487072200163X",,"DLS:000000000015678","Magnetic X-ray techniques","Gerrit Van Der Laan","false","Published (Approved)","12/2020","","Book Chapter",,,,,"false",,"false","false","",,,"Physics","Theoretical Physics","magnetism; sum rules; spin and orbital moments",,"Physics, Magnetism, Theoretical Physics",,,"16/01/2023"
"12640","10.1007/430_2020_63",,"DLS:00000D000012640","Leading edge chemical crystallography service provision and its impact on crystallographic data science in the twenty-first century","Simon J. Coles, David R. Allan, Christine M. Beavers, Simon J. Teat, Stephen J. W. Holgate, Clare A. Tovee","false","Published (Approved)","10/2020","","Book Chapter",,,,,"false",,"true","true","I19-Small Molecule Single Crystal Diffraction",,,"Information and Communication Technology, Chemistry","","Cambridge Structural Database (CSD); Central facilities; Crystal structure data; Crystallographic instrumentation; Crystallography; Data science; Single-crystal X-ray diffraction; Structural informatics; Synchrotron",,"Information & Communication Technologies, Chemistry, Diffraction, Single Crystal X-ray Diffraction (SXRD)",,,"08/10/2020"
"12682","10.1007/430_2020_78",,"DLS:000000000012682","Watching photochemistry happen: Recent developments in dynamic single-crystal X-ray diffraction studies","Lauren E. Hatcher, Mark R. Warren, Anuradha R. Pallipurath, Lucy Saunders, Jonathan M. Skelton","false","Published (Approved)","10/2020","","Book Chapter",,,,,"false",,"false","false","",,,"Technique Development, Chemistry, Materials","","Lasers; LEDs; Linkage isomers; Metastable states; Photochemistry; Photocrystallography; Reaction kinetics; Solid state; X-ray diffraction",,"Technique Development - Chemistry, Chemistry, Materials Science",,,"19/10/2020"
"12750","10.1007/978-1-0716-0892-0_5",,"DLS:000000000012750","Screening and production of recombinant human proteins: protein production in insect cells","Pravin Mahajan, Claire Strain-Damerell, Shubhashish Mukhopadhyay, Alejandra Fernandez-Cid, Opher Gileadi, Nicola A. Burgess-Brown","true","Published (Approved)","10/2020","","Book Chapter",,,,,"false",,"false","false","",,,"Biology and Bio-materials","","Insect cells; Baculovirus; BEVS; Expression; Recombinant; Protein; Purification; IMAC; SEC chromatography; Gel filtration",,"Structural biology, Life Sciences & Biotech",,"5","03/11/2020"
"12751","10.1007/978-1-0716-0892-0_4",,"DLS:000000000012751","Screening and production of recombinant human proteins: protein production in E. coli","Nicola Burgess-Brown, Pravin Mahajan, Claire Strain-Damerell, Alejandra Fernandez-Cid, Opher Gileadi, Susanne Gräslund","true","Published (Approved)","10/2020","","Book Chapter",,,,,"false",,"false","false","",,,"Biology and Bio-materials","","E. coli; Bacteria; Expression; Recombinant; Protein; Purification; Immobilized metal affinity chromatography (IMAC); Size exclusion chromatography (SEC); Gel filtration","Bacteria","Structural biology, Life Sciences & Biotech",,"4","03/11/2020"
"12752","10.1007/978-1-0716-0892-0_3",,"DLS:000000000012752","Screening and production of recombinant human proteins: ligation-independent cloning","Claire Strain-Damerell, Pravin Mahajan, Alejandra Fernandez-Cid, Opher Gileadi, Nicola A. Burgess-Brown","true","Published (Approved)","10/2020","","Book Chapter",,,,,"false",,"false","false","",,,"Biology and Bio-materials","","PCR; Gene; Ligation-independent cloning (LIC); Construct; Protein; Crystallography",,"Structural biology, Life Sciences & Biotech",,"3","03/11/2020"
"12511","10.1007/978-3-030-51834-9_103",,"DLS:000010000012511","The effect of heat treatment on tensile yielding response of the new superalloy ABD-900AM for additive manufacturing","Yuanbo Tang, Joseph N. Ghoussoub, Chinnapat Panwisawas, David M. Collins, Sajjad Amirkhanlou, John W. G. Clark, André A. N. Németh, D. Graham Mccartney, Roger C. Reed","false","Published (Approved)","08/2020","23674","Book Chapter",,,,,"false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing",,,"Materials, Engineering","","Additive manufacturing; Ni-based superalloy; HR-TKD/FSE; Tensile yielding; Recrystallization; Synchrotron","Additive Manufacturing; Alloys","Materials Engineering & Processes, Materials Science, Engineering & Technology, Metallurgy, Diffraction",,,"07/09/2020"
"12291","10.1007/978-981-15-5085-0_1",,"DLS:00000B000012291","X-ray birefringence imaging (XBI): A new technique for spatially resolved mapping of molecular orientations in materials","Kenneth D. M. Harris, Rhian Patterson, Yating Zhou, Stephen P. Collins","false","Published (Approved)","07/2020","","Book Chapter",,,,,"false",,"true","true","B16-Test Beamline",,,"Technique Development, Materials, Chemistry","","X-ray birefringence imaging; Molecular orientations; Solid inclusion compounds; Liquid crystals; Anisotropic materials",,"Technique Development - Materials Science, Technique Development - Chemistry, Chemistry, Materials Science, Imaging, X-ray Birefringence Imaging (XBI)","978-981-15-5085-0","1","20/07/2020"
"12172","10.1007/978-1-0716-0599-8_16",,"DLS:000008000012172","X-ray diffraction imaging of corneal ultrastructure","Keith Meek, Andrew J. Quantock, Sally Hayes, James Bell","false","Published (Approved)","06/2020","","Book Chapter",,,,,"false",,"true","true","I22-Small angle scattering & Diffraction","40XU at SPring8; X12B at the National Synchrotron Light Source",,"Biology and Bio-materials","","X-ray; Cornea; Synchrotron; Collagen hydrogels",,"Health & Wellbeing, Ophthalmology, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"22/06/2020"
"12053","10.1007/978-1-0716-0676-6_5",,"DLS:000000000012053","Purification and characterization of MxB","Frances Joan D. Alvarez, Peijun Zhang","false","Published (Approved)","06/2020","","Book Chapter",,,,,"false",,"false","false","",,,"Biology and Bio-materials","","Dynamin; Mx protein; GTPase; Mammalian expression; Purification; MBP fusion; Cryo-EM; Helical assembly; Negative-staining EM",,"Health & Wellbeing, Life Sciences & Biotech","978-1-0716-0676-6","5","15/06/2020"
"12025","10.1007/978-3-030-23201-6_7",,"DLS:000000000012025","Storage ring design for synchrotron radiation sources","R. Bartolini","false","Published (Approved)","05/2020","","Book Chapter",,,,,"false",,"false","false","",,,"Physics","Accelerator Physics","Storage Ring Design; Low-Emittance Lattices; Injection Systems",,"Physics",,,"08/06/2020"
"12210","10.1007/978-3-030-23201-6_66",,"DLS:000000000012210","Applications of the X-ray standing wave technique in physical science research","Jorg Zegenhagen","false","Published (Approved)","05/2020","","Book Chapter",,,,,"false",,"false","false","",,,"Physics","","X-ray; Coherence; Photoelectric effect",,"Physics","978-3-030-23201-6",,"29/06/2020"
