"Publications Database Id","DOI","PMID","ISI ID","Title of Paper","Authors","Industrial Partner Is Co-author?","Publication State","Date Published","Diamond Proposal Number","Publication Type","Title of Journal","Journal Volume","Journal Pages","Title of Conference","Peer Reviewed","Magazine Title","Uses Synchrotron, EM or Offline lab Data?","Data From Diamond?","Beamlines","Additional Facilities If Data From Diamond","Facility If Data Not From Diamond","Subject Areas","Technical Areas","Keywords","Diamond Keywords","Discipline/Technical Tags","ISBN","Book Chapter","Added On"
"17249","10.5194/egusphere-egu24-18326",,"DLS:000000000017249","Mapping phosphorus forms in the pan-Amazon region: a machine learning approach","Joao Paulo Darela-Filho, Anja Rammig, Katrin Fleischer, Tatiana Reichert, Laynara F. Lugli, Carlos A. Quesada, Luis C. C. Hurtarte, Mateus D. De Paula, David M. Lapola","false","Published (Approved)","03/2024","","Conference Paper",,,,"EGU General Assembly 2024","false",,"false","false","",,,"Environment, Earth Science, Information and Communication Technology","",,,"Plant science, Earth Sciences & Environment, Artificial Intelligence, Information & Communication Technologies, Geology, Life Sciences & Biotech, Geochemistry",,,"13/03/2024"
"18329","10.18429/JACoW-MEDSI2023-WEPPP041",,"DLS:000000000018329","The joy of vibration mitigation","J. H. Kelly, S. G. Alcock, S. A. Beamish, D. Crivelli","false","Published (Approved)","03/2024","","Conference Paper",,,,"MEDSI2023","false",,"false","false","",,,"Physics","Optics",,,"Optics, Physics, Engineering & Technology",,,"22/08/2024"
"17697",,,"DLS:00000F000017697","In situ X-ray tools for characterising vacuum thermally evaporated small molecules for use in organic photovoltaics","Olivia M. Gough, Moritz K. Riede, Zhenlong Li, Gregory Su, Pascal Kaienburg","false","Published (Approved)","03/2024","","Conference Paper",,,,"APS March Meeting 2024","false",,"true","true","I07-Surface & interface diffraction","XMaS at ESRF",,"Materials, Energy, Physics","",,"Photovoltaics; Semiconductors","Surfaces, Earth Sciences & Environment, Sustainable Energy Systems, Energy, Physics, Climate Change, Energy Materials, Materials Science, interfaces and thin films, Scattering, Wide Angle X-ray Scattering (WAXS), Grazing Incidence Wide Angle Scattering (GIWAXS)",,,"03/04/2024"
"18333","10.18429/JACoW-FLS2023-TU4P19",,"DLS:000000000018333","Evolution of equilibrium parameters ramp including collective effects in the Diamond-II booster","R. Husain, P. N. Burrows, R. T. Fielder, I. P. S. Martin","false","Published (Approved)","02/2024","","Conference Paper",,,,"FLS2023","false",,"false","false","",,,"Physics","Accelerator Physics",,,"Physics",,,"22/08/2024"
"18334","10.18429/JACoW-FLS2023-MO4B3",,"DLS:000000000018334","Development of a pulsed injection stripline for Diamond-II","R. Fielder, A. Lueangaramwong, A. Morgan","false","Published (Approved)","02/2024","","Conference Paper",,,,"FLS2023","false",,"false","false","",,,"Physics, Engineering","Accelerator Physics",,,"Physics, Engineering & Technology",,,"22/08/2024"
"18330","10.18429/JACoW-MEDSI2023-WEPPP032",,"DLS:000000000018330","Photon slits prototype for high beam power using rotational motions","X. Liu, L. Hudson, H. Patel, A. C. Walters","false","Published (Approved)","02/2024","","Conference Paper",,,,"MEDSI2023","false",,"false","false","",,,"Physics, Engineering","Optics",,,"Optics, Physics, Engineering & Technology",,,"22/08/2024"
"18332","10.18429/JACoW-FLS2023-WE4P36",,"DLS:000000000018332","The cryogenic undulator upgrade programme at Diamond Light Source","Z. Patel, W. Cheng, A. George, S. Hale, M. Marziani","false","Published (Approved)","02/2024","","Conference Paper",,,,"FLS2023","false",,"false","false","",,,"Physics, Engineering","Accelerator Physics, Magnets",,,"Physics, Engineering & Technology",,,"22/08/2024"
"17044","10.1088/1742-6596/2687/3/032002",,"DLS:000000000017044","Development of fast BBA for Diamond Light Source","J. M. Appleby, M. G. Abbott, R. T. Fielder, M. J. Gaughran","false","Published (Approved)","01/2024","","Conference Paper",,,,"14th International Particle Accelerator Conference","false",,"false","false","",,,"Engineering, Physics","Accelerator Physics, Magnets",,,"Physics, Engineering & Technology",,,"31/01/2024"
"17046","10.1088/1742-6596/2687/3/032043",,"DLS:000000000017046","CPMU development at Diamond Light Source","G. Sharma, A. George, S. Hale, M. Marziani, R. Mercado, Z. Patel, A. Ramezani-Moghaddam, M. Reeves, S. Tripathi","false","Published (Approved)","01/2024","","Conference Paper",,,,"14th International Particle Accelerator Conference","false",,"false","false","",,,"Engineering, Physics","Insertion Devices, Magnets",,,"Physics, Engineering & Technology",,,"31/01/2024"
"17058","10.1088/1742-6596/2687/3/032042",,"DLS:000000000017058","An in-vacuum measurement system for CPMUs at Diamond Light Source","Z. Patel, W. Cheng, A. George, S. Hale, M. Marziani, A. Ramezani Moghaddam, M. Reeves, G. Sharma, S. Tripathi","false","Published (Approved)","01/2024","","Conference Paper",,"2687",,"14th International Particle Accelerator Conference","false",,"false","false","",,,"Engineering, Physics","Magnets, Vacuum",,,"Physics, Engineering & Technology",,,"01/02/2024"
"17132","10.18429/JACoW-ICALEPCS2023-THMBCMO34",,"DLS:000000000017132","Ultra-high throughput automated macromolecular crystallography data collection using the Bluesky framework","D. P. Perl, N. Frisina, D. E. Oram, N. P. Paterson","false","Published (Approved)","12/2023","","Conference Paper",,,,"ICALEPCS2023","false",,"false","false","",,,"Information and Communication Technology","Data acquisition",,,"Information & Communication Technologies, Data processing",,,"21/02/2024"
"18336","10.18429/JACoW-ICALEPCS2023-TH1BCO05",,"DLS:000000000018336","Diamond Light Source Athena platform","J. Shannon, C. A. Forrester, K. A. Ralphs","false","Published (Approved)","12/2023","","Conference Paper",,,,"ICALEPCS2023","false",,"false","false","",,,"Information and Communication Technology","Data acquisition",,,"Computing & software technologies, Information & Communication Technologies",,,"22/08/2024"
"18337","10.18429/JACoW-ICALEPCS2023-TUPDP109",,"DLS:000000000018337","Tickit: an event-based multi-device simulation framework","A. Emery, G. O'Donnell, C. Forrester, T. Cobb","false","Published (Approved)","12/2023","","Conference Paper",,,,"ICALEPCS2023","false",,"false","false","",,,"Information and Communication Technology","Controls, Data acquisition",,,"Computing & software technologies, Information & Communication Technologies",,,"22/08/2024"
"18335","10.18429/JACoW-ICALEPCS2023-THPDP078",,"DLS:000000000018335","Porting OpenMMC to STM32 microcontrollers for flexible AMC development","M. B. Stubbings, E. P. J. Perez Juarez, L. T. Stant, A. Wujek","false","Published (Approved)","12/2023","","Conference Paper",,,,"ICALEPCS2023","false",,"false","false","",,,"Information and Communication Technology, Engineering","Data acquisition, Electrical Engineering",,,"Computing & software technologies, Information & Communication Technologies, Engineering & Technology",,,"22/08/2024"
"18331","10.18429/JACoW-MEDSI2023-WEOAM03",,"DLS:000000000018331","Magnetic levitation on a budget: a student discount","J. H. Kelly, D. Crivelli, S. Farrelly, M. L. Hurlstone","false","Published (Approved)","11/2023","","Conference Paper",,,,"MEDSI2023","false",,"false","false","",,,"Engineering","Mechanical Engineering",,,"Engineering & Technology",,,"22/08/2024"
"16323",,,"DLS:000000000016323","Operando time-lapse X-ray diffraction tomography of dentine tubule occlusion by bioactive glasses","Xiaojing Chen","false","Published (Approved)","10/2023","","Conference Paper",,,,"ADM 2023","false",,"true","true","DIAD-Dual Imaging and Diffraction Beamline",,,"Biology and Bio-materials, Materials","","X-ray tomography; Operando; X-ray diffraction mapping; dentine tubule occlusion; bioactive glasses",,"Biomaterials, Dentistry, Health & Wellbeing, Materials Science, Life Sciences & Biotech, Imaging, Tomography",,,"24/07/2023"
"16533",,,"DLS:000010000016533","Reactivation of natural deformation bands in upper crustal sedimentary rocks: insights from laboratory-induced deformation with 4D X-ray tomography","Maria-Eleni Taxopoulou, Elli-Maria Charalampidou, Nicolas Beaudoin, Charles Aubourg, Alexis Cartwright-Taylor, Ian B. Butler","false","Published (Approved)","10/2023","","Conference Paper",,,,"15th Euroconference on Rock Physics and Rock Mechanics 2023","false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing",,,"Earth Science","",,,"Earth Sciences & Environment, Geology, Geophysics, Imaging, Tomography",,,"27/09/2023"
"16602","10.1117/12.2675894",,"DLS:00000B000016602","X-ray topography of diffracting crystal optics at the Diamond Light Source","John P. Sutter, Vishal P. Dhamgaye, Oliver Fox, Kawal J. S. Sawhney","false","Published (Approved)","10/2023","32391, 30943, 20983, 19945","Conference Paper",,,,"SPIE Optical Engineering + Applications, 2023","false",,"true","true","B16-Test Beamline",,,"Physics","Optics","Laser crystals; Liquid crystals",,"Optics, Physics, Microscopy, X-ray Microscopy, Topography",,,"11/10/2023"
"16580","10.1117/12.2688134",,"DLS:000000000016580","Diamond-VeNOM: a high-speed slope profiler for characterising x-ray mirrors","Ioana-Theodora Nistea, Simon G. Alcock, Murilo Bazan Da Silva, Kawal Sawhney","false","Published (Approved)","10/2023","","Conference Paper",,,,"SPIE Optical Engineering + Applications, 2023","false",,"false","false","",,,"Physics","Metrology, Optics","Autocollimators; Metrology; Profilometers; X-ray optics",,"Optics, Physics, Metrology",,,"09/10/2023"
"16607","10.1117/12.2676361",,"DLS:000000000016607","PyCSFex: an extensible Python three package for calculating x-ray structure factors in complex crystals","John P. Sutter, James Pittard, Jacob Filik, Alfred Q. R. Baron","false","Published (Approved)","10/2023","","Conference Paper",,,,"SPIE Optical Engineering + Applications, 2023","false",,"false","false","",,,"Information and Communication Technology, Physics","Optics","Chemical species",,"Optics, Physics, Computing & software technologies, Information & Communication Technologies",,,"12/10/2023"
"16640","10.18429/JACoW-IBIC2023-WEP021",,"DLS:000000000016640","100 Hz X-ray beam profile measurements from a transmissive CVD diamond detector","C. Bloomer, L. Bobb, M. E. Newton","false","Published (Approved)","10/2023","","Conference Paper",,,,"12th International Beam Instrumentation Conference (IBIC2023)","false",,"false","false","",,,"Physics, Engineering","Detectors",,,"Detectors, Physics, Engineering & Technology",,,"19/10/2023"
"16584","10.1117/12.2681913",,"DLS:000018000016584","OCTOPI: Upgrade of the I13L beamline at Diamond Light Source Ltd","Christoph Rau","false","Published (Approved)","10/2023","","Conference Paper",,,,"SPIE Optical Engineering + Applications, 2023","false",,"true","true","I13-1-Coherence, I13-2-Diamond Manchester Imaging",,,"Engineering","Mechanical Engineering","Diamond; Light sources; Data acquisition; Synchrotron radiation; Tomography; Monochromators; Optical filters",,"Engineering & Technology",,,"11/10/2023"
"18392","10.18429/JACoW-ICALEPCS2023-MO4BCO02",,"DLS:000000000018392","Lessons from using Python GraphQL libraries to develop an EPICS PV server for web UIs","Rebecca Auger-Williams, Abigail Alexander, Tom Cobb, Martin Gaughran, Austen Rose, Alexander Wells, Andrew Wilson","false","Published (Approved)","10/2023","","Conference Paper",,,,"ICALEPCS2023","false",,"false","false","",,,"Information and Communication Technology","Controls",,,"Computing & software technologies, Information & Communication Technologies",,,"04/09/2024"
"16481","10.1109/INTERMAGShortPapers58606.2023.10228350",,"DLS:000004000016481","Writing information by current pulses in antiferromagnetic Mn2Au","M. Jourdan, S. Reimers, Y. Lytvynenko, Y. R. Niu, E. Golias, B. Sarpi, L. S. I. Veiga, T. Denneulin, A. Kovács, R. E. Dunin-Borkowski, J. Bläßer, M. Klaui","false","Published (Approved)","09/2023","30141","Conference Paper",,,,"2023 IEEE International Magnetic Conference","false",,"true","true","I06-Nanoscience (XPEEM)","MAXPEEM at MAX IV; SIM at SLS",,"Materials, Physics, Information and Communication Technology","",,"Spintronics; Antiferromagnetism; Data Storage","Quantum Materials, Physics, Electronics, Components & Micro-systems, Information & Communication Technologies, Magnetism, Materials Science, Microscopy, Spectroscopy, Electron Microscopy (EM), PhotoEmmission Electron Microscopy (PEEM), Linear Dichroism (LD), X-ray Magnetic Linear Dichroism (XMLD)",,,"07/09/2023"
