"Publications Database Id","DOI","PMID","ISI ID","Title of Paper","Authors","Industrial Partner Is Co-author?","Publication State","Date Published","Diamond Proposal Number","Publication Type","Title of Journal","Journal Volume","Journal Pages","Title of Conference","Peer Reviewed","Magazine Title","Uses Synchrotron, EM or Offline lab Data?","Data From Diamond?","Beamlines","Additional Facilities If Data From Diamond","Facility If Data Not From Diamond","Subject Areas","Technical Areas","Keywords","Diamond Keywords","Discipline/Technical Tags","ISBN","Book Chapter","Added On"
"18464","10.1016/j.mtchem.2024.102291",,"DLS:000000000018464","Tailoring magnetism in chromium-doped zinc cobalt ferrite nanostructure for advanced spintronic memory devices","Sanjeev Gautam, Ritika Charak, Shaffy Garg, Pardeep K. Thakur, Navdeep Goyal, Keun Hwa Chae, Younghak Kim","false","Published (Approved)","10/2024","","Journal Paper","Materials Today Chemistry","41",,,"false",,"true","false","",,"2A MS, 5A-XRS-MS at PAL","Materials, Physics, Information and Communication Technology","",,"Spintronics; Data Storage","Quantum Materials, Physics, Hard condensed matter - structures, Electronics, Components & Micro-systems, Information & Communication Technologies, Chemistry, Magnetism, Materials Science, Chemical Engineering, Engineering & Technology, Nanoscience/Nanotechnology",,,"25/09/2024"
"18015","10.1016/j.jallcom.2024.175223",,"DLS:000004000018015","Nanostructured FeCo films of exceptionally high saturation magnetisation","Raul Lopez-Martin, Chris Binns, Benito Santos Burgos, Peter S. Normile, Jose A. De Toro, Andrew Pratt, Toby Bird, Maha Alotaibi, Jack Pearce, David Hesp, Connor Fields, Shengfu Yang, Hanqing Liu, Larissa S. I. Veiga, Sarnjeet S. Dhesi","false","Published (Approved)","10/2024","33064","Journal Paper","Journal Of Alloys And Compounds","1002",,,"false",,"true","true","I06-Nanoscience (XPEEM)",,,"Materials, Physics","","Nanomaterials; FeCo;  Nanoparticles; Magnetic Films","Alloys","Surfaces, Physics, Magnetism, Materials Science, interfaces and thin films, Nanoscience/Nanotechnology, Metallurgy, Spectroscopy, Circular Dichroism (CD), X-ray Magnetic Circular Dichroism (XMCD)",,,"19/06/2024"
"18251","10.1107/S1600577524005630",,"DLS:000000000018251","Web-CONEXS : an inroad to theoretical X-ray absorption spectroscopy","Joshua D. Elliott, Victor Rogalev, Nigel Wilson, Mihai Duta, Christopher J. Reynolds, Jacob Filik, Thomas J. Penfold, Sofia Diaz-Moreno","false","Published (Approved)","09/2024","","Journal Paper","Journal Of Synchrotron Radiation","31",,,"false",,"false","false","",,,"Information and Communication Technology","","Web-CONEXS; X-ray absorption spectroscopy; XAS; first-principles simulation; density functional theory; DFT; X-ray absorption near-edge structure; XANES",,"Computing & software technologies, Information & Communication Technologies, Data processing",,,"05/08/2024"
"18179","10.1107/S1600577524005034",,"DLS:000017000018179","High-angular-sensitivity X-ray phase-contrast microtomography of soft tissue through a two-directional beam-tracking synchrotron set-up","Carlos Navarrete-Leon, P. Stephen Patrick, Adam Doherty, Harry Allan, Silvia Cipiccia, Shashidhara Marathe, Kaz Wanelik, Michela Esposito, Charlotte K. Hagen, Alessandro Olivo, Marco Endrizzi","false","Published (Approved)","09/2024","30748","Journal Paper","Journal Of Synchrotron Radiation","31",,,"false",,"true","true","I13-2-Diamond Manchester Imaging",,,"Technique Development, Medicine","","phase-contrast imaging; tomography; bioimaging",,"Technique Development - Life Sciences & Biotech, Life Sciences & Biotech, Imaging, Tomography",,,"17/07/2024"
"18245","10.1107/S1600577524005861",,"DLS:000000000018245","Spexwavepy : an open-source Python package for X-ray wavefront sensing using speckle-based techniques","Lingfei Hu, Hongchang Wang, Kawal Sawhney","false","Published (Approved)","09/2024","","Journal Paper","Journal Of Synchrotron Radiation","31",,,"false",,"false","false","",,,"Information and Communication Technology, Physics","Optics","spexwavepy; X-ray optics; wavefront sensing; speckle tracking; Python packages.",,"Optics, Physics, Computing & software technologies, Information & Communication Technologies",,,"31/07/2024"
"18250","10.1107/S1600577524006271",,"DLS:000000000018250","MLgrating : a program for simulating multilayer gratings for tender X-ray applications","Andrew Walters, Shengyou Wen, Qiushi Huang, Zhanshan Wang, Hongchang Wang, Kawal Sawhney","false","Published (Approved)","09/2024","","Journal Paper","Journal Of Synchrotron Radiation","31",,,"false",,"false","false","",,,"Information and Communication Technology, Physics","Optics","multilayer gratings; grating efficiency simulations; blazed gratings; laminar gratings",,"Optics, Physics, Computing & software technologies, Information & Communication Technologies",,,"02/08/2024"
"18188","10.1016/j.acags.2024.100179",,"DLS:000017000018188","Pore-to-Darcy scale permeability upscaling for media with dynamic pore structure using graph theory","Achyut Mishra, Lin Ma, Sushma C. Reddy, Januka Attanayake, Ralf R. Haese","false","Published (Approved)","09/2024","30455","Journal Paper","Applied Computing And Geosciences","23",,,"false",,"true","true","I13-2-Diamond Manchester Imaging",,,"Earth Science, Technique Development","",,,"Technique Development - Earth Sciences & Environment, Earth Sciences & Environment, Geology, Geophysics, Imaging, Tomography",,,"22/07/2024"
"18277","10.1107/S1600577524006854",,"DLS:000000000018277","Development of an advanced in-line multilayer deposition system at Diamond Light Source","Hongchang Wang, Arindam Majhi, Wai Jue Tan, Wadwan Singhapong, Christian Morawe, Kawal Sawhney","false","Published (Approved)","09/2024","","Journal Paper","Journal Of Synchrotron Radiation","31",,,"false",,"false","false","",,,"Physics","Optics","multilayers; multilayer deposition system; synchrotron radiation; optics; Diamond-II",,"Optics, Physics",,,"10/08/2024"
"18396","10.1038/s44321-024-00123-0",,"DLS:000003000018396","Rational structure-guided design of a blood stage malaria vaccine immunogen presenting a single epitope from PfRH5","Thomas E. Harrison, Nawsad Alam, Brendan Farrell, Doris Quinkert, Amelia M. Lias, Lloyd D. W. King, Lea K. Barfod, Simon J. Draper, Ivan Campeotto, Matthew K. Higgins","false","Published (Approved)","09/2024","23459","Journal Paper","Embo Molecular Medicine","178",,,"false",,"true","true","I04-Macromolecular Crystallography, I24-Microfocus Macromolecular Crystallography",,,"Biology and Bio-materials, Medicine","",,"Malaria","Vaccines, Infectious Diseases, Disease in the Developing World, Health & Wellbeing, Structural biology, Biophysics, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX), Parasitology",,,"05/09/2024"
"18421","10.1103/PhysRevB.110.115120",,"DLS:00001A000018421","Electronic structure and surface band bending of Sn-doped 𝛽-Ga2O3 thin films studied by X-ray photoemission spectroscopy and ab initio calculations","Jiaye Zhang, Zhenni Yang, Siliang Kuang, Ziqi Zhang, Shenglong Wei, Joe Willis, Tien-Lin Lee, Piero Mazzolini, Oliver Bierwagen, Shanquan Chen, Zuhuang Chen, Duanyang Chen, Hongji Qi, David Scanlon, Kelvin H. L. Zhang","false","Published (Approved)","09/2024","31069, 31681","Journal Paper","Physical Review B","110",,,"false",,"true","true","I09-Surface and Interface Structural Analysis",,,"Materials, Physics","",,"Semiconductors","Surfaces, Hard condensed matter - electronic properties, Physics, Hard condensed matter - structures, Electronics, interfaces and thin films, Spectroscopy, X-ray Photoelectron Spectroscopy (XPS), Hard X-ray Photoelectron Spectroscopy (HAXPES)",,,"12/09/2024"
"18442","10.1039/D4SC04440A",,"DLS:000009000018442","Navigation through high-dimensional chemical space: discovery of Ba5Y13[SiO4]8O8.5 and Ba3Y2[Si2O7]2","Nataliya Hulai, Marco Zanella, Craig Robertson, Daniel Ritchie, Manel Sonni, Matthew A. Wright, Jon A. Newnham, Cara J. Hawkins, Jayne Whitworth, Bhupendra Mali, Hongjun Niu, Matthew S. Dyer, Christopher M. Collins, Luke M. Daniels, John B. Claridge, Matthew J. Rosseinsky","false","Published (Approved)","09/2024","31578","Journal Paper","Chemical Science",,,,"false",,"true","true","I11-High Resolution Powder Diffraction","ISIS",,"Materials, Chemistry","",,,"Chemistry, Materials Science, Inorganic Chemistry, Diffraction, X-ray Powder Diffraction",,,"19/09/2024"
"18397","10.35848/1347-4065/ad760b",,"DLS:000016000018397","Using magneto-optical effects in soft x-ray reflectivity to study current driven magnetisation reversal","Kiranjot Dhaliwal, Raymond Fan, Razan O. M. Aboljadayel, David M. Burn, Kalel Alsaeed, Aidan T. Hindmarch, Paul Steadman","false","Published (Approved)","09/2024","31755","Journal Paper","Japanese Journal Of Applied Physics",,,,"false",,"true","true","I10-Beamline for Advanced Dichroism - scattering",,,"Materials, Physics","",,"Ferromagnetism; Spintronics","Surfaces, Quantum Materials, Physics, Hard condensed matter - structures, Electronics, Magnetism, Materials Science, interfaces and thin films, Diffraction, X-ray Reflectivity (XRR)",,,"05/09/2024"
"18448","10.3390/vaccines12091063",,"DLS:000000000018448","Development of a two-component nanoparticle vaccine displaying an HIV-1 envelope glycoprotein that elicits tier 2 neutralising antibodies","Kegomoditswe Malebo, Jeremy Woodward, Phindile Ximba, Qiniso Mkhize, Sanele Cingo, Thandeka Moyo-Gwete, Penny L. Moore, Anna-Lise Williamson, Rosamund Chapman","false","Published (Approved)","09/2024","24039","Journal Paper","Vaccines","12",,,"false",,"true","true","Krios IV-Titan Krios IV at Diamond",,,"Biology and Bio-materials, Medicine","","nanoparticle; mi3; CAP255; DNA; tier 2 neutralising antibodies; human immunodeficiency virus; prime-boost; vaccine","Human Immunodeficiency Virus (HIV); Viruses","Vaccines, Pathogens, Infectious Diseases, Health & Wellbeing, Structural biology, Nanoscience/Nanotechnology, Drug Discovery, Life Sciences & Biotech, Microscopy, Electron Microscopy (EM), Cryo Electron Microscopy (Cryo EM)",,,"22/09/2024"
"18379","10.1107/S2052252524008121",,"DLS:000009000018379","From formulation to structure: 3D electron diffraction for the structure solution of a new indomethacin polymorph from an amorphous solid dispersion","Helen W. Leung, Royston C. B. Copley, Giulio I. Lampronti, Sarah J. Day, Lucy K. Saunders, Duncan N. Johnstone, Paul A. Midgley","true","Published (Approved)","09/2024","34800","Journal Paper","Iucrj","11","744 - 748",,"false",,"true","true","I11-High Resolution Powder Diffraction",,,"Medicine","","indomethacin; amorphous solid dispersions; drug development; 3D electron diffraction; polymorphism; structure determination; pharmaceutical formulation; active pharmaceutical ingredients",,"Health & Wellbeing, Drug Discovery, Life Sciences & Biotech, Diffraction, X-ray Powder Diffraction",,,"02/09/2024"
"18441","10.1039/D4EE02398F",,"DLS:000016000018441","Distinguishing bulk redox from near-surface degradation in lithium nickel oxide cathodes","Lijin An, Ruomu Zhang, Prvanin N. Didwal, Michael W. Fraser, Leanne A. H. Jones, Conor M. E. Phelan, Namrata Ramesh, Grant Harris, Robert S. Weatherup, Jack E. N. Swallow, Peixi Cong, Andrey Poletayev, Erik Bjorklund, Christophe J. Sahle, Pilar Ferrer, David C. Grinter, Peter Bencok, Shusaku Hayama, Saiful Islam, Robert House, Peter D. Nellist, Robert J. Green, Rebecca J. Nicholls","false","Published (Approved)","09/2024","33283, 33062, 32010","Journal Paper","Energy & Environmental Science",,,,"false",,"true","true","B07-B1-Versatile Soft X-ray beamline: High Throughput ES1, I10-Beamline for Advanced Dichroism - scattering, I20-Scanning-X-ray spectroscopy (XAS/XES)","ID20 at ESRF",,"Materials, Chemistry, Energy","","Molecular O2; Lithium Nickel Oxide; Reduced Surface Layer; Anion Redox; Core Level Spectroscopy","Batteries; Lithium-ion","Surfaces, Energy Storage, Energy, Physics, Physical Chemistry, Energy Materials, Chemistry, Materials Science, Spectroscopy, X-ray Absorption Spectroscopy (XAS), High Energy Resolution Fluorescence Detected XAS (HERFD-XAS)",,,"19/09/2024"
"18446","10.1103/PhysRevB.110.125138",,"DLS:000006000018446","Anisotropic resonant scattering from uranium systems at the U 𝑀4edge","E. Lawrence Bright, E. N. Ovchinnikova, L. M. Harding, D. G. Porter, R. Springell, V. E. Dmitrienko, R. Caciuffo, G. H. Lander","false","Published (Approved)","09/2024","27807, 34651","Journal Paper","Physical Review B","110",,,"false",,"true","true","I16-Materials and Magnetism",,,"Materials, Physics","",,,"Surfaces, Quantum Materials, Radioactive Materials, Physics, Materials Science, interfaces and thin films, Scattering, Resonant Elastic X-ray Scattering (REXS)",,,"22/09/2024"
"18498","10.1039/D3SC06146A",,"DLS:000003000018498","Selective labelling of GBA2 in cells with fluorescent β- d -arabinofuranosyl cyclitol aziridines","Qin Su, Max Louwerse, Rob F. Lammers, Elmer Maurits, Max Janssen, Rolf G. Boot, Valentina Borlandelli, Wendy A. Offen, Daniël Linzel, Sybrin P. Schröder, Gideon J. Davies, Herman S. Overkleeft, Marta Artola, Johannes M. F. G. Aerts","false","Published (Approved)","09/2024","","Journal Paper","Chemical Science","15","15212 - 15220",,"false",,"true","true","I04-Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry, Medicine","",,"Niemann Pick Disease Type C; Parkinson's Disease","Neurodegenerative Diseases, Non-Communicable Diseases, Health & Wellbeing, Biochemistry, Neurology, Chemistry, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"02/10/2024"
"18487","10.1126/sciadv.adp3788",,"DLS:000000000018487","Preserving surface strain in nanocatalysts via morphology control","Chuqiao Shi, Zhihua Cheng, Alberto Leonardi, Yao Yang, Michael Engel, Matthew R. Jones, Yimo Han","false","Published (Approved)","09/2024","","Journal Paper","Science Advances","10",,,"false",,"false","false","",,,"Materials, Chemistry, Engineering","",,"Semiconductors","Materials Engineering & Processes, Physical Chemistry, Catalysis, Chemistry, Materials Science, Chemical Engineering, Engineering & Technology, Nanoscience/Nanotechnology",,,"30/09/2024"
"18470","10.3389/fenvc.2024.1445482",,"DLS:000000000018470","Superparamagnetically modified A-type, X-type and CHA-type zeolites with silica-coated Fe3O4 and CoFe2O4 nanoparticles for removal of Sr2+ and Cs+ from radioactively contaminated water","Azusa Ito, Gnanavel Thirunavukkarasu, Joseph A. Hriljac","false","Published (Approved)","09/2024","","Journal Paper","Frontiers In Environmental Chemistry","5",,,"false",,"false","false","",,,"Materials, Chemistry, Environment","",,,"Zeolites, Desertification & Pollution, Earth Sciences & Environment, Radioactive Materials, Physical Chemistry, Chemistry, Materials Science, Nuclear Waste, Nanoscience/Nanotechnology",,,"26/09/2024"
"18307","10.1002/pro.5136",,"DLS:000002000018307","ARCIMBOLDO at low resolution: Verification for coiled coils and globular proteins","Iracema Caballero, Albert Castellví, Josep Triviño, Elisabet Jiménez, Nicolas Soler, Rafael Borges, Isabel Uson","false","Published (Approved)","09/2024","","Journal Paper","Protein Science","33",,,"false",,"true","true","I03-Macromolecular Crystallography",,,"Technique Development, Biology and Bio-materials, Information and Communication Technology","","AlphaFold; ARCIMBOLDO; coiled coils; crystallographic structure; low resolution; Phaser; phasing; SEQUENCE_SLIDER, SHELXE; verification",,"Computing & software technologies, Technique Development - Life Sciences & Biotech, Information & Communication Technologies, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"19/08/2024"
"18395","10.1080/14756366.2024.2394895",,"DLS:000003000018395","Expanding the inhibitor space of the WWP1 and WWP2 HECT E3 ligases","Ashley P. Dudey, Jake M. Rigby, Gregory R. Hughes, G. Richard Stephenson, Thomas E. Storr, Andrew Chantry, Andrew M. Hemmings","false","Published (Approved)","09/2024","25108, 32728","Journal Paper","Journal Of Enzyme Inhibition And Medicinal Chemistry","39",,,"false",,"true","true","I04-Macromolecular Crystallography, I24-Microfocus Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry, Medicine","","ubiquitin ligase inhibitors; drug discovery; SAR; WWP1; WWP2","Enzymes","Non-Communicable Diseases, Health & Wellbeing, Cancer, Biochemistry, Chemistry, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"05/09/2024"
"18490","10.1038/s44318-024-00240-z",,"DLS:000003000018490","CEP192 localises mitotic Aurora-A activity by priming its interaction with TPX2","James Holder, Jennifer A. Miles, Matthew Batchelor, Harrison Popple, Martin Walko, Wayland Yeung, Natarajan Kannan, Andrew J. Wilson, Richard Bayliss, Fanni Gergely","false","Published (Approved)","09/2024","29074","Journal Paper","The Embo Journal","10",,,"false",,"true","true","I04-Macromolecular Crystallography",,,"Biology and Bio-materials","",,"Enzymes","Non-Communicable Diseases, Health & Wellbeing, Cancer, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"02/10/2024"
"18447","10.1016/j.biochi.2024.09.005",,"DLS:000015000018447","Mutations in the N-domain of aryl hydrocarbon receptor interacting protein affect interactions with heat shock protein 90β and phosphodiesterase 4A5","Marita Vella, Iain W. Manfield, Brandon C. Seychell, Chi H. Trinh, Robert Rambo, G. Nasir Khan, Josanne Vassallo, Therese Hunter, Gary J. Hunter","false","Published (Approved)","09/2024","15574, 18536","Journal Paper","Biochimie","272",,,"false",,"true","true","B21-High Throughput SAXS",,,"Biology and Bio-materials, Chemistry","","Aryl hydrocarbon receptor interacting protein; hsp90; Phosphodiesterase; N-domain mutations; Protein:Protein Interactions",,"Non-Communicable Diseases, Health & Wellbeing, Cancer, Biochemistry, Genetics, Chemistry, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"22/09/2024"
"18436","10.1038/s41467-024-52007-z",,"DLS:00001C000018436","Avoided metallicity in a hole-doped Mott insulator on a triangular lattice","Chi Ming Yim, Gesa-R. Siemann, Srdjan Stavrić, Seunghyun Khim, Izidor Benedičič, Philip A. E. Murgatroyd, Tommaso Antonelli, Matthew D. Watson, Andrew P. Mackenzie, Silvia Picozzi, Phil D. C. King, Peter Wahl","false","Published (Approved)","09/2024","28445","Journal Paper","Nature Communications","15",,,"false",,"true","true","I05-ARPES",,,"Materials, Physics","",,,"Superconductors, Quantum Materials, Physics, Hard condensed matter - structures, Materials Science, Spectroscopy, Angle Resolved Photoemission Spectroscopy (ARPES), Nano ARPES",,,"18/09/2024"
"18471","10.1172/JCI164535",,"DLS:000002000018471","HLA A*24:02–restricted T cell receptors cross-recognize bacterial and preproinsulin peptides in type 1 diabetes","Garry Dolton, Anna Bulek, Aaron Wall, Hannah Thomas, Jade R. Hopkins, Cristina Rius, Sarah A. E. Galloway, Thomas Whalley, Li Rong Tan, Théo Morin, Nader Omidvar, Anna Fuller, Katie Topley, Md Samiul Hasan, Shikha Jain, Nirupa D’souza, Thomas Hodges-Hoyland, Owen B. Spiller, Deborah Kronenberg-Versteeg, Barbara Szomolay, Hugo A. Van Den Berg, Lucy C. Jones, Mark Peakman, David K. Cole, Pierre J. Rizkallah, Andrew K. Sewell","false","Published (Approved)","09/2024","10462, 18812","Journal Paper","Journal Of Clinical Investigation","134",,,"false",,"true","true","I03-Macromolecular Crystallography, I04-Macromolecular Crystallography",,,"Biology and Bio-materials","","Bacteria","Type 1 Diabetes","Non-Communicable Diseases, Autoimmune Diseases, Health & Wellbeing, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"26/09/2024"
"18394","10.1038/s41467-024-51934-1",,"DLS:000003000018394","Inducible auto-phosphorylation regulates a widespread family of nucleotidyltransferase toxins","Tom J. Arrowsmith, Xibing Xu, Shangze Xu, Ben Usher, Peter Stokes, Megan Guest, Agnieszka K. Bronowska, Pierre Genevaux, Tim R. Blower","false","Published (Approved)","09/2024","24948","Journal Paper","Nature Communications","15",,,"false",,"true","true","I04-Macromolecular Crystallography, I24-Microfocus Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry","",,"Enzymes; Bacteria","Pathogens, Health & Wellbeing, Biochemistry, Chemistry, Structural biology, Biophysics, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"04/09/2024"
