"sep=	"
Document type	Open Access	Number	Authors countries	Instrument	Domain	Authors	ILL Authors	Titre	Journal title	Volume	Pages	Year	Proposal number	DOI	WOS Number	DOI added
Article from Conference in a Journal	OA	ILL24AK7041	Sweden/Switzerland			Akhyani M., Rønnow H.M., Zanini L.		A high brilliance low-frequency spallation source optimized for one single instrument	EPJ Web of Conferences	298	05001-1-05001-6	2024		10.1051/epjconf/202429805001		
Journal article	OA	ILL24AR7031	France (not ILL)/Italy/Switzerland/USA			Arias-Aragon F., Brdar V., Quevillon J.		New directions for axionlike particle searches combining nuclear reactors and haloscopes	Physical Review Letters	132	211802-1-211802-7	2024		10.1103/PhysRevLett.132.211802		
Journal article		ILL24BA7003	USA	D11		Barker J.G.		Methods to maximize detector count rates on small-angle neutron scattering diffractometers at reactor sources: II. Optimizing sample, source and detector sizes	Nuclear Instruments and Methods in Physics Research A	1059	168973-1-168973-11	2024		10.1016/j.nima.2023.168973		
Journal article		ILL24BA7018	USA			Barker J.G., Cook J.C.		Methods to maximize detector count rates on small-angle neutron scattering diffractometers at reactor sources: I. Optimizing wavelength selections	Nuclear Instruments and Methods in Physics Research A	1059	169107-1-169107-7	2024		10.1016/j.nima.2024.169107		
Journal article	OA	ILL24BE7020	Ireland/Italy/Switzerland/USA			Benedetto A., Kearley G.J., Faraone A.		Conceptual study of a new instrument for dynamic neutron scattering measurements - The modulated intensity with diffraction analysis spectrometer (MIDAS)	Review of Scientific Instruments	95	043901-1-043901-15	2024		10.1063/5.0193842		
Book chapter	OA	ILL24BL7014				Blekman F., Bracco A., Christensen N., Dormy E., Eggenberger P., Kiefer C., Lepine F., Sakellariadou M., Saridakis E.N., Schieck J., Wulz C.E.		Physics bridging the infinities				2024		10.1088/978-0-7503-6342-6ch2		
Journal article	OA	ILL24BR7013	Australia/Germany			Bryant S.J., Garvey C.J., Darwish T.A., Georgii R., Bryant G.		Molecular interactions with bilayer membrane stacks using neutron and X-ray diffraction	Advances in Colloid and Interface Science	326	103134-1-103134-15	2024		10.1016/j.cis.2024.103134		
Journal article	OA	ILL24CA7025	Italy/Sweden			Caselli L., Conti L., De Santis I., Berti D.		Small-angle X-ray and neutron scattering applied to lipid-based nanoparticles: Recent advancements across different length scales	Advances in Colloid and Interface Science	327	103156-1-103156-27	2024		10.1016/j.cis.2024.103156		
Journal article	OA	ILL24CE7022	Italy/Switzerland			Cerboni N., de Bodin-de Galembert G., De Gerone M., Gallucci G., Müller E., Nucciotti A., Steinegger P., Maugeri E.A.		Development and implementation of holmium sources produced by molecular plating for the HOLMES experiment	Materials Chemistry and Physics	314	128837-1-128837-9	2024		10.1016/j.matchemphys.2023.128837		
Journal article		ILL24DE7046	USA			Desai A.S., Williams T.J., Daum M., Sala G., Aczel A.A., Granroth G.E., Mourigal M.		Monte?Carlo ray-tracing studies of multiplexed prismatic graphite analyzers for the cold-neutron triple-axis spectrometer at the High Flux Isotope Reactor	Nuclear Instruments and Methods in Physics Research A	1065	169508-1-169508-9	2024		10.1016/j.nima.2024.169508		
Journal article		ILL24FO7049	Russia			Fomin A.K., Serebrov A.P.		Turbine effect in an experiment with storage of ultracold neutrons	Instruments and Experimental Techniques	67	210-218	2024		10.1134/S0020441224700581		
Journal article	OA	ILL24GO7029	Poland/Bulgaria/UK/Germany			Gochev G.G., Campbell R.A., Schneck E., Zawala J., Warszynski P.		Exploring proteins at soft interfaces and in thin liquid films ? From classical methods to advanced applications of reflectometry	Advances in Colloid and Interface Science	329	103187-1-103187-26	2024		10.1016/j.cis.2024.103187		
Journal article	OA	ILL24HE7036	France (not ILL)			Henning G., Chebboubi A., De Saint-Jean C., Estienne M., Fallot M., Giot L., Kerveno M., Litaize O., Mougeot X., Porta A., Serot O., Vallet V.		Need for precise nuclear structure data for reactor studies	EPJ Nuclear Sciences & Technologies	10	6-1-6-11	2024		10.1051/epjn/2024007		
Journal article	OA	ILL24HU7028	China/UK			Huang S., Xiang K., Mi J.		Recent advances in synchrotron X-ray studies of the atomic structures of metal alloys in liquid state	Journal of Materials Science & Technology	203	180-200	2024		10.1016/j.jmst.2024.02.038		
Journal article		ILL24LE7024	Australia			Le Brun A.P., Gilbert E.P.		Advances in sample environments for neutron scattering for colloid and interface science	Advances in Colloid and Interface Science	327	103141-1-103141-30	2024		10.1016/j.cis.2024.103141		
Journal article	OA	ILL24LE7039	France (not ILL)/USA			Leal L., Leclaire N., Jaiswal V.		Impact of experimental effects on a resolved resonance evaluation for practical applications	Annals of Nuclear Energy	208	110795-1-110795-11	2024		10.1016/j.anucene.2024.110795		
Journal article	OA	ILL24LE7053	Italy/Japan			Leoni S., Fornal B., Bracco A., Tsunoda Y., Otsuka T.		Multifaceted character of shape coexistence phenomena in atomic nuclei	Progress in Particle and Nuclear Physics	139	104119-1-104119-108	2024		10.1016/j.ppnp.2024.104119		
Journal article		ILL24LI7006	China			Li Z., Shan L., Yang H.		Improving the meso-structure identification of asphalt mixture using combined neutron and X-ray imaging	Construction and Building Materials	413	134771-1-134771-10	2024		10.1016/j.conbuildmat.2023.134771		
Journal article	OA	ILL24LI7048	China			Lin H., Li J., Yáng Z., Zhong S.		Recent progress in stress analysis technology and application of neutron diffraction	Acta Metallurgica Sinica	60	1017-1030	2024		10.11900/0412.1961.2024.00061		
Thesis	OA	ILL24LU7038	USA			Lu X.		Novel energy scale calibration strategies for the PROSPECT-II experiment								
Journal article	OA	ILL24MA7021	France (not ILL)			Maire E., Bonnard G., Adrien J., Boulnat X., Létang J.M., Lachambre J.		Dual Beam microfocus high-energy tomography: Towards multimodal and faster laboratory experiments	Tomography of Materials and Structures	5	100030-1-100030-10	2024		10.1016/j.tmater.2024.100030		
Journal article	OA	ILL24MA7043	UK			Mauri G., Sykora G. Jeff, Schooneveld E.M., Capelli S.C., Gutmann M.J., Howarth S., Mann S.E., Zuddas F., Rhodes N.J., Sykora G.J.		Novel high-efficiency 2D position-sensitive ZnS:Ag/6LiF scintillator detector for neutron diffraction	Journal of Applied Crystallography	57	690-699	2024		10.1107/S1600576724002462		
Journal article	OA	ILL24PA7023	Austria			Pabst G., Keller S.		Exploring membrane asymmetry and its effects on membrane proteins	Trends in Biochemical Sciences	49	333-345	2024		10.1016/j.tibs.2024.01.007		
Journal article	OA	ILL24PE7037	Sweden			Persson L.B.		Design of an experiment to search for neutron oscillations at the
European Spallation Source								
Journal article		ILL24PE7030	USA			Peters E.E., Brown B.A., Mukhopadhyay S., Ramirez A.P.D., Yates S.W.		Nuclear structure of 74Ge from inelastic neutron scattering measurements and shell-model calculations	Physical Review C	109	054318-1-054318-13	2024		10.1103/PhysRevC.109.054318		
Journal article	OA	ILL24PR7008	Australia			Pradeepkumar A., Cortie D., Smyth E., Le Brun A.P., Iacopi F.		Epitaxial graphene growth on cubic silicon carbide on silicon with high temperature neutron reflectometry: An operando study	RSC Advances	14	3232-3240	2024		10.1039/D3RA08289J		
Journal article	OA	ILL24QU7032	USA			Quirinale D.G., Stevens E., Zhang Y., Mills R.A.		Thermal deflection in neutron scattering sample environments at Oak Ridge National Laboratory	Review of Scientific Instruments	95	055109 -1-055109 -10	2024		10.1063/5.0189407		
Journal article	OA	ILL24RO7034	Australia/Germany			Robertson H., Gresham I.J., Nelson A.R.J., Prescott S.W., Webber G.B., Wanless E.J.		Illuminating the nanostructure of diffuse interfaces: Recent advances and future directions in reflectometry techniques	Advances in Colloid and Interface Science	331	103238-1-103238-18	2024		10.1016/j.cis.2024.103238		
Journal article	OA	ILL24SC7050	Germany			Scheuren S., Jager T., Kohl J., Kuschel S., Rösch T.F., Schmitz B., Zimmer M., Rödel C., Roth M.		Scaling of laboratory neutron sources based on laser wakefield-accelerated electrons using Monte Carlo simulations	European Physical Journal Plus	139	726-1-726-16	2024		10.1140/epjp/s13360-024-05454-y		
Journal article	OA	ILL24SE7012	Germany/Belgium/The Netherlands			Seibert A., Aldave de las Heras L., Boboridis K., Colineau E., Eloirdi R., Fontana C.L., Hult M., Jenet A., Michailidou E., Nilsson K.F., Paradela C., Raison P., Schillebeeckx P., Taucer F.		The nuclear research infrastructures open access scheme of the Joint Research Centre (JRC) at the European Commission ? Contributions to education, training, mobility and scientific excellence	Nuclear Engineering and Design	420	113000-1-113000-10	2024		10.1016/j.nucengdes.2024.113000		
Journal article		ILL24SE7045	Austria			Semeraro E.F., Frewein M.P.K., Pabst G.		Structure of symmetric and asymmetric lipid membranes from joint SAXS/SANS	Methods in Enzymology	700	349-383	2024		10.1016/bs.mie.2024.02.017		
Journal article	OA	ILL24SH7015	The Netherlands/Norway/France (not ILL)/Denmark/Switzerland			Shafabakhsh P., Cordonnier B., Pluymakers A., Le Borgne T., Mathiesen J., Linga G., Hu Y., Kaestner A., Renard F.		4D Neutron imaging of solute transport and fluid flow in sandstone before and after mineral precipitation	Water Resources Research	60	e2023WR036293-1-e2023WR036293-19	2024		10.1029/2023WR036293		
Article from Conference in a Journal	OA	ILL24SH7042	Hungary			Shuai H., Anda G., Dian E., Horvath Á., Ludanyi Z., Mezei R., Sipos P., Szasz G., Mezei F.		Progress of the first accelerator-based compact neutron source in Hungary	EPJ Web of Conferences	298	05005-1-05005-5	2024		10.1051/epjconf/202429805005		
Journal article		ILL24TA7044	Japan			Takahashi M., Noda Y., Kobayashi S., Sato T.J., Nawa K., Sakakura T., Ishikawa Y., Kimura H.		Four-circle neutron diffractometer FONDER at JRR-3: Quantitative reciprocal-space measurements in structural physics	Journal of the Physical Society of Japan	93	091006-1-091006-8	2024		10.7566/JPSJ.93.091006		
Journal article		ILL24TU7017	UK			Tucker I.M.		Recent trends in biosurfactant surfactant mixing and self-assembly	Current Opinion in Colloid & Interface Science	71	101789-1-101789-13	2024		10.1016/j.cocis.2024.101789		
Book chapter	OA	ILL24GR7001	The Netherlands			van Zoelen A.G.		The development of research management and administration in Europe: A short history						10.1108/978-1-80382-701-820231008		
Article from Conference in a Journal	OA	ILL24VO7040	Germany			Voigt J., Lieutenant K.		An instrument suite for the HBS	EPJ Web of Conferences	298	01004-1-01004-9	2024		10.1051/epjconf/202429801004		
Journal article	OA	ILL24YA7047	China/Japan			Wang Y., Wu G., Su Y., Li B.		Application of neutron characterization techniques to metallic structural materials	Acta Metallurgica Sinica	60	1001-1016	2024		10.11900/0412.1961.2024.00063		
Journal article	OA	ILL24WI7052	USA			Wietfeldt F.E.		The neutron lifetime discrepancy and its implications for cosmology and dark matter	Symmetry	16	956-1-956-12	2024		10.3390/sym16080956		
Journal article		ILL24YU7035	USA			Yu Y.Q., Bergeron A., Licht J.R.		Numerical simulation of involute-plate research reactor flow behavior using RANS, LES and DNS	Annals of Nuclear Energy	207	110709-1-110709-13	2024		10.1016/j.anucene.2024.110709		
Journal article		ILL24ZH7019	France (not ILL)/USA			Zhang C., Qian X., Fallot M.		Reactor antineutrino flux and anomaly	Progress in Particle and Nuclear Physics	136	104106-1-104106-38	2024		10.1016/j.ppnp.2024.104106		
Journal article	OA	ILL24ZH7033	China/The Netherlands			Zhang F., Miao X., van Dijk N., Brück E., Ren Y.		Advanced magnetocaloric materials for energy conversion: Recent progress, opportunities, and perspective	Advanced Energy Materials	14	2400369-1-2400369-38	2024		10.1002/aenm.202400369		
Journal article	OA	ILL24ZH7051	China/UK/South Africa			Zhang Z., Yang B., James M.N., Xiao S.		Evolution of residual stress at a fatigue crack tip and its influence on crack tip shielding and plasticity	Journal of Materials Research and Technology	32	1749-1760	2024		10.1016/j.jmrt.2024.08.032		
Journal article	OA	ILL24ZU7026	China			Zuo T., Han Z., Ma C., Xiao S., Lin X., Li Y., Wang F., He Y., He Z., Zhang J., Wang G., Cheng H.		The multi-slit very small angle neutron scattering instrument at the China Spallation Neutron Source	Journal of Applied Crystallography	57	380-391	2024		10.1107/S1600576724000815		
Journal article	OA	ILL23AL7029	USA			Allen A.J.		Selected advances in small-angle scattering and applications they serve in manufacturing, energy and climate change	Journal of Applied Crystallography	56	787-800	2023		10.1107/S1600576723003898		
Journal article		ILL23AL7041	Saoudi Arabia/UK/Malaysia			Alqahtani A., Alhazmi A., Alkhorayef M., Sulieman A., Aldawood S., Bradley D.A.		Borosilicate glass media for neutron sensing	Radiation Physics and Chemistry	212	111064-1-111064	2023		10.1016/j.radphyschem.2023.111064		
Journal article		ILL23AL7001	Turkey			Altinli M., Gamsizkan H.		ERNIE: A reactor antineutrino inverse beta decay event generator	Computer Physics Communications	282	108543-1-108543-6	2023		10.1016/j.cpc.2022.108543		
Thesis	OA	ILL24AU7027	Sweden			Auden T.Y.		Characterisation of the position-sensitive 3He-detector system of the BIFROST instrument at ESS								
Journal article		ILL23BA7025	Australia/France (not ILL)			Bayrak M., Mata J., Conn C., Floury J., Logan A.		Application of small angle scattering (SAS) in structural characterisation of casein and casein-based products during digestion	Food Research International	169	112810-1-112810-16	2023		10.1016/j.foodres.2023.112810		
Journal article		ILL23BE7038	Switzerland/Pakistan/Belgium/Germany/Latvia			Bernerd C., Johnson J.D., Aubert E., Au M., Barozier V., Bernardes A.P., Bertreix P., Bruchertseifer F., Catherall R., Chevallay E., Chrysalidis K., Christodoulou P., Cocolios T.E., Crepieux B., Deschamps M., Dorsival A., Duchemin C., Fedosseev V., Fernier P., Heines M., Heinke R., Khalid U., Khan M., Khan Q., Lambert L., Mamis E., Marsh B.A., Marzari S., Menaa N., Munos M., Pozzi F., Prvakova S., Ramos J.P., Riccardi F., Rinchet J.Y., Rossel R.E., Stora T., Thiboud J., Vollaire J., Van Den Bergh V., Wojtaczka W.		Production of innovative radionuclides for medical applications at the CERN-MEDICIS facility	Nuclear Instruments and Methods in Physics Research B	542	137-143	2023		10.1016/j.nimb.2023.05.008		
Thesis	OA	ILL23BJ7034	Sweden			Björk L.		Development of a guide system for free neutron oscillation searches at the European Spallation Source				2023				
Journal article	OA	ILL23BO7061	USA			Bogorad Z., Graham P.W., Gratta G.		Detecting nanometer-scale new forces with coherent neutron scattering	Physical Review D	108	055005-1-055005-36	2023		10.1103/PhysRevD.108.055005		
Journal article		ILL23BO7017	France (not ILL)/UK		Applied Physics, Instrumentation and Techniques	Bouet R., Busto J., Cecchini V., Cerna C., Charpentier P., Dastgheibi-Fard A., Druillole F., Jollet C., Hellmuth P., Katsioulas I., Knights P., Giomataris I., Gros M., Lautridou P., Meregaglia A., Navick X.F., Neep T., Nikolopoulos K., Perrot F., Piquemal F., Roche M., Thomas B., Ward R.		Performance of a spherical high pressure gas TPC for neutrino magnetic moment measurement	Journal of Instrumentation	18	P03031-1-P03031-17	2023		10.1088/1748-0221/18/03/P03031		
Journal article		ILL23BR7015	Germany/France (not ILL)			Braun L., Hohenschutz M., Diat O., von Klitzing R., Bauduin P.		Repulsive, but sticky ? Insights into the non-ionic foam stabilization mechanism by superchaotropic nano-ions	Journal of Colloid and Interface Science	641	437-448	2023		10.1016/j.jcis.2023.03.030		
Journal article	OA	ILL23CA7027	Spain			Cantelar E., Lifante-Pedrola G., Quintanilla M., Sanz-Garcia J.A., Cusso F.		Spectroscopic characterization of Er3+-doped CaF2 nanoparticles: Luminescence concentration quenching, radiation trapping and transition probabilities	Journal of Alloys and Compounds	954	170192-1-170192-12	2023		10.1016/j.jallcom.2023.170192		
Journal article		ILL23CH7043	The Netherlands			Chen Y., Stelmacovich G., Mularczyk A., Parkinson D., Babu S.K., Forner-Cuenca A., Pylypenko S., Zenyuk I.V.		A viewpoint on X-ray tomography imaging in electrocatalysis	ACS Catalysis	13	10010-10025	2023		10.1021/acscatal.3c01453		
Journal article	OA	ILL23CO7016	USA			Corona P.T., Dai K., Helgeson M.E., Leal L.G.		Testing orientational closure approximations in dilute and non-dilute suspensions with Rheo-SANS	Journal of Non-Newtonian Fluid Mechanics	315	105014-1-105014-21	2023		10.1016/j.jnnfm.2023.105014		
Journal article	OA	ILL23DA7007	Australia			D'Angelo A.M., Brand H.E.A., Mitchell V.D., Hamilton J.L., Oldfield D., Liu A.C.Y., Gu Q.		Total scattering measurements at the Australian Synchrotron Powder Diffraction beamline: Capabilities and limitations	Journal of Synchrotron Radiation	30	1-13	2023		10.1107/S1600577522011614		
Journal article		ILL23DA7066	Russia			Danilyan G.V.		On observed effects in experiments on the fissile nuclei rotaton (ROT effects)	Physics of Atomic Nuclei	86	595-599	2023		10.1134/S1063778823050113		
Journal article	OA	ILL23EG7040	Germany			Egelhof P., Kraft-Bermuth S.		Calorimetric low temperature detectors for heavy ion physics and their application in nuclear and atomic physics	Progress in Particle and Nuclear Physics	132	104031-1-104031-123	2023		10.1016/j.ppnp.2023.104031		
Journal article	OA	ILL23ER7055	Australia			Ernest A.D.		Gravitational quantum mechanics - Implications for dark matter	Universe	9	388-1-388-19	2023		10.3390/universe9090388		
Journal article		ILL23FL7048				Fleming N.		How Grenoble has mastered industry - academia science collaborations	Nature		1-8	2023		10.1038/d41586-023-00109-x		
Journal article		ILL24FO7016	Denmark			Forneris J.		Introduction to part I: Voices from European Big Science Organizations				2023		10.1088/978-0-7503-3631-4ch1		
Journal article	OA	ILL23GA7058	Belgium/Canada/South Africa/USA/Spain/Germany			Garrett P.E., Makhathini L., Bark R.A., Rodriguez T.R., Valbuena S., Bildstein V., Bucher T.D., Burbadge C., Dubey R., Faestermann T., Hertenberger R., Kamil M., Lawrie E.A., Leach K.G., MacLean A.D., Mehl C., Mthembu S.H., Mukwevho N.J., Ngwetsheni C., Ntshangase S.S., Nzobadila Ondze J.C., Rebeiro B., Singh B., Triambak S., Vyfers E., Wirth H.F.		Investigations of the structures of the Ru isotopes: 98Ru	Journal of Physics: Conference Series	2586	012085-1-012085-6	2023		10.1088/1742-6596/2586/1/012085		
Journal article	OA	ILL23HA7023	USA			Haberl B., Guthrie M., Boehler R.		Advancing neutron diffraction for accurate structural measurement of light elements at megabar pressures	Scientific Reports	13	4741-1-4741-11	2023		10.1038/s41598-023-31295-3		
Report	OA	ILL23HA7019	USA			Hauck G., Allmond M., Broussard L., Glasgow D., Goetz C., Gardner J., Karriem Z., Mulligan P.		Detection systems and ultra-cold neutrons				2023				
Journal article	OA	ILL23HE7071	UK			Helliwell J.R.		Observations on Laue diffraction within synchrotron radiation and neutron macromolecular crystallography research and developments	Structural Dynamics	10	061301-1- 061301-8	2023		10.1063/4.0000225		
Thesis	OA	ILL23HE7042	USA			Hendrus C.		A polarimetry measurement for the Nab experiment						10.7302/7408		
Article from Conference in a Journal	OA	ILL23HU7024	Germany			Hüsener N., Grabe J.		Capillary collapse of unsaturated granular soils: experimental investigation and microscale insights	E3S Web of Conferences	382	02004-1-02004-6	2023		10.1051/e3sconf/202338202004		
Journal article	OA	ILL23JA7070	Australia	TENIS		Jakubowski K., Chacon A., Tran L.T., Stopic A., Garbe U., Bevitt J., Olsen S., Franklin D.R., Rosenfeld A., Guatelli S., Safavi-Naeini M.		A Monte Carlo model of the Dingo thermal neutron imaging beamline	Scientific Reports	13	17415-1-17415-15	2023		10.1038/s41598-023-44035-4		
Journal article	OA	ILL23JI7059	USA			Jiang C.		An overview of polarized neutron instruments and techniques in Asia Pacific	AAPPS Bulletin	33	21-1-21-13	2023		10.1007/s43673-023-00093-4		
Journal article		ILL23KO7008	USA			Kocevski V., Rehn D.A., Terricabras A.J., van Veelen A., Cooper Michael W.D., Widgeon Paisner S., Vogel S.C., White J.T., Andersson D.A.		Finite temperature properties of uranium mononitride	Journal of Nuclear Materials	576	154241-1-154241-9	2023		10.1016/j.jnucmat.2023.154241		
Journal article	OA	ILL23KO7067				Kolar J.		Column: Research Infrastructures: the contribution of ESFRI	Europhysics News	54	12	2023		10.1051/epn/2023503		
Journal article	OA	ILL23KO7069	Ukraine			Kovalenko G.D., Guk I.S., Gladkikh P.I.		Neutron source based on the multifunctional accelerator complex of the NSC KIPT	Problems of Atomic Science and Technology	148	154-160	2023		10.46813/2023-148-154		
Journal article	OA	ILL23KR7030				Kramer D.		The drought of experimental neutrons in the US nears its end	Physics Today	Online		2023		10.1063/PT.6.2.20230322a		
Journal article	OA	ILL23LA7062				Langel W.		Introduction to neutron scattering	ChemTexts	9	12-1-12-55	2023		10.1007/s40828-023-00184-7		
Journal article	OA	ILL23LA7014				Lass J., Jacobsen H., Krighaar K.M.L., Graf D., Groitl F., Herzog F., Yamada M., Kagi C., Muller R.A., Burge R., Schild M., Lehmann M.S., Bollhalder A., Keller P., Bartkowiak M., Filges U., Greuter U., Theidel G., Rønnow H.M., Niedermayer C., Mazzone D.G.		Commissioning of the novel Continuous Angle Multi-energy Analysis spectrometer at the Paul Scherrer Institut	Review of Scientific Instruments	94	023302-1-023302-9	2023		10.1063/5.0128226		
Journal article		ILL23LE7049	USA/Armenia			Lee K., Dulal C., Tan W., Gyurjinyan A., Sauer E., Lesher S., Aprahamian A.		Transformation of ICEBall to fIREBall for conversion electron spectroscopy	Nuclear Instruments and Methods in Physics Research A	1052	168288-1-168288-9	2023		10.1016/j.nima.2023.168288		
Book chapter	OA	ILL23LE7022				Lehmann E.H.		Basics of neutron imaging								
Journal article	OA	ILL23LE7009	France (not ILL)			Letourneau A., Savu V., Lhuillier D., Lasserre T., Materna T., Mention G., Mougeot X., Onillon A., Perisse L., Vivier M.		Origin of the reactor antineutrino anomalies in light of a new summation model with parametrized ?- transitions	Physical Review Letters	130	021801-1-021801-6	2023		10.1103/PhysRevLett.130.021801		
Journal article	OA	ILL23LI7044	China			Li S., Li Y., Wang Y., Wang S., He L., Sun G., Xiao T.		Multiscale residual stress evaluation of engineering materials/components based on neutron and synchrotron radiation technology	Acta Mechanica Sinica	59	1001-1014	2023		10.11900/0412.1961.2023.00157		
Journal article		ILL23LI7032	USA			Li Y., Wu Z.		A review of in situ/operando studies of heterogeneous catalytic hydrogenation of CO2 to methanol	Catalysis Today	420	114029-1-114029-18	2023		10.1016/j.cattod.2023.02.006		
Journal article	OA	ILL23MA7060	UK			Mann S.E., Schooneveld E.M., Rhodes N.J., Liu D., Sykora G.J.		Position sensitive ZnO:Zn neutron detector - A high count rate alternative to ZnS:Ag scintillation detectors	Nuclear Instruments and Methods in Physics Research A	1057	168716-1-168716-11	2023		10.1016/j.nima.2023.168716		
Journal article	OA	ILL23MA7063	Australia/Taiwan/Korea			Manning A.G., Yano S., Kim S., Lee W., Choi S.H., de Souza N.R.		Identifying the spin-incoherent contribution to quasielastic neutron scattering with a cold triple-axis spectrometer	Quantum Beam Science	7	35-1-35-11	2023		10.3390/qubs7040035		
Journal article	OA	ILL23MA7056	France (not ILL)/UK			Matam S.K., Silverwood I.P., Boudjema L., O'Malley A.J., Catlow C.R.A.		Methanol diffusion and dynamics in zeolite H-ZSM-5 probed by quasi-elastic neutron scattering and classical molecular dynamics simulations	Philosophical Transactions of the Royal Society A	381	20220335-1-20220335-20	2023		10.1098/rsta.2022.0335		
Article from Conference in a Journal	OA	ILL23MI7013	Italy			Minotti A.		The reactor antineutrino anomaly and sterile neutrinos	Il Nuovo Cimento C	48	1-9	2023		10.1393/ncc/i2023-23009-x		
Journal article	OA	ILL24MO7009	USA			Mohanmurthy P., Formaggio J., Salvat D.J., Winger J.A.		A novel technique of extracting UCN decay lifetime from storage chamber measurements dominated by scattering losses	Symmetry	15	1899-1-1899-19	2023		10.3390/sym15101899		
Journal article		ILL22NO7006	Russia			Novikov V.Y., Rysakova K.S., Shumskaya N.V., Mukhortova A.M., Kesarev K.A.		King crab gills as a new source of chitin/chitosan and protein hydrolysates	International Journal of Biological Macromolecules	232	123346-1-123346-12	2023		10.1016/j.ijbiomac.2023.123346		
Thesis	OA	ILL23OT7035	Finland			Otero Sanchez H.		Neutron antineutron oscillations								
Journal article		ILL23PE7036	France (not ILL)			Peiffer H.		Accidents et organisation des secours aux blessés en centrale nucléaire	Médecine de Catastrophe - urgences collectives	7	103-109	2023		10.1016/j.pxur.2023.03.006		
Journal article		ILL23PE7068	France (not ILL)			Perisse L., Onillon A., Mougeot X., Vivier M., Lasserre T., Letourneau A., Lhuillier D., Mention G.		Comprehensive revision of the summation method for the prediction of reactor ?¯e fluxes and spectra	Physical Review C	108	055501-1-055501-30	2023		10.1103/PhysRevC.108.055501		
Journal article	OA	ILL23PE7002	UK			Perrichon A., Bovo C., Parker S.F., Raspino D., Armstrong J., García Sakai V.		Overview of planned upgrade to the secondary spectrometer of TOSCA	Nuclear Instruments and Methods in Physics Research A	1047	167899-1-167899-7	2023		10.1016/j.nima.2022.167899		
Journal article	OA	ILL24PL7011	Belgium/Spain/USA/France (not ILL)			Plana-Ruiz S., Gómez-Pérez A., Budayova-Spano M., Foley Daniel L., Portillo-Serra J., Rauch E., Grivas E., Housset D., Das P.P., Taheri Mitra L., Nicolopoulos S., Ling W.L.		High-resolution electron diffraction of hydrated protein crystals at room temperature	ACS Nano	17	24802-24813	2023		10.1021/acsnano.3c05378		
Journal article		ILL23PO7028	Russia			Popov D.V., Skorokhvatov M.D.		Model for the conversion of beta spectra from fission products of uranium and plutonium isotopes into antineutrino spectra	Physics of Particles and Nuclei Letters	20	1-9	2023		10.1134/S1547477123010089		
Journal article	OA	ILL23RE7011	Germany/USA			Reiter C., Bergeron A., Bonete-Wiese D., Kirst M., Mercz J., Schonecker R., Shehu K., Ozar B., Puig F., Licht J., Petry W., Müller-Buschbaum P.		A Low-Enriched Uranium (LEU) option for the conversion of FRM II	Annals of Nuclear Energy	183	109599-1-109599-19	2023		10.1016/j.anucene.2022.109599		
Journal article	OA	ILL24RO7007	USA			Roberto J.B., Du M., Ezold J.G., Hogle S.L., Moon J., Myhre K., Rykaczewski K.P.		Actinide targets for the synthesis of superheavy nuclei	European Physical Journal A	59	304-1-304-18	2023		10.1140/epja/s10050-023-01144-y		
Journal article		ILL23RO7010				Rousselot C., Bourgault D., Delobelle P.		Thermo-magneto-mechanical properties of near stoichiometric Ni2MnGa (Mn > Ga) thin films deposited by radio-frequency magnetron sputtering on Si substrate	Thin Solid Films	768	139718-1-139718-18	2023		10.1016/j.tsf.2023.139718		
Journal article	OA	ILL23SC7065	Austria			Schutz G.J., Pabst G.		The asymmetric plasma membrane - A composite material combining different functionalities?	Bioessays	45	2300116-1-2300116-6	2023		10.1002/bies.202300116		
Journal article	OA	ILL24SH7004	Canada/USA			Shrestha P., LaManna J.M., Fahy K.F., Kim P., Lee C., Lee J.K., Baltic E., Jacobson D.L., Hussey Daniel S., Bazylak A.		Simultaneous multimaterial operando tomography of electrochemical devices	Science Advances	9	eadg8634-1-eadg8634-13	2023		10.1126/sciadv.adg8634		
Thesis	OA	ILL23SI7064	USA			Silva N.		Development and optimization of spherical neutron polarimetry for studying magnetic materials								
Journal article	OA	ILL23SO7053	Sweden			Söderström K.R.		Global reach, regional strength: Spatial patterns of a big science facility	Journal of the Association for Information Science and Technology	74	1140-1156	2023		10.1002/asi.24811		
Thesis	OA	ILL24SO7005	Sweden			Söderström K.R.		The dynamics of beamline configurations and user communities : Quantitative studies of Big Science publications								
Journal article		ILL23SO7057	USA			Sonzogni A.A., Lorek R.J., Mattera A., McCutchan E.A.		Examination of decay heat measurements and their relevance for understanding the origin of the reactor antineutrino anomaly	Physical Review C	108	024617-1-024617-8	2023		10.1103/PhysRevC.108.024617		
Journal article	OA	ILL23ST7033	Germany/France (not ILL)			Stuhrmann H.B.		Polarised neutron scattering from dynamic polarised nuclei 1972?2022	European Physical Journal E	46	41-1-41-12	2023		10.1140/epje/s10189-023-00295-6		
Journal article	OA	ILL23TA7051	USA			Tan W.		Neutron lifetime anomaly and mirror matter theory	Universe	9	180-1-180-27	2023		10.3390/universe9040180		
Journal article		ILL23TA7052	China			Tang Y., Zhong S., Yan G., Chen J.		Design of a three-detector system on LUOSHU: a small-angle neutron scattering instrument at China Mianyang Research Reactor	Journal of Applied Crystallography	56	1252-1260	2023		10.1107/S160057672300626X		
