"sep=	"
Document type	Open Access	Number	Authors countries	Instrument	Domain	Authors	ILL Authors	Titre	Journal title	Volume	Pages	Year	Proposal number	DOI	WOS Number	DOI added
Journal article		ILL20TU6026	France (ILL)/Denmark/Switzerland		Magnetic Structures	?u?ueanu A.E., Tejsner T.B., L?c?tusu M.E., Hansen H.W., Eliasen K.L., Böhm M., Steffens P., Niedermayer C., Lefmann K.	Tejsner T.B./?u?ueanu A.E./Hansen H.W./Böhm M./Steffens P.	Multiple scattering camouflaged as magnetic stripes in single crystals of superconducting (La,Sr)2CuO4	Journal of Neutron Research	22	49-56	2020		10.3233/JNR-190144	WOS:000523593300005	
Journal article	OA	ILL20TE6041	France (ILL)/France (not ILL)/USA/Germany		Biology	Tetreau G., Banneville A.S., Andreeva E.A., Brewster A.S., Hunter M.S., Sierra R.G., Teulon J., Young I.D., Burke N., Grünewald T.A., Beaudouin J., Snigireva I., Fernandez-Luna M.T., Burt A., Park H., Signor L., Bafna J.A., Sadir R., Fenel D., Boeri-Erba E., Bacia M., Zala N., Laporte F., Després L., Weik M., Boutet S., Rosenthal M., Coquelle N., Burghammer M., Cascio D., Sawaya M.R., Winterhalter M., Gratton E., Gutsche I., Federici B., Pellequer J., Sauter N.K., Colletier J.	Coquelle N.	Serial femtosecond crystallography on in vivo-grown crystals drives elucidation of mosquitocidal Cyt1Aa bioactivation cascade	Nature Communications	11	1153-1-1153-16	2020		10.1038/s41467-020-14894-w	WOS:000520939300001	
Article from Conference in a Book	OA	ILL20TO6020	Japan/Austria/France (ILL)		Applied Physics, Instrumentation and Techniques	Tomita Y., Kageyama A., Iso Y., Umemoto K., Liu M., Klepp J., Pruner C., Jenke T., Geltenbort P., Fally M.	Jenke T./Geltenbort P.	Nanodiamond-polymer composite gratings as diffractive optical elements for light and neutrons: I. Their fabrication and light optical diffraction properties	Proceedings of SPIE	11367	113670M-1-113670M-11	2020		10.1117/12.2555651		
Journal article		ILL20VA6062	France (ILL)/France (not ILL)/Singapore/Poland		Spectroscopy in Solid State Physics and Chemistry	Vaclavkova D., Delhomme A., Faugeras C., Potemski M., Bogucki A., Suffczy?ski J., Kossacki P., Wildes A.R., Grémaud B., Saúl A.	Wildes A.R.	Magnetoelastic interaction in the two-dimensional magnetic material MnPS3 studied by first principles calculations and Raman experiments	2D Materials	7	035030-1-035030-11	2020		10.1088/2053-1583/ab93e3		
Article from Conference in a Journal		ILL20VE6012	Belgium/Germany/France (ILL)/France (not ILL)/Greece		Nuclear and Particle Physics	Verhoeven H., Cocolios T.E., Dockx K., Farooq-Smith G.J., Felden O., Formento-Cavaier R., Gebel R., Köster U., Neumaier B., Scholten B., Spahn I., Spellerberg S., Stamati M.E., Stegemann S.	Köster U.	Measurement of spallation cross sections for the production of terbium radioisotopes for medical applications from tantalum targets	Nuclear Instruments and Methods in Physics Research B	463	327-329	2020		10.1016/j.nimb.2019.04.071	WOS:000518699900066	
Journal article		ILL20VI6070	France (ILL)/France (not ILL)/Japan		Spectroscopy in Solid State Physics and Chemistry	Viennois R., Kume T., Komura M., Girard L., Haidoux A., Rouquette J., Koza M.M.	Koza M.M.	Raman-scattering experiments on unfilled skutterudite CoSb3 under high pressure and hight temperature	Journal of Physical Chemistry C	124	23004-23012	2020		10.1021/acs.jpcc.0c06703		
Journal article	OA	ILL20VI6076	Finland/France (ILL)		Materials Science and Engineering	Viljanen M., Ahvenainen P., Penttilä P., Help H., Svedström K.	Penttilä P.	Ultrastructural X-ray scattering studies of tropical and temperate hardwoods used as tonewoods	IAWA Journal	41	301-319	2020		10.1163/22941932-bja10010		
Journal article		ILL20WI6039	UK/Sweden/France (ILL)/USA		Crystallography and Chemistry	Wildes A.R., Ward R.C.C., Wells M.R., Hill J.P., Cowley R.A.	Wildes A.R.	High-resolution X-ray scattering from epitaxial thin films of Y/Nb on Al2O3	Journal of Physics Condensed Matter	32	374006-1-374006-11	2020		10.1088/1361-648X/ab6cc1	WOS:000543027900001	
Journal article	OA	ILL20WO6110	France (ILL)/France (not ILL)/Germany/USA/Japan		Biology	Woodhouse J., Nass Kovacs G., Coquelle N., Uriarte L.M., Adam V., Barends T.R.M., Byrdin M., de la Mora E., Bruce Doak R., Feliks M., Field M., Fieschi F., Guillon V., Jakobs S., Joti Y., Macheboeuf P., Motomura K., Nass K., Owada S., Roome C.M., Ruckebusch C., Schirò G., Shoeman R.L., Thépaut M., Togashi T., Tono K., Yabashi M., Cammarata M., Foucar L., Bourgeois D., Sliwa M., Colletier J., Schlichting I., Weik M.	Coquelle N.	Photoswitching mechanism of a fluorescent protein revealed by time-resolved crystallography and transient absorption spectroscopy	Nature Communications	11	741-1-741-11	2020		10.1038/s41467-020-14537-0	WOS:000563521800002	
Journal article	OA	ILL20YA6040	India/Russia/France (ILL)/France (not ILL)		Magnetic Structures	Yanda P., Golosovsky I.V., Mirebeau I., Ter-Oganessian N.V., Rodríguez-Carvajal J., Sundaresan A.	Rodríguez-Carvajal J.	Interplay of 4f-3d interactions and spin-induced ferroelectricity in the green phase Gd2BaCuO5	Physical Review Research	2	023271-1-023271-7	2020		10.1103/PhysRevResearch.2.023271		
Journal article		ILL20YA6047	USA/China/Japan/France (ILL)/France (not ILL)		Theory	Yang Y., Hiraoka N., Matsuda K., Holzmann M., Ceperley D.M.	Holzmann M.	Quantum Monte Carlo Compton profiles of solid and liquid lithium	Physical Review B	101	165125-1-165125-8	2020		10.1103/PhysRevB.101.165125		
Journal article		ILL20YE6025	Germany/France (ILL)/USA/Switzerland/China		Applied Physics, Instrumentation and Techniques	Ye J., Book A., Mayr S., Gabold H., Meng F., Schäfferer H., Need R., Gilbert D., Saerbeck T., Stahn J., Böni P., Kreuzpaintner W.	Saerbeck T.	Design and realization of a sputter deposition system for the in situ and in operando use in polarized neutron reflectometry experiments: Novel capabilities	Nuclear Instruments and Methods in Physics Research A	964	163710-1-163710-7	2020		10.1016/j.nima.2020.163710	WOS:000524337600007	
Journal article	OA	ILL20ZA6004	France (ILL)/France (not ILL)		Biology	Zaccaï G.		Molecular dynamics in cells: A neutron view	Biochimica et Biophysica Acta (BBA) - General Subjects	1864	129475-1-129475-7	2020	8-05-416	10.1016/j.bbagen.2019.129475	WOS:000512212900027	
Journal article		ILL20ZA6007	USA/Japan/France (ILL)/Italy/UK/France (not ILL)		Biology	Zaccaria M., Dawson W., Cristiglio V., Reverberi M., Ratcliff L.E., Nakajima T., Genovese L., Momeni B.	Cristiglio V.	Designing a bioremediator: mechanistic models guide cellular and molecular specialization	Current Opinion in Biotechnology	62	98-105	2020		10.1016/j.copbio.2019.09.006	WOS:000530659900015	
Article from Conference in a Journal	OA	ILL20ZI6060	France (ILL)/France (not ILL)/Germany/Italy/Poland/Russia/The Netherlands/Turkey/Romania/India		Nuclear and Particle Physics	Ziliani S., Ciema?a M., Crespi F.C.L., Leoni S., Fornal B., Maj A., Bednarczyk P., Benzoni G., Bracco A., Boiano C., Bottoni S., Brambilla S., Bast M., Beckers M., Braunroth T., Camera F., Cieplicka-Ory?czak N., Clément E., Coelli S., Dorvaux O., Ertürk S., de France G., Fransen C., Goldkuhle A., Gr?bosz J., Harakeh M.N., Iskra ?.W., Jacquot B., Karpov A., Kici?ska-Habior M., Kim Y., Kmiecik M., Lemasson A., Lenzi S.M., Lewitowicz M., Li H., Matea I., Mazurek K., Michelagnoli C., Matejska-Minda M., Million B., Müller-Gatermann C., Nanal V., Napiorkowski P., Napoli D.R., Palit R., Rejmund M., Schmitt C., St?noiu M., Stefan I., Vardaci E., Wasilewska B., Wieland O., Zi?bli?ski M., Zieli?ska M.	Michelagnoli C.	Spectroscopy of neutron-rich nitrogen isotopes with AGATA+PARIS+VAMOS	Acta Physica Polonica B	51	709-716	2020		10.5506/APhysPolB.51.709		
Article from Conference in a Journal	OA	ILL19AB6120	Austria/France (ILL)		Nuclear and Particle Physics	Abele H., Jenke T., Lemmel H.	Jenke T./Lemmel H.	Happy birthday, ultra-cold neutron!	EPJ Web of Conferences	219	01001-1-01001-9	2019		10.1051/epjconf/201921901001		
Journal article		ILL19AL6080	France (ILL)/France (not ILL)/Japan		Materials Science and Engineering	Almadori Y., Delport G., Chambard R., Orcin-Chaix L., Selvati A.C., Izard N., Belhboub A., Aznar R., Jousselme B., Campidelli S., Hermet P., Le Parc R., Saito T., Sato Y., Suenaga K., Puech P., Lauret J.S., Cassabois G., Bantignies J.L., Alvarez L.	Selvati A.C.	Fermi level shift in carbon nanotubes by dye confinement	Carbon	149	772-780	2019		10.1016/j.carbon.2019.04.041	WOS:000471602000083	
Article from Conference in a Journal	OA	ILL19AL6118	Germany/France (ILL)/France (not ILL)		Nuclear and Particle Physics	Almazán H., del Amo Sanchez P., Bernard L., Blanchet A., Bonhomme A., Buck C., Atmani I., Favier J., Haser J., Helaine V., Kandzia F., Kox S., Lamblin J., Letourneau A., Lhuillier D., Lindner M., Manzanillas L., Materna T., Minotti A., Montanet F., Pessard H., Real J., Roca C., Salagnac T., Schoppmann S., Sergeyeva V., Soldner T., Stutz A., Zsoldos S.	Soldner T.	Search for light sterile neutrinos with the STEREO experiment	EPJ Web of Conferences	219	08001-1-08001-6	2019		10.1051/epjconf/201921908001		
Journal article		ILL19BA6109	USA/South Africa/France (ILL)/Germany/Nepal		Magnetic Structures	Baral R., Fierro H.S., Rueda C., Sahu B., Strydom A.M., Poudel N., Gofryk K., Manciu F.S., Ritter C., Heitmann T.W., Belbase B.P., Bati S., Ghimire M.P., Nair H.S.	Ritter C.	Signatures of low-dimensional magnetism and short-range magnetic order in Co-based trirutiles	Physical Review B	100	184407-1-184407-9	2019		10.1103/PhysRevB.100.184407	WOS:000495044000003	
Journal article	OA	ILL19BA6045	Russia/UK/Japan/Switzerland/Slovakia/Germany/Poland/Belgium/France (ILL)/France (not ILL)		Nuclear and Particle Physics	Barzakh A.E., Cubiss J.G., Andreyev A.N., Seliverstov M.D., Andel B., Antalic S., Ascher P., Atanasov D., Beck D., Bieron J., Blaum K., Borgmann C., Breitenfeldt M., Capponi L., Cocolios T.E., Goodacre T.D., Derkx X., De Witte H., Elseviers J., Fedorov D.V., Fedosseev V.N., Fritzsche S., Gaffney L.P., George S., Ghys L., Hesberger F.P., Huyse M., Imai N., Kalaninova Z., Kisler D., Köster U., Kowalska M., Kreim S., Lane J.F.W., Liberati V., Lunney D., Lynch K.M., Manea V., Marsh B.A., Mitsuoka S., Molkanov P.L., Nagame Y., Neidherr D., Nishio K., Ota S., Pauwels D., Popescu L., Radulov D., Rapisarda E., Revill J.P., Rosenbusch M., Rossel R.E., Rothe S., Sandhu K., Schweikhard L., Sels S., Truesdale V.L., Van Beveren C., Van den Bergh P., Van Duppen P., Wakabayashi Y., Wendt K.D.A., Wienholtz F., Whitmore B.W., Wilson G.L., Wolf R.N., Zuber K.	Köster U.	Inverse odd-even staggering in nuclear charge radii and possible octupole collectivity in 217,218,219At revealed by in-source laser spectroscopy	Physical Review C	99	054317-1-054317-9	2019		10.1103/PhysRevC.99.054317	WOS:000468216900005	
Journal article		ILL19BD6065	Tunisia/Spain/France (ILL)		Crystallography and Chemistry	Bdey S., Bourguiba N.F., Savvin S.N., Núñez P.	Savvin S.N.	Na3Bi(AsO4)2: Synthesis, crystal structure and ionic conductivity	Journal of Solid State Chemistry	272	189-197	2019		10.1016/j.jssc.2019.01.034	WOS:000464772500025	
Journal article		ILL19BD6054	Tunisia/Spain/France (ILL)		Crystallography and Chemistry	Bdey S., Bourguiba N.F., Savvin S.N., Zid M.F., Núñez P.	Savvin S.N.	Preparation, structure, electrical properties and diffusional sodium pathways in the new Na5.2Cu1.9Al(AsO4)4	Journal of Solid State Chemistry	276	382-391	2019		10.1016/j.jssc.2019.04.032	WOS:000473372400052	
Journal article		ILL22BE6020	France (ILL)		Applied Physics, Instrumentation and Techniques	Beaucour J.		Overview of recent and future upgrades of the ILL neutron delivery system	Journal of Neutron Research	20	99-102	2019		10.3233/JNR-180097		
Journal article	OA	ILL19BE6094	France (ILL)/France (not ILL)/Austria/USA		Liquids and Glasses	Beauvois K., Godfrin H., Krotscheck E., Zillich R.E.	Beauvois K.	Transport and phonon damping in 4He	Journal of Low Temperature Physics	197	113-129	2019		10.1007/s10909-019-02219-1	WOS:000492034700002	
Journal article		ILL19BE6082	Hungary/Russia/France (ILL)		Nuclear and Particle Physics	Belgya T., Borzakov S.B., Jentschel M., Maroti B., Pokotilovski Y.N., Szentmiklósi L.		Experimental search for the bound-state singlet deuteron in the radiative n?p capture	Physical Review C	99	044001-1-044001-5	2019		10.1103/PhysRevC.99.044001	WOS:000465168500001	
Journal article		ILL19BE6096	Luxembourg/France (ILL)/Germany/Spain/UK		Applied Physics, Instrumentation and Techniques	Bender P., Zákutná D., Disch S., Marcano L., Venero D.A., Honecker D.	Honecker D.	Using the singular value decomposition to extract 2D correlation functions from scattering patterns	Acta Crystallographica A	75	766-771	2019		10.1107/S205327331900891X	WOS:000484157300009	
Journal article	OA	ILL19BI6051	France (not ILL)/India/Poland/USA/Spain/Switzerland/UK/Italy/Germany		Nuclear and Particle Physics	Biswas S., Lemasson A., Rejmund M., Navin A., Kim Y.H., Michelagnoli C., Stefan I., Banik R., Bednarczyk P., Bhattacharya S., Bhattacharyya S., Clément E., Crawford H.L., de France G., Fallon P., Frémont G., Goupil J., Jacquot B., Li H.J., Ljungvall J., Maj A., Ménager L., Morel V., Palit R., Pérez-Vidal R.M., Ropert J., Barrientos D., Benzoni G., Birkenbach B., Boston A.J., Boston H.C., Cederwall B., Collado J., Cullen D.M., Désesquelles P., Domingo-Pardo C., Dudouet J., Eberth J., Gonzalez V., Harkness-Brennan L.J., Hess H., Jungclaus A., Korten W., Labiche M., Lefevre A., Menegazzo R., Mengoni D., Million B., Napoli D.R., Pullia A., Quintana B., Ralet D., Recchia F., Reiter P., Saillant F., Salsac M.D., Sanchis E., Stezowski O., Theisen C., Valiente-Dobón J.J., Zieli?ska M.	Kim Y.H./Michelagnoli C.	Effects of one valence proton on seniority and angular momentum of neutrons in neutron-rich 51 122-131Sb isotopes	Physical Review C	99	064302-1-064302-21	2019		10.1103/PhysRevC.99.064302	WOS:000470856500002	
Journal article	OA	ILL19BO6125	Italy/UK/Sweden/Germany/Turkey/Switzerland/France (ILL)/France (not ILL)/Hungary/Spain/Finland/Bulgaria		Nuclear and Particle Physics	Boso A., Milne S.A., Bentley M.A., Recchia F., Lenzi S.M., Rudolph D., Labiche M., Pereira-Lopez X., Afara S., Ameil F., Arici T., Aydin S., Axiotis M., Barrientos D., Benzoni G., Birkenbach B., Boston A.J., Boston H.C., Boutachkov P., Bracco A., Bruce A.M., Bruyneel B., Cederwall B., Clément E., Cortes M.L., Cullen D.M., Désesquelles P., Dombrádi Z., Domingo-Pardo C., Eberth J., Fahlander C., Gelain M., Gonzalez V., John P.R., Gerl J., Golubev P., Górska M., Gottardo A., Grahn T., Grassi L., Habermann T., Harkness-Brennan L.J., Henry T.W., Hess H., Kojouharov I., Korten W., Lalovi? N., Lettmann M., Lizarazo C., Louchart-Henning C., Menegazzo R., Mengoni D., Merchan E., Michelagnoli C., Million B., Modamio V., Moeller T., Napoli D.R., Nyberg J., Nara Singh B.S., Pai H., Pietralla N., Pietri S., Podolyák Z., Perez Vidal R.M., Pullia A., Ralet D., Rainovski G., Reese M., Reiter P., Salsac M.D., Sanchis E., Sarmiento L.G., Schaffner H., Scruton L.M., Singh P.P., Stahl C., Uthayakumaar S., Valiente-Dobón J.J., Wieland O.	Michelagnoli C.	Isospin dependence of electromagnetic transition strengths among an isobaric triplet	Physics Letters B	797	134835-1-134835-6	2019		10.1016/j.physletb.2019.134835	WOS:000488071200023	
Journal article	OA	ILL19BO6106	France (ILL)/France (not ILL)		Other	Bouchiat M.A., Villain J.		Foreword	Comptes Rendus Physique	20	605-616	2019		10.1016/j.crhy.2019.10.002	WOS:000496935200001	
Journal article		ILL18BR6056	France (ILL)/France (not ILL)/Spain		Crystallography and Chemistry	Broux T., Fauth F., Hall N., Chatillon Y., Bianchini M., Bamine T., Leriche J.B., Suard E., Carlier D., Reynier Y., Simonin L., Masquelier C., Croguennec L.	Bianchini M./Suard E.	High rate performance for carbon-coated Na3V2(PO4)2F3 in Na-Ion batteries	Small Methods	2018	1800215-1-1800215-12	2019		10.1002/smtd.201800215	WOS:000476754500010	
Journal article		ILL19BU6029	Germany/France (ILL)/France (not ILL)		Soft Matter	Buchecker T., Schmid P., Grillo I., Prévost S., Drechsler M., Diat O., Pfitzner A., Bauduin P.	Grillo I.	Self-assembly of short chain poly-N-isopropylacrylamid induced by superchaotropic Keggin polyoxometalates: From globules to sheets	Journal of the American Chemical Society	141	6890-6899	2019	9-12-532_refused	10.1021/jacs.8b12181	WOS:000466987900019	
Journal article	OA	ILL19BU6090	UK/France (ILL)/The Netherlands/France (not ILL)		Soft Matter	Burg S.L., Washington A., Coles D.M., Bianco A., McLoughlin D., Mykhaylyk O.O., Villanova J., Dennison A.J.C., Hill C.J., Vukusic P., Doak S., Martin S.J., Hutchings M., Parnell S.R., Vasilev C., Clarke N., Ryan A.J., Furnass W., Croucher M., Dalgliesh R.M., Prévost S., Dattani R., Parker A., Jones R.A.L., Fairclough J.P.A., Parnell A.J.	Prévost S.	Liquid-liquid phase separation morphologies in ultra-white beetle scales and a synthetic equivalent	Communications Chemistry	2	100-1-100-10	2019		10.1038/s42004-019-0202-8	WOS:000483856400001	
Journal article		ILL19CA6085	USA/France (ILL)/Russia		Nuclear and Particle Physics	Callahan N., Liu C.Y., Gonzalez F., Adamek E., Bowman J.D., Broussard L., Clayton S.M., Currie S., Cude-Woods C., Dees E.B., Ding X., Fox W., Geltenbort P., Hickerson K.P., Hoffbauer M.A., Holley A.T., Komives A., MacDonald S.W.T., Makela M., Morris C.L., Ortiz J.D., Pattie R.W., Ramsey J., Salvat D.J., Saunders A., Sharapov E.I., Sjue S.K.L., Tang Z., Vanderwerp J., Vogelaar B., Walstrom P.L., Wang Z., Weaver H., Wei W., Wexler J., Young A.R.	Geltenbort P.G.	Monte Carlo simulations of trapped ultracold neutrons in the UCN? experiment	Physical Review C	100	015501-1-015501-16	2019		10.1103/PhysRevC.100.015501	WOS:000474372800009	
Journal article		ILL19CH6062	France (ILL)/Germany/India		Magnetic Excitations	Chatterji T., Regnault L.P., Ghosh S., Singh A.	Chatterji T./Regnault L.P.	Magnetic excitations in frustrated fcc type-III antiferromagnet MnS2	Journal of Physics Condensed Matter	31	125802-1-125802-6	2019		10.1088/1361-648X/aafaeb	WOS:000457285700001	
Journal article		ILL19CH6007	France (ILL)/Germany		Spectroscopy in Solid State Physics and Chemistry	Chatterji T., Zamponi M., Wuttke J.	Chatterji T.	Hyperfine interaction in cobalt by high-resolution neutron spectroscopy	Journal of Physics Condensed Matter	31	025801-1-025801-7	2019		10.1088/1361-648X/aaeead	WOS:000452533400001	
Journal article		ILL19CH6068	China/Japan/UK/Italy/Korea/France (ILL)/France (not ILL)/Germany/Spain/USA/Australia/Belgium/Hungary		Nuclear and Particle Physics	Chen Z.Q., Li Z.H., Hua H., Watanabe H., Yuan C.X., Zhang S.Q., Lorusso G., Nishimura S., Baba H., Browne F., Benzoni G., Chae K.Y., Crespi F.C.L., Doornenbal P., Fukuda N., Gey G., Gernhäuser R., Inabe N., Isobe T., Jiang D.X., Jungclaus A., Jung H.S., Jin Y., Kameda D., Kim G.D., Kim Y.K., Kojouharov I., Kondev F.G., Kubo T., Kurz N., Kwon Y.K., Li X.Q., Lou J.L., Lane G.J., Li C.G., Luo D.W., Montaner-Piza A., Moschner K., Niu C.Y., Naqvi F., Niikura M., Nishibata H., Odahara A., Orlandi R., Patel Z., Podolyák Z., Sumikama T., Söderström P.A., Sakurai H., Schaffner H., Simpson G.S., Steiger K., Suzuki H., Taprogge J., Takeda H., Vajta Z., Wang H.K., Wu J., Wendt A., Wang C.G., Wu H.Y., Wang X., Wu C.G., Xu C., Xu Z.Y., Yagi A., Ye Y.L., Yoshinaga K.	Gey G.	Proton shell evolution below 132Sn: First measurement of low-lying ?-emitting isomers in 123,125Ag	Physical Review Letters	122	212502-1-212502-6	2019		10.1103/PhysRevLett.122.212502	WOS:000469334100003	
Journal article		ILL20CH6036	Germany/France (ILL)/Spain		Soft Matter	Chiappisi L., Keiderling U., Gutierrez-Ulloa C.E., Gómez R., Valiente M., Gradzielski M.	Chiappisi L.	Aggregation behavior of surfactants with cationic and anionic dendronic head groups	Journal of Colloid and Interface Science	534	430-439	2019		10.1016/j.jcis.2018.09.005	WOS:000449235600046	
Journal article		ILL19CH6108	India/Germany/France (ILL)/UK		Magnetic Excitations	Chowdhury U., Goswami S., Roy A., Rajput S., Mall A.K., Gupta R., Kaushik S.D., Siruguri V., Saravanakumar S., Israel S., Saravanan R., Senyshyn A., Chatterji T., Scott J.F., Garg A., Bhattacharya D.	Chatterji T.	Origin of ferroelectricity in orthorhombic LuFeO3	Physical Review B	100	195116-1-195116-11	2019		10.1103/PhysRevB.100.195116	WOS:000495953400001	
Journal article	OA	ILL19CI6049	Switzerland/France (ILL)/Italy/USA		Medicine	Cicone F., Gnesin S., Denoel T., Stora T., van der Meulen N.P., Müller C., Vermeulen C., Benesova M., Köster U., Johnston K., Amato E., Auditore L., Coukos G., Stabin M., Schaefer N., Viertl D., Prior J.O.	Köster U.	Internal radiation dosimetry of a 152Tb-labeled antibody in tumor-bearing mice	EJNMMI Research	9	53-1-53-10	2019		10.1186/s13550-019-0524-7	WOS:000471178100001	
Article from Conference in a Journal	OA	ILL19CI6026	Poland/Italy/Germany/France (ILL)/France (not ILL)/Turkey/The Netherlands/Russia/India/Romania		Nuclear and Particle Physics	Ciema?a M., Ziliani S., Crespi F., Leoni S., Fornal B., Maj A., Bednarczyk P., Benzoni G., Bracco A., Boiano C., Bottoni S., Brambilla S., Bast M., Beckers M., Braunroth T., Camera F., Cieplicka-Ory?czak N., Clément E., Dorvaux O., Ertürk S., de France G., Goldkuhle A., Gr?bosz J., Harakeh M.N., Iskra L.W., Jacquot B., Karpov A., Kici?ska-Habior M., Kim Y., Kmiecik M., Lemasson A., Li H., Matea I., Mazurek K., Michelagnoli C., Millon B., Müller-Gatermann C., Napiorkowski P., Nanal V., Matejska-Minda M., Rejmund M., Sowicki B., Schmitt C., St?noiu M., Stefan I., Wasilewska B., Zieli?ska M., Zi?bli?ski M.	Michelagnoli C.	Determination of lifetimes of excited states in neutron-rich 20O isotope from experiment with the AGATA+PARIS+VAMOS setup	Acta Physica Polonica B	50	615-624	2019		10.5506/APhysPolB.50.615	WOS:000463866500051	
Journal article	OA	ILL19CO6098	Korea/UK/Uzbekistan/Russia/France (ILL)		Magnetic Excitations	Coak M.J., Son S., Daisenberger D., Hamidov H., Haines C.R.S., Alireza P.L., Wildes A.R., Liu C., Saxena S.S., Park J.G.	Wildes A.R.	Isostructural Mott transition in 2D honeycomb antiferromagnet V0.9PS3	npj Quantum Materials	4	38-1-38-6	2019		10.1038/s41535-019-0178-8	WOS:000493555200001	
Journal article		ILL19CO6075	Italy/Spain/France (ILL)/France (not ILL)		Magnetic Excitations	Comparin T., Bombin R., Holzmann M., Mazzanti F., Boronat J., Giorgini S.	Holzmann M.	Two-dimensional mixture of dipolar fermions: Equation of state and magnetic phases	Physical Review A	99	043609-1-043609-11	2019		10.1103/PhysRevA.99.043609	WOS:000463836000012	
Journal article		ILL19CR6050	France (ILL)/France (not ILL)/Russia		Nuclear and Particle Physics	Crépin P.P., Christen C., Guerout R., Nesvizhevsky V.V., Voronin A.Y., Reynaud S.	Nesvizhevsky V.V.	Quantum interference test of the equivalence principle on antihydrogen	Physical Review A	99	042119-1-042119-8	2019		10.1103/PhysRevA.99.042119	WOS:000465147800004	
Article from Conference in a Journal		ILL19CR6078	France (ILL)/France (not ILL)/Russia/Finland		Nuclear and Particle Physics	Crépin P.P., Kupriyanova E.A., Guerout R., Lambrecht A., Nesvizhevsky V.V., Reynaud S., Vasiliev S., Voronin A.Y.	Nesvizhevsky V.V.	Quantum reflection of antihydrogen from a liquid helium bulk	Hyperfine Interactions	240	58-1-58-5	2019		10.1007/s10751-019-1603-x	WOS:000468500100001	
Journal article	OA	ILL19CU6053	UK/Switzerland/Japan/Russia/Slovakia/Belgium/Germany/France (ILL)		Nuclear and Particle Physics	Cubiss J.G., Andreyev A.N., Barzakh A.E., Andel B., Antalic S., Cocolios T.E., Goodacre T.D., Fedorov D.V., Fedosseev V.N., Ferrer R., Fink D.A., Gaffney L.P., Ghys L., Huyse M., Kalaninova Z., Köster U., Marsh B.A., Molkanov P.L., Rossel R.E., Rothe S., Seliverstov M.D., Sels S., Sjödin A.M., Stryjczyk M., Truesdale V.L., Van Beveren C., Van Duppen P., Wilson G.L.	Köster U.	Fine structure in the ? decay of 218At	Physical Review C	99	064317-1-064317-6	2019		10.1103/PhysRevC.99.064317	WOS:000471984600001	
Journal article	OA	ILL19CZ6023	France (ILL)/Hungary		Soft Matter	Czakkel O., Berke B., László K.	Czakkel O./Berke B.	Effect of graphene-derivatives on the responsivity of PNIPAM-based thermosensitive nanocomposites - A review	European Polymer Journal	116	106-116	2019		10.1016/j.eurpolymj.2019.04.004	WOS:000471736700012	
