"sep=	"
Document type	Open Access	Number	Authors countries	Instrument	Domain	Authors	ILL Authors	Titre	Journal title	Volume	Pages	Year	Proposal number	DOI	WOS Number	DOI added
Journal article		ILL15KH1132	France (not ILL)	D11	Soft Matter	Khan A.N., Schmutz M., Lacava J., Al Ouahabi A., Nguyen T.T.T., Mesini P.J., Guenet J.M.		Design of nanohybrid systems from a partially fluorinated organogelator and syndiotactic polystyrene thermoreversible gel	Langmuir	31	7666-7672	2015	9-11-1699	10.1021/acs.langmuir.5b01339	WOS:000358105000027	
Journal article		ILL15KH1153	Germany/Iran/France (not ILL)	D16	Soft Matter	Khoshsima A., Dehghani M.R., Touraud D., Marcus J., Diat O., Kunz W.		Nanostructures in clear and homogeneous mixtures of rapeseed oil and ethanol in the presence of green additives	Colloid and Polymer Science	293	3225-3235	2015		10.1007/s00396-015-3765-7	WOS:000365308400015	
Journal article		ILL15KI1115	UK	SALSA	Materials Science and Engineering	Kim H.K., Coules H. E., Pavier M.J., Shterenlikht A.		Measurement of highly non-uniform residual stress fields with reduced plastic error	Experimental Mechanics	55	1211-1224	2015	1-02-148	10.1007/s11340-015-0025-1	WOS:000361138000002	
Thesis	OA	ILL22KL1033	Germany	D11		Klee A.		Surfactant self-assembly in a magnetic room temperature ionic liquid				2015		10.14279/depositonce-4502		
Journal article		ILL18KL1007	Germany	D22	Soft Matter	Klemmer A., Klemmer H., Strey R., Schmiedel P.		An unconventional aging mechanism of nanoemulsions	Colloid and Polymer Science	293	3199?3211	2015	9-10-1178	10.1007/s00396-015-3783-5	WOS:000365308400013	
Journal article	OA	ILL15KO1100	Czech Republic/France (not ILL)	D4	Liquids and Glasses	Kohagen M., Pluharova E., Mason P.E., Jungwirth P.		Exploring ion?ion interactions in aqueous solutions by a combination of molecular dynamics and neutron scattering	Journal of Physical Chemistry Letters	6	1563-1567	2015		10.1021/acs.jpclett.5b00060	WOS:000355014900012	
Journal article	OA	ILL15KO1098	Germany/Russia	D22	Biology	Konarev P.V., Svergun D.I.		A posterioridetermination of the useful data range for small-angle scattering experiments on dilute monodisperse systems	IUCrJ	2	352-360	2015		10.1107/S2052252515005163	WOS:000356866900008	
Journal article		ILL16KO1041	The Netherlands/France (not ILL)/Germany/USA	D11	Soft Matter	Korobko A.V., Marques C.M., Schöps M., Schädler V., Wiesner U., Mendes E.		Dielectric discontinuity in equilibrium block copolymer micelles	Soft Matter	11	7081-7085	2015		10.1039/C5SM01136A	WOS:000360656900002	
Journal article		ILL15KU1010	Germany/China	D20	Crystallography	Kunkel N., Reichert C., Springborg M., Wallacher D., Kohlmann H.		Hydrogenation properties of LixSr1-xAlSi studied by quantum-chemical methods (0?x?1) and in-situ neutron powder diffraction (x=1)	Journal of Solid State Chemistry	221	318-324	2015		10.1016/j.jssc.2014.10.021	WOS:000347263700045	
Journal article		ILL18LA1077	Germany/France (not ILL)	D20/D1B		Landsgesell S., Proke? K., Colin C.V., Abou-Ras D., Schäfer N.		Neutron diffraction studies: Structure and physical properties of La2O3-xFxFe2Se2	Journal of Superconductivity and Novel Magnetism	28	1111-1116	2015	5-31-2202	10.1007/s10948-014-2760-4	WOS:000350360800067	
Journal article		ILL15LA1004	France (not ILL)/Romania	D1B	Magnetic Structures	Laslo A., Pop V., Isnard O.		Influence of Al on the magnetic properties of TmCo4Al compound, a magnetic and neutron diffraction study	Journal of Alloys and Compounds	626	70-75	2015		10.1016/j.jallcom.2014.11.113	WOS:000348025400012	
Journal article		ILL15LA1016	Germany	D11	Soft Matter	Laupheimer M., Preisig N., Stubenrauch C.		The molecular organogel n-decane/12-hydroxyoctadecanoic acid: Sol-gel transition, rheology, and microstructure	Colloids and Surfaces A	469	315-325	2015		10.1016/j.colsurfa.2015.01.039	WOS:000349962500038	
Journal article		ILL16LE1125	France (not ILL)	D11	Materials Science and Engineering	Le Floch S., Balima F., Pischedda V., Legrand F., San-Miguel A.		Small angle scattering methods to study porous materials under high uniaxial strain	Review of Scientific Instruments	86	023901-1-023901-6	2015		10.1063/1.4908168	WOS:000350552700041	
Journal article		ILL16LE1122		D22	Soft Matter	Le Roy A., Wang K., Schaack B., Schuck P., Breyton C., Ebel C.		AUC and small-angle scattering for membrane proteins	Methods in Enzymology	562	257-286	2015		10.1016/bs.mie.2015.06.010	WOS:000376153000013	
Journal article		ILL16LH1037	France (not ILL)/UK	D1B/D23	Magnetic Structures	Lhotel E., Petit S., Guitteny S., Florea O., Ciomaga Hatnean M., Colin C., Ressouche E., Lees M.R., Balakrishnan G.		Fluctuations and all-in-all-out ordering in dipole-octupole Nd2Zr2O7	Physical Review Letters	115	197202-1-197202-5	2015		10.1103/PhysRevLett.115.197202	WOS:000364024800018	
Journal article		ILL15LI1127	Germany	D2B	Magnetic Structures	Li W., Gurlo A., Riedel R., Ionescu E.		Perovskite-type solid solution SrMo1-xWx(O, N)3 oxynitrides: Synthesis, structure, and magnetic properties	Zeitschrift für Anorganische und Allgemeine Chemie	641	1533-1539	2015		10.1002/zaac.201500098	WOS:000358134700021	
Journal article		ILL15LI1110	Denmark/Sweden/UK/Poland	D17/FIGARO	Biology	Lind T.K., Darre L., Domene C., Urbanczyk-Lipkowska Z., Cárdenas M., Wacklin H.P.		Antimicrobial peptide dendrimer interacts with phosphocholine membranes in a fluidity dependent manner: A neutron reflection study combined with molecular dynamics simulations	Biochimica et Biophysica Acta (BBA) - Biomembranes	1848	2075-2084	2015		10.1016/j.bbamem.2015.05.015	WOS:000362153400015	
Journal article		ILL15LI1108	China/UK	D2B	Crystallography	Liu X.Q., Battle P.D., Ridout J., Xu D., Ramos S.		Structural chemistry and magnetic properties of Y2CoGe4O12	Journal of Solid State Chemistry	228	183-188	2015		10.1016/j.jssc.2015.04.033	WOS:000356566100026	
Journal article		ILL15LO1128	UK/USA	D11	Soft Matter	Lopez C.G., Rogers S.E., Colby R.H., Graham P., Cabral J.T.		Structure of sodium carboxymethyl cellulose aqueous solutions: A SANS and rheology study	Journal of Polymer Science B	53	492-501	2015		10.1002/polb.23657	WOS:000351092000004	
Journal article		ILL15LU1038	UK	D2B	Crystallography	Luo K., Patino M.E.A., Hayward M.A.		Ca2Cr0.5Ga1.5O5 - An extremely redox-stable brownmillerite phase	Journal of Solid State Chemistry	222	71-75	2015		10.1016/j.jssc.2014.11.011	WOS:000348633800011	
Journal article	OA	ILL16MA1001	Germany/France (not ILL)	D16	Soft Matter	Marcus J., Touraud D., Prévost S., Diat O., Zemb T., Kunz W.		Influence of additives on the structure of surfactant-free microemulsions	Physical Chemistry Chemical Physics	17	32528-32538	2015		10.1039/C5CP06364G	WOS:000365954700050	
Journal article		ILL15MA1076	Spain/France (not ILL)	D2B	Magnetic Excitations	Marik S., Santos-Garcia A.J.D., Labrugere C., Morán E., Toulemonde O., Alario-Franco M.Á.		Oxidation induced superconductivity and Mo/Cu charge equilibrium in Mo0.3Cu0.7Sr2ErCu2Oy	Superconductor Science and Technology	28	045007-1-045007-10	2015		10.1088/0953-2048/28/4/045007	WOS:000351055500013	
Journal article		ILL15MA1039	UK/Norway	D2B	Materials Science and Engineering	Maso N., West A.R.		Dielectric properties, polymorphism, structural characterisation and phase diagram of Na2Nb4O11-Ag2Nb4O11 solid solutions	Journal of Solid State Chemistry	225	438-449	2015	5-24-478	10.1016/j.jssc.2015.01.020	WOS:000352828000062	
Journal article		ILL15MA1059	Czech Republic/UK/USA	D4C	Liquids and Glasses	Mason P.E., Ansell S., Neilson G.W., Rempe S.B.		Neutron scattering studies of the hydration structure of Li+	Journal of Physical Chemistry B	119	2003-2009	2015	6-02-376	10.1021/jp511508n	WOS:000349137000023	
Journal article		ILL16MC1040	France (not ILL)/Slovenia/Belgium/Russia/Switzerland		Applied Physics, Instrumentation and Techniques	McCalla E., Abakumov A.M., Saubanère M., Foix D., Berg E.J., Rousse G., Doublet M.L., Gonbeau D., Novák P., Van Tendeloo G., Dominko R., Tarascon J.M.		Visualization of O-O peroxo-like dimers in high-capacity layered oxides for Li-ion batteries	Science	350	1516-1521	2015		10.1126/science.aac8260	WOS:000366591100056	
Article from Conference in a Journal	OA	ILL15ME1097	Germany	IN6	Liquids and Glasses	Meyer A.		The measurement of self-diffusion coefficients in liquid metals with quasielastic neutron scattering	EPJ Web of Conferences	83	01002-1-01002-7	2015		10.1051/epjconf/20158301002	WOS:000351844900002	
Journal article	OA	ILL15MI1093	UK/Romania	D2B	Materials Science and Engineering	Miller A.J., Rotaru A., Arnold D.C., Morrison F.D.		Effect of local A-site strain on dipole stability in A6GaNb9O30 (A = Ba, Sr, Ca) tetragonal tungsten bronze relaxor dielectrics	Dalton Transactions	44	10738-10745	2015	5-23-595	10.1039/C4DT03936J	WOS:000355701000024	
Journal article		ILL15MO1071	Russia/France (not ILL)/India/Brazil	D1B	Magnetic Structures	Morozkin A.V., Isnard O., Nirmala R., Malik S.K.		Magnetic order of Tb3Co2.2Si1.8 and Dy3Co2.2Si1.8 as a representative of the family of compounds with orthorhombic distortion of rare earth lattice	Journal of Magnetism and Magnetic Materials	389	157-168	2015		10.1016/j.jmmm.2015.04.060	WOS:000354185600027	
Journal article		ILL15MO1011	Russia/France (not ILL)/India/Brazil	D1B	Magnetic Structures	Morozkin A.V., Isnard O., Nirmala R., Malik S.K.		Mo2NiB2-type {Gd, Tb, Dy)2Ni2.35Si0.65 and La2Ni3-type {Dy, Ho}2Ni2.5Si0.5 compounds: Crystal structure and magnetic properties	Journal of Solid State Chemistry	225	368-377	2015		10.1016/j.jssc.2015.01.017	WOS:000352828000053	
Journal article		ILL15MU1139	Sweden	D2B	Crystallography	Müller C.J., Lidin S.		On squaring triangles ? Structural motifs in Cu-In-Sb compounds	Journal of Solid State Chemistry	231	25-35	2015		10.1016/j.jssc.2015.07.041	WOS:000362861100005	
Journal article		ILL15MU1152	Germany/India	LOHENGRIN	Nuclear and Particle Physics	Munzenberg G.		From bohrium to copernicium and beyond SHE research at SHIP	Nuclear Physics A	944	5-29	2015		10.1016/j.nuclphysa.2015.06.008	WOS:000369773700003	
Thesis	OA	ILL22MU1037	Germany	D11		Muthig M.		Complex SANS/SAXS data evaluation, simulation and interpretation with regard to statistical inference				2015		10.14279/depositonce-4492		
Journal article		ILL15NA1109	Spain	D2B	Materials Science and Engineering	Nava-Avendano J., Arroyo-de Dompablo M.E., Frontera C., Ayllon J.A., Palacín M.R.		Study of sodium manganese fluorides as positive electrodes for Na-ion batteries	Solid State Ionics	278	106-113	2015		10.1016/j.ssi.2015.05.023	WOS:000359887700017	
Journal article		ILL15NA1050	Spain	D2B	Materials Science and Engineering	Nava-Avendano J., Ayllon J.A., Frontera C., Oró-Solé J., Estruga M., Molins E., Palacín M.R.		Low temperature synthesis and characterization of Na-M-(O)-F phases with M=Ti, V	Journal of Solid State Chemistry	226	286-294	2015		10.1016/j.jssc.2015.03.006	WOS:000354152500042	
Journal article		ILL15NE1062	USA	D22	Soft Matter	Newbloom G.M., Hoffmann S.M., West A.F., Gile M.C., Sista P., Cheung H.K.C., Luscombe C.K., Pfaendtner J., Pozzo L.D.		Solvatochromism and conformational changes in fully dissolved poly(3-alkylthiophene)s	Langmuir	31	458-468	2015		10.1021/la503666x	WOS:000348085900057	
Journal article		ILL15NG1130	Italy/China	IN6	Soft Matter	Ngai K.L., Capaccioli S., Prevosto D., Wang L.M.		Coupling of caged molecule dynamics to JG ?-relaxation II: Polymers	Journal of Physical Chemistry B	119	12502-12518	2015		10.1021/acs.jpcb.5b07293	WOS:000361921400015	
Journal article		ILL15NG1129	Italy/China	IN13	Liquids and Glasses	Ngai K.L., Capaccioli S., Prevosto D., Wang L.M.		Coupling of caged molecule dynamics to JG ?-relaxation III: van der Waals glasses	Journal of Physical Chemistry B	119	12519-12525	2015		10.1021/acs.jpcb.5b07294	WOS:000361921400016	
Journal article		ILL15OR1124	Spain/Peru	D1B/D2B	Crystallography	Orayech B., Ortega-San-Martín L., Urcelay-Olabarria I., Lezama L., Rojo T., Arriortua M.I., Igartua J.M.		Structural phase transitions and magnetic and spectroscopic properties of the double perovskites Sr2Co1-xMgxTeO6 (x = 0.1, 0.2 and 0.5)	Dalton Transactions	44	13716-13734	2015		10.1039/C5DT02026C	WOS:000358208400036	
Journal article		ILL15PE1112	UK	D17	Soft Matter	Penfold J., Thomas R.K., Li P., Xu H., Tucker I.M., Petkov J.T., Sivia D.S.		Multivalent-counterion-induced surfactant multilayer formation at hydrophobic and hydrophilic solid-solution interfaces	Langmuir	31	6773-6781	2015		10.1021/acs.langmuir.5b01610	WOS:000356992000020	
Thesis		ILL20PE1046	France (not ILL)	STEREO		Pequignot M.		Les expériences Nucifer et Stéréo : étude des antineutrinos de réacteurs à courte distance				2015				
Journal article		ILL15PE1015	Spain/Argentina	D1B	Materials Science and Engineering	Pérez-Landazábal J.I., Lambri O.A., Bonifacich F.G., Sánchez-Alarcos V., Recarte V., Tarditti F.		Influence of defects on the irreversible phase transition in Fe-Pd ferromagnetic shape memory alloys	Acta Materialia	86	110-117	2015		10.1016/j.actamat.2014.11.054	WOS:000349730900011	
Journal article		ILL15PE1008	France (not ILL)/Colombia	D2B	Materials Science and Engineering	Perillat-Merceroz C., Roussel P., Huvé M., Capoen E., Rosini S., Gelin P., Vannier R.N., Gauthier G.H.		Pure and Mn-doped La4SrTi5O17 layered perovskite as potential solid oxide fuel cell material: Structure and anodic performance	Journal of Power Sources	274	806-815	2015		10.1016/j.jpowsour.2014.10.131	WOS:000347268700098	
Journal article		ILL16PI1100	France (not ILL)	D4	Applied Physics, Instrumentation and Techniques	Piarristeguy A., Pradel A.		Chalcogénures pour le stockage de l?information : mémoires ioniques (CB-RAM) et mémoires à changement de phase (PC-RAM)	Materiaux & Techniques	103	402-1-402-12	2015		10.1051/mattech/2015041	WOS:000372190200005	
Journal article		ILL15PO1134	Argentina/France (not ILL)	D20/D2B	Crystallography	Pomiro F., Lohr J., Pannunzio-Miner E.V., Nassif V., Sánchez R.D., Carbonio R.E.		Crystal structure, magnetic and electrical properties of compounds in the RCrMnO5 family (R = Sm, Eu, Gd, Tb, Ho and Er) synthesized under high oxygen pressure	European Journal of Inorganic Chemistry	2015	4737-4749	2015	5-31-2228	10.1002/ejic.201500662	WOS:000362824100016	
Article from Conference in a Journal		ILL15PO1114	Spain/France (not ILL)	D1B	Crystallography	Ponthieu M., Fernández J.F., Cuevas F., Laversenne L., Bodega J., Ares J.R., Sanchez C.		Superior effect of Ni-substitution on the hydrogenation kinetics of Mg6Pd1-xTMx (TM=Ag, Cu, Ni) pseudo-binary compounds	Journal of Alloys and Compounds	645	S334-S337	2015		10.1016/j.jallcom.2014.12.146	WOS:000360404100077	
Journal article		ILL15PR1140	France (not ILL)	IN6	Materials Science and Engineering	Prakash M., Jobic H., Ramsahye N.A., Nouar F., Damasceno Borges D., Serre C., Maurin G.		Diffusion of H2, CO2, and their mixtures in the porous zirconium based metal?organic framework MIL-140A(Zr): Combination of quasi-elastic neutron scattering measurements and molecular dynamics simulations	Journal of Physical Chemistry C	119	23978-23989	2015		10.1021/acs.jpcc.5b07253	WOS:000363915900022	
Journal article		ILL15QU1035	China/France (not ILL)	D22	Soft Matter	Qu L., Fan J., Ren Y., Xiong K., Yan M., Tuo X., Terech P., Royal G.		Homo- and heterodinuclear coordination polymers based on a tritopic cyclam bis-terpyridine unit: Structure and rheological properties	Materials Chemistry and Physics	153	54-62	2015		10.1016/j.matchemphys.2014.12.034	WOS:000349505700008	
Journal article		ILL15RA1005	Germany/Bulgaria	D22	Liquids and Glasses	Raghuwanshi V.S., Harizanova R., Tatchev D., Hoell A., Rüssel C.		Structural analysis of Fe-Mn-O nanoparticles in glass ceramics by small angle scattering	Journal of Solid State Chemistry	222	103-110	2015	6-05-879	10.1016/j.jssc.2014.11.009	WOS:000348633800016	
Journal article		ILL16RA1008	France (not ILL)	IN12	Magnetic Excitations	Raymond S., Lapertot G.		Ising incommensurate spin resonance of CeCoIn5: A dynamical precursor of the Q-phase	Physical Review Letters	115	037001-1-037001-5	2015		10.1103/PhysRevLett.115.037001	WOS:000358024900005	
Article from Conference in a Journal		ILL15RE1137		EXILL/PF1B	Soft Matter	Regan P.H.		Precision measurement of sub-nanosecond lifetimes of excited nuclear states using fast-timing coincidences with LaBr3(Ce) detectors	Radiation Physics and Chemistry	116	38-42	2015		10.1016/j.radphyschem.2015.01.029	WOS:000362606200008	
Journal article		ILL15RE1040	Sweden	D17	Soft Matter	Rennie A.R., Hellsing M.S., Lindholm E., Olsson A.		Note: Sample cells to investigate solid/liquid interfaces with neutrons	Review of Scientific Instruments	86	016115-1-016115-3	2015		10.1063/1.4906518	WOS:000349068700079	
Journal article	OA	ILL20RO1142	UK	D22		Rodriguez E., Nan R., Li K., Gor J., Perkins S.J.		A revised mechanism for the activation of complement C3 to C3b	Journal of Biological Chemistry	290	2334-2350	2015	8-03-747_refused	10.1074/jbc.M114.605691		
Thesis		ILL22RO1021	France (not ILL)	D19/LADI-III		Romoli F.		Méthodes de cristallographie communes par rayons X et neutrons pour l'étude de réactions enzymatiques				2015				
Journal article		ILL16RU1012	Spain	D2B	Materials Science and Engineering	Ruiz-Gonzalez L., Gonzalez-Merchante D., Cortés-Gil R., Alonso J.M., Martínez J.L., Hernando A., González-Calbet J.M.		Outstanding atomic order in Ruddlesden-popper oxide microcrystals	Chemistry of Materials	27	1397-1404	2015		10.1021/cm504679r	WOS:000350192500034	
Journal article		ILL16SA1036	France (not ILL)/Germany	IN12	Applied Physics, Instrumentation and Techniques	Sahling S., Remenyi G., Paulsen C., Monceau P., Saligrama V., Marin C., Revcolevschi A., Regnault L.P., Raymond S., Lorenzo J.E.		Experimental realization of long-distance entanglement between spins in antiferromagnetic quantum spin chains	Nature Physics	11	255-260	2015		10.1038/nphys3186	WOS:000350674700018	
Journal article		ILL15SA1103	France (not ILL)	D2B	Materials Science and Engineering	Salek G., Dufour P., Guillemet-Fritsch S., Tenailleau C.		Sustainable low temperature preparation of Mn3-xCoxO4 (0 ? x < 3) spinel oxide colloidal dispersions used for solar absorber thin films	Materials Chemistry and Physics	162	252-262	2015		10.1016/j.matchemphys.2015.05.065	WOS:000359958800034	
Article from Conference in a Journal		ILL15SE1116	Germany		Applied Physics, Instrumentation and Techniques	Seiler D., Maier-Komor P., Gernhäuser R.		Design and automation of a new versatile UHV plant for very vacuum-sensitive multilayer evaporations	Journal of Radioanalytical and Nuclear Chemistry	305	717-721	2015		10.1007/s10967-015-4040-6	WOS:000360081000005	
Journal article		ILL15SE1013	India/Germany/Austria	S18	Biology	Sen D., Bahadur J., Das A., Mazumder S., Melo J.S., Frielinghaus H., Loidl R.		E. coli imprinted nano-structured silica micro-granules by spray drying: Optimization of calcination temperature	Colloids and Surfaces B	127	164-171	2015		10.1016/j.colsurfb.2015.01.031	WOS:000353001400022	
Journal article		ILL22SH1081	Japan	super-D2B	Magnetic Structures	Shimakawa Y.		Crystal and magnetic structures of CaCu3Fe4O12and LaCu3Fe4O12: Distinct charge transitions of unusual high valence Fe	Journal of Physics D	48	504006-1-54006-13	2015	5-31-1865	10.1088/0022-3727/48/50/504006		
Journal article		ILL15SI1061	France (not ILL)	D1B	Crystallography	Sibille R., Mazet T., Malaman B., Wang Q., Didelot E., François M.		Site-dependent substitutions in mixed-metal metal-organic frameworks: A case study and guidelines for analogous systems	Chemistry of Materials	27	133-140	2015		10.1021/cm503570f	WOS:000348085300018	
Journal article		ILL16SI1042	Germany/Denmark	IN5	Applied Physics, Instrumentation and Techniques	Simeoni G.G., Valicu R.G., Borchert G., Böni P., Rasmussen N.G., Yang F., Kordel T., Holland-Moritz D., Kargl F., Meyer A.		Focusing adaptive-optics for neutron spectroscopy at extreme conditions	Applied Physics Letters	107	243503-1-243503-5	2015		10.1063/1.4938071	WOS:000367318600054	
Journal article		ILL15SO1056	USA		Nuclear and Particle Physics	Sonzogni A.A., Johnson T.D., McCutchan E.A.		Nuclear structure insights into reactor antineutrino spectra	Physical Review C	91	011301-1-011301-5	2015		10.1103/PhysRevC.91.011301	WOS:000349413100001	
Journal article		ILL15ST1121	USA/France (not ILL)	D23	Magnetic Excitations	Stone M.B., Lumsden M.D., Garlea V.O., Grenier B., Ressouche E., Samulon E.C., Fisher I.R.		Field-induced spin density wave and spiral phases in a layered antiferromagnet	Physical Review B	92	020415-1-020415-5	2015		10.1103/PhysRevB.92.020415	WOS:000358600700002	
Journal article		ILL15TA1034	Ukraine		Magnetic Excitations	Tartakovskaya E.V.		Field induced spin chirality and chirality switching in magnetic multilayers	Journal of Magnetism and Magnetic Materials	381	267-270	2015		10.1016/j.jmmm.2014.12.048	WOS:000349361100039	
Journal article		ILL15TA1002	Italy		Magnetic Structures	Tassan A., Mozzon M., Facchin G., Dolmella A., Detti S.		Synthesis, characterization and dynamic behavior of some iridium carbonyl cluster complexes derived from Ir4(CO)12 with N-, P- and C-donor ligands: A survey	Inorganica Chimica Acta	424	91-102	2015		10.1016/j.ica.2014.09.014	WOS:000345754800011	
Journal article		ILL15TI1125	USA	D22	Materials Science and Engineering	Tian W., Mao X., Brown P., Rutledge G.C., Hatton T.A.		Electrochemically nanostructured polyvinylferrocene/polypyrrole hybrids with synergy for energy storage	Advanced Functional Materials	25	4803-4813	2015		10.1002/adfm.201501041	WOS:000359381300007	
Journal article		ILL15TO1119	Japan	D20	Magnetic Excitations	Toyoda M., Saito T., Yamauchi K., Shimakawa Y., Oguchi T.		Superexchange interaction in the A-site ordered perovskite YMn3Al4O12	Physical Review B	92	014420-1-014420-7	2015		10.1103/PhysRevB.92.014420	WOS:000358371500004	
Journal article		ILL15TS1006	UK	SALSA	Materials Science and Engineering	Tsivoulas D., Quinta Da Fonseca J., Tuffs M., Preuss M.		Effects of flow forming parameters on the development of residual stresses in Cr-Mo-V steel tubes	Materials Science and Engineering A	624	193-202	2015		10.1016/j.msea.2014.11.068	WOS:000348892100024	
Journal article		ILL16TU1039	UK	FIGARO	Soft Matter	Tucker I.M., Petkov J.T., Penfold J., Thomas R.K., Cox A.R., Hedges N.		Adsorption of hydrophobin-protein mixtures at the air-water interface: The impact of pH and electrolyte	Langmuir	31	10008-10016	2015	9-10-1011	10.1021/acs.langmuir.5b02403	WOS:000361415900031	
Journal article		ILL15UR1057	Spain/Russia	D23	Magnetic Excitations	Urcelay-Olabarria I., García-Muñoz J.L., Mukhin A.A.		Field effects with H?b on the incommensurate magnetic structures of multiferroic MnWO4 studied within the superspace formalism	Physical Review B	91	104429-1-104429-7	2015		10.1103/PhysRevB.91.104429	WOS:000352196300005	
Journal article		ILL15VD1087	Ukraine/Spain	D1B	Liquids and Glasses	Vdovichenko G.A., Krivchikov A.I., Korolyuk O.A., Tamarit J.L., Pardo L.C., Rovira-Esteva M., Bermejo F.J., Hassaine M., Ramos M.A.		Thermal properties of halogen-ethane glassy crystals: Effects of orientational disorder and the role of internal molecular degrees of freedom	Journal of Chemical Physics	143	084510-1-084510-10	2015		10.1063/1.4929530	WOS:000360653900051	
Journal article		ILL15WI1065	UK/Pakistan	D20	Magnetic Excitations	Wildman E.J., Sher F., McLaughlin A.C.		Absence of colossal magnetoresistance in the oxypnictide PrMnAsO0.95F0.05	Inorganic Chemistry	54	2536-2542	2015	5-31-2146	10.1021/ic502445t	WOS:000351325200007	
Journal article		ILL16WI1044	UK	D20	Materials Science and Engineering	Wildman E.J., Tucker M.G., McLaughlin A.C.		A high pressure neutron study of colossal magnetoresistant NdMnAsO0.95F0.05	Journal of Physics Condensed Matter	27	116001-1-116001-7	2015	5-31-2069	10.1088/0953-8984/27/11/116001	WOS:000350749000012	
Journal article		ILL15WO1083	Germany/Finland	D20	Magnetic Structures	Woidy P., Karttunen A.J., Widenmeyer M., Niewa R., Kraus F.		On copper(I) fluorides, the cuprophilic interaction, the preparation of copper nitride at room temperature, and the formation mechanism at elevated temperatures	Chemistry - A European Journal	21	3290-3303	2015	5-25-222, 5-25-214	10.1002/chem.201406136	WOS:000349664300022	
Journal article		ILL15YA1009	China/France (not ILL)/Russia/Poland/Czech Republic	D1B	Materials Science and Engineering	Yao J., Isnard O., Morozkin A.V., Ivanova T.I., Koshkid'ko Y.S., Bogdanov A.E., Nikitin S.A., Suski W.		Magnetic order and crystal structure study of YNi4Si-type NdNi4Si	Journal of Solid State Chemistry	222	123-128	2015		10.1016/j.jssc.2014.11.016	WOS:000348633800019	
Article from Conference in a Book		ILL16ZA1018	Sweden/Switzerland	SALSA	Crystallography	Zamiri F, Drezet J.M., Nussbaumer A.		Welding simulation of tubular K-joints in steel S690QH				2015	1-02-87			
Journal article		ILL15ZA1122	Italy	BRISP	Liquids and Glasses	Zanatta M., Sacchetti F., Guarini E., Orecchini A., Paciaroni A., Sani L., Petrillo C.		Collective ion dynamics in liquid zinc: Evidence for complex dynamics in a non-free-electron liquid metal	Physical Review Letters	114	187801-1-187801-5	2015		10.1103/PhysRevLett.114.187801	WOS:000353787800007	
Article from Conference in a Journal	OA	ILL15AG1073	Armenia	GAMS5	Materials Science and Engineering	Aginian M.A., Ispirian K.A., Ispiryan M.		Methods for the measurement of the refractive index of MeV photons using total internal and external reflection	Journal of Physics : Conference Series	517	012045-1-012045-5	2014		10.1088/1742-6596/517/1/012045	WOS:000340623300045	
Journal article		ILL14AH1121	India/Japan		Magnetic Excitations	Ahuja B.L., Dashora A., Mund H.S., Priolkar K.R., Yusuf S.M., Itou M., Sakurai Y.		Temperature-dependent spin magnetization density in Mn-rich Ni-Mn-Sn shape memory alloy by magnetic Compton scattering	EPL (Europhysics Letters)	107	27005-p1-27005-p6	2014		10.1209/0295-5075/107/27005	WOS:000340779900024	
Journal article		ILL14AL1058	UK/France (not ILL)/Japan	D11	Soft Matter	Alexander S., Smith G.N., James C., Rogers S.E., Guittard F., Sagisaka M., Eastoe J.		Low-surface energy surfactants with branched hydrocarbon architectures	Langmuir	30	3413-3421	2014	9-10-1363	10.1021/la500332s	WOS:000333776400016	
Journal article		ILL14AU1124	Germany	D20	Crystallography	Auer H., Kohlmann H.		Reinvestigation of crystal structure and non-stoichiometry in copper hydride, CuH1-x (0 ?x? 0.26)	Zeitschrift für Anorganische und Allgemeine Chemie	640	3159-3165	2014		10.1002/zaac.201400236	WOS:000346189900018	
Journal article		ILL15BA1088	USA/UK/Spain	IN5	Magnetic Excitations	Baker M.L., Blundell S.J., Domingo N., Hill S.		Spectroscopy methods for molecular nanomagnets	Structure and Bonding	164	231-291	2014		10.1007/430_2014_155	WOS:000370245000006	
Journal article		ILL13BA1121	France (not ILL)/Australia	D22	Materials Science and Engineering	Bardel D., Perez M., Nelias D., Deschamps A., Hutchinson C.R., Maisonnette D., Chaise T., Garnier J., Bourlier F.		Coupled precipitation and yield strength modelling for non-isothermal treatments of a 6061 aluminium alloy	Acta Materialia	62	129-140	2014		10.1016/j.actamat.2013.09.041	WOS:000328594600010	
Journal article		ILL14BA1038	USA/Ireland/France (not ILL)/Germany	PN3	Applied Physics, Instrumentation and Techniques	Barrière N.M., Tomsick J.A., Boggs S.E., Lowell A., Wade C., Baugh M., von Ballmoos P., Abrosimov N.V., Hanlon L.		Developing a method for soft gamma-ray Laue lens assembly and calibration	Nuclear Instruments and Methods in Physics Research A	741	47-56	2014		10.1016/j.nima.2013.12.006	WOS:000331833100007	
Journal article		ILL14BE1103	Germany	D20	Magnetic Structures	Belener K.L.A., Kohlmann H.		Reaction pathways of oxide-reduction-diffusion (ORD) synthesis of SmCo5 and in situ study of its hydrogen induced amorphization (HIA)	Journal of Magnetism and Magnetic Materials	370	134-139	2014		10.1016/j.jmmm.2014.06.066	WOS:000340051600022	
