"sep=	"
Document type	Open Access	Number	Authors countries	Authors	Title	Journal title	Volume	Pages	Year	Beamline(s)	Facility used	Proposal number	DOI	DOI added	WoS Number
Journal article		ESRF24AB6016	Switzerland/France (ESRF)	Abramov A., Broggi G., Bruce R., Carlier F., Hofer M., Iadarola G., Nevay L.J., Pieloni T., Rakic M., Redaelli S., White S.M.	Collimation simulations for the FCC-ee	Journal of Instrumentation	19	T02004-1-T02004-14	2024				10.1088/1748-0221/19/02/T02004		
Journal article	OA	ESRF24AC6028	Mexico/France (ESRF)	Acosta-Slane D., González-Franco A.C., Hérnandez-Huerta J., Castillo-Michel H., Reyes-Herrera J., Sánchez-Chávez E., Valles-Aragón M.C.	Titanium dioxide nanoparticles (TiO2-NPs) effect on germination and morphological parameters in alfalfa, tomato, and pepper	Notulae Botanicae Horti Agrobotanici Cluj-Napoca	52	13634-1-13634-15	2024				10.15835/nbha52213634		
Journal article	OA	ESRF24AN6033	Germany/Switzerland/France (ESRF)	Angermair J., Iglhaut G., Meyenberg K., Wiest W., Rack A., Zabler S., Fretwurst T., Nelson K., Kernen F	In vitro assessment of internal implant-abutment connections with different cone angles under static loading using synchrotron-based radiation	BMC Oral Health	24	396-1-396-10	2024		BESSY (Germany)		10.1186/s12903-024-04156-2		WOS:001195382900001
Journal article	OA	ESRF24AN6002	UK/Spain/France (not ESRF)/USA/France (ESRF)	Anzellini S., Boccato S., Baty S.R., Burakovsky L., Antonangeli D., Errandonea D., Torchio R.	Melting line and thermal equation of state of fcc-cobalt: A combined experimental and computational approach	Results in Physics	56	107218-1-107218-8	2024		DIAMOND (Didcot)		10.1016/j.rinp.2023.107218		
Journal article	OA	ESRF24AS6059	UK/France (ESRF)	Ashraf F., Ramadhan R.S., Mamun A.A., Ball J.A.D., Demir E., Connolley T., Collins D.M., Mostafavi M., Knowles D.	Investigating grain-resolved evolution of lattice strains during plasticity and creep using 3DXRD and crystal plasticity modelling	Acta Materialia	278	120250-1-120250-20	2024		DIAMOND (Didcot)		10.1016/j.actamat.2024.120250		
Journal article		ESRF24AU6003	France (not ESRF)/UK/Morocco/France (ESRF)	Aubineau J., Parat F., Pierson-Wickmann A.C., Séranne M., Chi Fri E., El Bamiki R., Elghali A., Raji O., Muñoz M., Bonnet C., Jourani E.S., Yazami O.K., Bodinier J.L.	Phosphate δ13Corg chemostratigraphy from the Gantour basin, Morocco: A proof of concept from the K–Pg transition to mid-Thanetian	Chemical Geology	644	121861-1-121861-13	2024				10.1016/j.chemgeo.2023.121861		
Journal article	OA	ESRF24BA6018	Germany/France (not ESRF)/Switzerland/USA/UK/France (ESRF)	Barends T.R.M., Gorel A., Bhattacharyya S., Schirò G., Bacellar C., Cirelli C., Colletier J.P., Foucar L., Grünbein M.L., Hartmann E., Hilpert M., Holton J.M., Johnson P.J.M., Kloos M., Knopp G., Marekha B., Nass K., Kovacs G.N., Ozerov D., Stricker M., Weik M., Doak R.B., Shoeman R.L., Milne C.J., Huix-Rotllant M., Cammarata M., Schlichting I.	Influence of pump laser fluence on ultrafast myoglobin structural dynamics	Nature	626	905-911	2024		SwissFEL		10.1038/s41586-024-07032-9		WOS:001169018800002
Journal article		ESRF24BA6026	Sweden/Italy/France (ESRF)/Japan/USA	Basini M., Pancaldi M., Wehinger B., Udina M., Unikandanunni V., Tadano T., Hoffmann M. C., Balatsky A. V., Bonetti S.	Terahertz electric-field-driven dynamical multiferroicity in SrTiO3	Nature	628	534-539	2024				10.1038/s41586-024-07175-9		
Journal article		ESRF24BE6051	Italy/Germany/France (ESRF)/Switzerland	Berkmann F., Venanzi T., Baldassarre L., Campagna E., Talamas Simola E., Di Gaspare L., Corley-Wiciak C., Capellini G., Nicotra G., Sfuncia G., Notargiacomo A., Giovine E., Cibella S., Virgilio M., Scalari G., De Seta M., Ortolani M.	Ultrastrong coupling of Si1-xGex parabolic quantum wells to terahertz microcavities	ACS Photonics	11	2776-2786	2024				10.1021/acsphotonics.4c00641		
Journal article	OA	ESRF24CA6034	France (ESRF)/Germany/France (not ESRF)	Caramello N., Royant A.	From femtoseconds to minutes: Time-resolved macromolecular crystallography at XFELs and synchrotrons	Acta Crystallographica D	80	60-79	2024				10.1107/s2059798323011002		WOS:001184341400001
Journal article	OA	ESRF24CH6052	India/USA/France (not ESRF)/France (ESRF)/Switzerland	Chakravorty A., Boulle A., Debelle A., Manna G., Saha P., Kanjilal D., Kabiraj D.	Synchrotron-based x-ray diffraction analysis of energetic ion-induced strain in GaAs and 4H-SiC	Journal of Applied Physics	136	035902-1-035902-10	2024		Photon Factory (Tsukuba, Japan)		10.1063/5.0205284		
Journal article	OA	ESRF24CH6031	Spain/France (ESRF)/Chile	Chicardi E., Gallego-Parra S., Salvo C., Sepúlveda R.	Efficient single-step mechanosynthesis route of nanostructured Hf0.2Nb0.2Ta0.2V0.2Zr0.2C0.5N0.5 high entropy carbonitride powder	Ceramics International	50	26059-26064	2024				10.1016/j.ceramint.2024.04.347		
Journal article	OA	ESRF24CO6035	France (ESRF)/Jordan/Egypt/USA/UK/South Africa/Kenya/Sweden/Senegal/Italy	Connell S.H., Dollman K., Kamel G., Khan S.A., Mitchell E., Mtingwa S.K., Newton M.C., Ngabonziza P., Nji E., Norris L., Zema M.	The African Light Source: History, context and future	Journal of Synchrotron Radiation	31	1-9	2024				10.1107/s1600577523009682		WOS:001167972600001
Journal article	OA	ESRF24CR6046	France (ESRF)/Italy/Spain/UK	Criado-Gonzalez M., Marzuoli C., Bondì L., Gutiérrez-Fernández E., Tullii G., Lagonegro P., Sanz O., Cramer T., Antognazza M.R., Mecerreyes D.	Porous semiconducting polymer nanoparticles as intracellular biophotonic mediators to modulate the reactive oxygen species balance	Nano Letters	24	7244-7251	2024		ALBA (Barcelona)		10.1021/acs.nanolett.4c01195		
Journal article	OA	ESRF24CR6023	China/France (ESRF)/Germany/Italy	Criniti G., Ballaran T.B., Kurnosov A., Liu Z., Glazyrin K., Merlini M., Hanfland M., Frost D.J.	Thermal equation of state and structural evolution of Al-bearing bridgmanite	Journal of Geophysical Research: Solid Earth	129	e2023JB026879-1-e2023JB026879-19	2024		PETRA III		10.1029/2023jb026879		WOS:001144787900001
Journal article		ESRF24DE6047	UK/The Netherlands/Germany/France (not ESRF)/France (ESRF)	de Groot F.M.F., Haverkort M.W., Elnaggar H., Juhin A., Zhou K.J., Glatzel P.	Resonant inelastic X-ray scattering	Nature Reviews Methods Primers	4	45-1-45-21	2024		PETRA III/ALS (Berkeley)/BESSY (Germany)		10.1038/s43586-024-00322-6		
Journal article		ESRF24DR6021	USA/UK/France (ESRF)	Dremann D., Kumar E.J., Thorley K.J., Gutiérrez-Fernández E., Ververs J. D., Bourland J.D., Anthony J.E., Kandada A.R.S., Jurchescu O.D.	Understanding radiation-generated electronic traps in radiation dosimeters based on organic field-effect transistors	Materials Horizons	11	134-140	2024		ALBA (Barcelona)		10.1039/d3mh01507f		WOS:001096427400001
Journal article	OA	ESRF24ES6065	France (not ESRF)/USA/Germany/France (ESRF)	Estevenon P., Barral T., Avallone A., Jeffredo M., De La Hos A., Strzelecki A., Le Goff X., Szenknect S., Kvashnina K., Moisy P., Podor R., Guo X., Dacheux N.	Hydrothermal synthesis of (Zr,U)SiO4: An efficient pathway to incorporate uranium into zircon	Dalton Transactions	53	13782-13794	2024		ESRF (Grenoble)		10.1039/D4DT01604A		
Book chapter		ESRF24GL6070	France (ESRF)/Italy	Glatzel P., Ghiringhelli G.	Experimental arrangements for inelastic X-ray scattering spectroscopy	International Tables for Crystallography	I	586-591	2024				10.1107/S1574870722010813		
Journal article	OA	ESRF24GR6044	Italy/France (ESRF)	Grassmann G., Miotto M., Desantis F., Di Rienzo L., Tartaglia G.G., Pastore A., Ruocco G., Monti M., Milanetti E.	Computational approaches to predict protein-protein interactions in crowded cellular environments	Chemical Reviews	124	3932-3977	2024				10.1021/acs.chemrev.3c00550		WOS:001193011000001
Journal article	OA	ESRF24HA6039	UK/Germany/France (ESRF)/France (not ESRF)	Hack J., Ziesche R.F., Fransson M., Suter T., Helfen L., Couture C., Kardjilov N., Tengattini A., Shearing P., Brett D.	Understanding water dynamics in operating fuel cells by operando neutron tomography: Investigation of different flow field designs	Journal of Physics: Energy	6	025021-1-025021-15	2024				10.1088/2515-7655/ad3984		WOS:001201275700001
Journal article	OA	ESRF24HA6030	Finland/France (ESRF)	Hamed S., Obrezkov F., Huotari S., Colalongo M., Mousavihashemi S., Kallio T.	Optimized NMC622 electrodes with a high content of the active material: A comprehensive study	Journal of Power Sources	608	234549-1-234549-12	2024				10.1016/j.jpowsour.2024.234549		
Journal article	OA	ESRF24HA6077	France (not ESRF)/Germany/France (ESRF)	Harrison P., Das S.M., Goncalves W., da Silva A., Chen X., Viganó N., Liebscher C.H., Ludwig W., Zhou X., Rauch E.F.	Determination of five-parameter grain boundary characteristics in nanocrystalline Ni-W by scanning precession electron diffraction tomography	Ultramicroscopy	267	114038-1-114038-7	2024		ESRF (Grenoble)		10.1016/j.ultramic.2024.114038		
Journal article	OA	ESRF24HE6040	France (not ESRF)/Germany/France (ESRF)/Lebanon	Hervé M., Marekha B., Mazerat S., Mallah T., Cammarata M., Matar S.F., Haacke S., Léonard J., Collet E.	Detection of a Jahn-Teller mode as an ultrafast fingerprint of spin-transition-induced charge transfer in CoFe Prussian Blue Analogue	Materials Advances	5	3357-3366	2024				10.1039/d3ma01072d		WOS:001180060400001
Journal article	OA	ESRF24HE6041	Germany/China/France (not ESRF)/UK/USA/France (ESRF)/Norway/Japan	Heuser B., Bergermann A., Stevenson M.G., Ranjan D., He Z., Lütgert J., Schumacher S., Bethkenhagen M., Descamps A., Galtier E., Gleason A.E., Khaghani D., Glenn G.D., Cunningham E.F., Glenzer S.H., Hartley N.J., Hernandez J.A., Humphries O.S., Katagiri K., Lee H.J., McBride E.E., Miyanishi K., Nagler B., Ofori-Okai B., Ozaki N., Pandolfi S., Qu C., May P.T., Redmer R., Schoenwaelder C., Sueda K., Yabuuchi T., Yabashi M., Lukic B., Rack A., Zinta L.M.V., Vinci T., Benuzzi-Mounaix A., Ravasio A., Kraus D.	Release dynamics of nanodiamonds created by laser-driven shock-compression of polyethylene terephthalate	Scientific Reports	14	12239-1-12239-11	2024		SACLA (Nishi Harima, Japan)		10.1038/s41598-024-62367-7		
Journal article		ESRF24HU6063	Japan/France (not ESRF)/France (ESRF)	Hu Y., Mba H., Picher M., Tokoro H., Ohkoshi S.I., Mariette C., Mandal R., Alashoor M., Rabiller P., Lorenc M., Banhart F.	Phase transformations of individual Ti3O5 nanocrystals studied by in situ electron microscopy	Journal of Physical Chemistry C	128	13991-13997	2024				10.1021/acs.jpcc.4c02685		
Journal article	OA	ESRF24IO6069	Jordan/France (ESRF)/Italy/Spain/Cyprus/Poland/Germany/Switzerland	Iori G., Alzu'bi M., Abbadi A., Al Momani Y., Hasoneh A.R., Van Vaerenbergh P., Cudin I., Marcos J., Ahmad A., Mohammad A., Matalgah S., Foudeh I., Al Najdawi M., Amro A., Ur Rehman A., Abugharbiyeh M., Khrais R., Aljadaa A., Nour M., Al Mohammad H., Al Omari F., Salama M., García Fuste M.J., Reyes-Herrera J., Morawe C., Attal M., Kasaei S., Chrysostomou C., Kolodziej T., Boruchowski M., Nowak P., Wiechecki J., Fatima A., Ghigo A., Wawrzyniak A.I., Lorentz K., Paolucci G., Lehner F., Krisch M., Stampanoni M., Rack A., Kaprolat A., Lausi A.	BEATS: BEAmline for synchrotron X-ray microTomography at SESAME	Journal of Synchrotron Radiation	31	1358-1372	2024		SESAME		10.1107/S1600577524005277		
Journal article	OA	ESRF24JA6049	Korea/France (ESRF)	Jang I., Lee S., Kim D.G., Paidi V.K., Lee Su., Kim N.D., Jung J.Y., Lee K.S., Lim H.K., Kim P., Yoo S.J.	Instantaneous thermal energy for swift synthesis of single‐atom catalysts for unparalleled performance in metal–air batteries and fuel cells	Advanced Materials	36	2403273-1-2403273-14	2024		Pohang Accelerator Lab (Pohang, South Korea)		10.1002/adma.202403273		
Journal article	OA	ESRF24JA6076	Denmark/Italy/France (ESRF)/Sweden	Janssens T.V.W., Borfecchia E., Lomachenko K.A., Grönbeck H., Berlier G.	The [(NH3)4Cu2O2]2+‐peroxo complex as the key intermediate for NH3‐SCR activity and deactivation of Cu‐CHA catalysts	ChemCatChem	16	e202400384-1-e202400384-17	2024				10.1002/cctc.202400384		
Journal article		ESRF24YI6007	China/USA/France (ESRF)/Germany	Jin J.F., Amidani L., Chen J., Li M., Xue B., Lai Y., Kvashnina K., Nyman M., Yin P.	Spatiotemporal studies of soluble inorganic nanostructures with X‐rays and neutrons	Angewandte Chemie International Edition	63	e202310953-1-e202310953-22	2024				10.1002/anie.202310953		
Journal article	OA	ESRF24JI6055	UK/Korea/France (ESRF)/Australia/Poland	Jin M., Chen Y., Dovgyy B., Lee P., Pham M.S.	Toward the equiaxed grain microstructure in CrMnFeCoNi high‐entropy alloy fabricated by directed‐energy deposition	Advanced Engineering Materials	26	2301969-1-2301969-13	2024		DIAMOND (Didcot)		10.1002/adem.202301969		
Journal article		ESRF24KA6009	France (ESRF)/Switzerland/Germany	Katheras A.S., Karalis K., Krack M., Scheinost A.C., Churakov S.V.	Stability and speciation of hydrated magnetite {111} surfaces from ab initio simulations with relevance for geochemical redox processes	Environmental Science and Technology	58	935-946	2024				10.1021/acs.est.3c07202		
Journal article	OA	ESRF24KV6017	Germany/France (ESRF)/France (not ESRF)/USA	Kvashnina K., Claret F., Clavier N., Levitskaia T.G., Wainwright H., Yao T.	Long-term, sustainable solutions to radioactive waste management	Scientific Reports	14	5907-1-5907-3	2024				10.1038/s41598-024-55911-y		
Journal article		ESRF24LA6072	France (ESRF)/Russia/UK/Italy	Lawrence Bright E., Ovchinnikova E.N., Harding L.M., Porter D.G., Springell R., Dmitrienko V.E., Caciuffo R., Lander G.H.	Anisotropic resonant scattering from uranium systems at the U 
M4 edge	Physical Review B	110	125138-1-125138-9	2024		DIAMOND (Didcot)		10.1103/PhysRevB.110.125138		
Journal article		ESRF24LI6042	USA/Korea/France (not ESRF)/France (ESRF)/Germany	Li N., Lee H.J., Gyan D.S., Ahn Y., Landahl E.C., Carnis J., Lee J.Y., Kim T.Y., Unithrattil S., Jo J.Y., Chun S.H., Kim S., Park S.Y., Eom I., Adamo C., Li S.J., Kaaret J.Z., Schlom D.G., Wen H.D., Benedek N.A., Evans P.G.	Ultrafast optically induced perturbation of oxygen octahedral rotations in multiferroic BiFeO3 thin films	Nano Letters	24	6417-6424	2024		PAL-XFEL (Pohang, Korea)		10.1021/acs.nanolett.4c01519		WOS:001225085600001
Journal article	OA	ESRF24MA6029	UK/Spain/France (ESRF)	Madariaga A., Vazquez E., Foster D., Jiménez-Melero E.	Depth-resolved mechanical behaviour of shot peened 7050-T7451 aluminium surfaces using in-situ synchrotron X-ray diffraction	Materials Science and Engineering A	909	146817-1-146817-9	2024		DIAMOND (Didcot)		10.1016/j.msea.2024.146817		
Journal article		ESRF24MA6011	Germany/France (ESRF)/USA/France (not ESRF)	Magnussen O.M., Drnec J., Qiu C., Martens I., Huang J.J., Chattot R., Singer A.	In situ and operando X-ray scattering methods in electrochemistry and electrocatalysis	Chemical Reviews	124	629-721	2024				10.1021/acs.chemrev.3c00331		
Journal article	OA	ESRF24MU6022	UK/France (ESRF)	Murray C.A., Project M Scientists, Holland L., O'Brien R., Richards A., Baker A.R., Basham M., Bond D., Connor L.D., Day S.J., Filik J., Fisher S., Holloway P., Levik K., Mercado R., Potter J., Tang C.C., Thompson S.P., Parker J.E.	Project M: Investigating the effect of additives on calcium carbonate crystallisation through a school citizen science program	CrystEngComm	26	753-763	2024		DIAMOND (Didcot)		10.1039/d3ce01173a		WOS:001151622000001
Journal article		ESRF24MU6012	UK/Switzerland/USA/France (not ESRF)/France (ESRF)/Finland	Mustonen O.H.J., Fogh E., Paddison J.A.M., Mangin-Thro L., Hansen T., Playford H.Y., Diaz-Lopez M., Babkevich P., Vasala S., Karppinen M., Cussen E.J., Rønnow H.M., Walker H.C.	Structure, spin correlations, and magnetism of the S = 1/2 square-lattice antiferromagnet Sr2CuTe1–xWxO6 (0 ≤ x ≤ 1)	Chemistry of Materials	36	501-513	2024		DIAMOND (Didcot)		10.1021/acs.chemmater.3c02535		
Journal article	OA	ESRF24NA6038	China/Denmark/France (ESRF)/France (not ESRF)/Germany/Hungary/Poland/Spain/Sweden/Switzerland/United Arab Emirates/Egypt/USA	Naumova M.A., Paveliuc G., Biednov M., Kubicek K., Kalinko A., Meng J., Liang M., Rahaman A., Abdellah M., Checchia S., Lima F.A., Zalden P., Gawelda W., Bressler C., Geng H., Lin W., Liu Y., Zhao Q., Pan Q., Akter M., Kong Q., Retegan M., Gosztola D.J., Pápai M., Khakhulin D., Daku M.L., Zheng K., Canton S.E.	Nonadiabatic charge transfer within photoexcited nickel porphyrins	Journal of Physical Chemistry Letters	15	3627-3638	2024		XFEL European XFEL (Hamburg)		10.1021/acs.jpclett.4c00375		WOS:001191209200001
Journal article		ESRF24NE6045	France (not ESRF)/France (ESRF)/UK	Nemati A., Lukic B., Tengattini A., Briffaut M., Séchet P.	Towards  in-situ water quantification via neutron imaging: Insights from NeXT-Grenoble	Measurement Science and Technology	35	075405-1-075405-18	2024				10.1088/1361-6501/ad3cff		WOS:001208655200001
Journal article	OA	ESRF24OJ6048	France (not ESRF)/Germany/France (ESRF)/Switzerland	Oji U.K., Fang H., Ludwig W., Lhuisser P., Samothrakitis S., Larsen C.B., Hilger A., Manke I., Tovar M., Cubitt R., Kardjilov N.	Investigating the flux pinning dependence on grain orientation in YBa2Cu3O7-δ using neutron tomography	Materials Characterization	214	114082-1-114082-6	2024				10.1016/j.matchar.2024.114082		
Journal article		ESRF24PA6075	Korea/France (ESRF)/Australia/China	Paidi A.K., Park W.B., Paidi V.K., Lee J., Lee K.S., Ahn H., Avdeev M., Chae K.H., Pyo M., Wu J., Sohn K.S., Ahn D., Lu J.	Enhancing P2/O3 biphasic cathode performance for sodium‐ion batteries: A metaheuristic approach to multi‐element doping design	Small	20	2402585-1-2402585-15	2024		Pohang Accelerator Lab (Pohang, South Korea)		10.1002/smll.202402585		
Journal article	OA	ESRF24PA6008	Germany/France (ESRF)	Pangritz P., Rohrbach A., Vollmer C., Berndt J., Müller S., Radic D., Basten S., Klemme S.	The Fe(Ni)–C–N-phase diagram at 10 GPa—implications for nitrogen and carbon storage in the deep mantle	Contributions to Mineralogy and Petrology	179	3-1-3-14	2024				10.1007/s00410-023-02084-y		
Journal article	OA	ESRF24PE6074		Peruzzi N., Eckermann M., Frohn J., Salditt T., Ohlsson B., Bech M.	Volumetric changes of the enteric nervous system under physiological and pathological conditions measured using x‐ray phase‐contrast tomography	JGH Open	8	e70027-1-e70027-9	2024		PETRA III		10.1002/jgh3.70027		
Journal article		ESRF24PE6013	France (ESRF)/France (not ESRF)/The Netherlands/Spain	Peters V.F.D., Baken A., Seepma S.Y.M.H., Koskamp J.A., Fernández-Martínez A., Van Driessche A.E.S., Wolthers M.	Effect of solution stoichiometry on BaSO4 crystallization from turbidity measurements and modeling	Industrial & Engineering Chemistry Research	63	78-88	2024				10.1021/acs.iecr.3c03612		
Journal article	OA	ESRF24PO6020	Switzerland/Italy/Poland/France (ESRF)	Poreba T., Macchi P., Casati N., Sieranski T.	Pressure stabilization effect on the donor-acceptor polyiodide chains in tetraethylammonium bis(diiodine) triiodide - insights from Raman spectroscopy	Dalton Transactions	53	5152-5159	2024				10.1039/d4dt00268g		WOS:001166941600001
Journal article		ESRF24RI6071	Italy/France (not ESRF)/France (ESRF)/Switzerland	Ricchebuono A., Vottero E., Bonavia D., Lazzarini P., Pellegrini R., Crocellà V., Porcaro N.G., Checchia S., Ferri D., Piovano A., Groppo E.	CO-induced dynamic behavior of Al2O3-supported Pd nanoparticles at room temperature	ACS Catalysis	14	13736-13746	2024				10.1021/acscatal.4c01888		
Journal article	OA	ESRF24RO6053	France (ESRF)/Germany/Switzerland/USA/UK	Roussel R., Edelen A.L., Boltz T., Kennedy D., Zhang Z., Ji F., Huang X., Ratner D., Garcia A.S., Xu C., Kaiser J., Pousa A.F., Eichler A., Lübsen J.O., Isenberg N.M., Gao Y., Kuklev N., Martinez J., Mustapha B., Kain V., Mayes C., Lin W., Liuzzo S.M., St. John J., Streeter M.J.V., Lehe R., Neiswanger W.	Bayesian optimization algorithms for accelerator physics	Physical Review Accelerators and Beams	27	084801-1-084801-42	2024				10.1103/PhysRevAccelBeams.27.084801		
Journal article	OA	ESRF24SH6058	Korea/India/France (ESRF)	Sher Shah Md.S.A., Jung H., Paidi V.K., Lee K.S., Han J.W., Park J.H.	Fine‐tuning electronic structure of N‐doped graphitic carbon‐supported Co‐ and Fe‐incorporated Mo2C to achieve ultrahigh electrochemical water oxidation activity	Carbon Energy	6	e488-1-e488-16	2024		Pohang Accelerator Lab (Pohang, South Korea)		10.1002/cey2.488		
Journal article		ESRF24SH6010	USA/France (ESRF)/China/Germany	Shi X., Nazirkar N.P., Kashikar R., Karpov D., Folarin S., Barringer Z., Williams S., Kiefer B., Harder R., Cha W., Yuan R., Liu Z., Xue D., Lookman T., Ponomareva I., Fohtung E.	Enhanced piezoelectric response at nanoscale vortex structures in ferroelectrics	ACS Applied Materials & Interfaces	16	7522-7530	2024		APS (Argonne)		10.1021/acsami.3c06018		
Journal article		ESRF24SI6064	India/USA/France (ESRF)	Singh Y., Sharma S.K., Kumar V., Rajput P., Manna G., Kulriya P.K.	Investigation of local structure and phase recovery in an irradiated Nd2Zr2O7 pyrochlore	Journal of Materials Chemistry C	12	13525-13536	2024		Photon Factory (Tsukuba, Japan)		10.1039/D4TC02652G		
Journal article		ESRF24SM6015	Germany/France (ESRF)	Smekhova A., Szyjka T., La Torre E., Ollefs K., Eggert B., Cöster B., Wilhelm F., Bali R., Lindner J., Rogalev A., Többens D., Weschke E., Luo C., Chen K., Radu F., Schmitz-Antoniak C., Wende H.	Irradiation-induced enhancement of Fe and Al magnetic polarizations in Fe60Al40 films	New Journal of Physics	26	023036-1-023036-15	2024		BESSY (Germany)		10.1088/1367-2630/ad1497		
Journal article		ESRF24TH6005	Israel/France (ESRF)/Germany	Thangadurai S., Majkut M., Milgram J., Zaslansky P., Shahar R., Raguin E.	Focused ion beam-SEM 3D study of osteodentin in the teeth of the Atlantic wolfish Anarhichas lupus	Journal of Structural Biology	216	108062-1-108062-16	2024		BESSY (Germany)		10.1016/j.jsb.2024.108062		
Journal article		ESRF24TO6014	Germany/Switzerland/France (not ESRF)/France (ESRF)	Tölken L.A., Wassilew G.I., Grolimund D., Weitkamp T., Hesse B., Rakow A., Siemens N., Schoon J.	Cobalt and chromium ions impair macrophage response to Staphylococcus aureus infection	ACS Biomaterials Science & Engineering	10	563-574	2024		Soleil (Orsay)		10.1021/acsbiomaterials.3c01031		
Journal article	OA	ESRF24TO6006	Italy/France (ESRF)	Tonolo F., Coletta S., Fiorese F., Grinzato A., Albanesi M., Folda A., Ferro S., De Mario A., Piazza I., Mammucari C., Arrigoni G., Marin O., Cestonaro G., Nataloni L., Costanzo E., Lodovichi C., Rigobello M.P., de Bernard M.	Sunflower seed-derived bioactive peptides show antioxidant and anti-inflammatory activity: From in silico simulation to the animal model	Food Chemistry	439	138124-1-138124-11	2024		ESRF (Grenoble)		10.1016/j.foodchem.2023.138124		
Journal article		ESRF24WA6050	China/Japan/USA/France (ESRF)	Wang H., Kaneko R., Ueda K., Zhang Y., Baron A.Q.R., Ishikawa D., Wehinger B., Dagotto E., Tokura Y., Arima T., Gao S.	Phonon excitations in Eu2Ir2O7 probed by inelastic x-ray scattering	Journal of Physics Condensed Matter	36	425705-1-425705-7	2024		SPring-8 (Nishi Harima, Japan)		10.1088/1361-648X/ad604d		
Journal article	OA	ESRF24WA6019	China/France (ESRF)/Korea	Wang Y., Paidi V.K., Wang W., Wang Y., Jia G., Yan T., Cui X., Cai S., Zhao J., Lee K.S., Lee L.Y.S., Wong K.Y.	Spatial engineering of single-atom Fe adjacent to Cu-assisted nanozymes for biomimetic O2 activation	Nature Communications	15	2239-1-2239-13	2024				10.1038/s41467-024-46528-w		WOS:001185523200039
Journal article	OA	ESRF24WA6054	UK/France (not ESRF)/France (ESRF)/USA	Wasik J., Sutcliffe J., Podor R., Lewis J., Darnbrough J.E., Rennie S., Akbar Hussain S., Bell C., Chaney D.A., Griffiths G., Harding L.M., Legg F., Lawrence Bright E., Nicholls R., Sasikumar Y., Siberry A., Smith P., Springell R.	Polyepitaxial grain matching to study the oxidation of uranium dioxide	npj Materials Degradation	8	68-1-68-6	2024				10.1038/s41529-024-00479-1		
Journal article	OA	ESRF24WI6062	Switzerland/Ireland/France (ESRF)	Winning D., Wychowaniec J.K., Wu B., Heise A., Rodriguez B.J., Brougham D.F.	Thermoresponsiveness across the physiologically accessible range: Effect of surfactant, cross-linker, and initiator content on size, structure, and transition temperature of poly(N-isopropylmethacrylamide) microgels	ACS Omega	9	36185-36197	2024		APS (Argonne)/DIAMOND (Didcot)		10.1021/acsomega.4c02115		
Journal article		ESRF24YA6073	Germany/Japan/France (ESRF)	Yamamoto Y., Wen W.C., Inomata N., Corley-Wiciak A.A., Ryzhak D., Corley-Wiciak C., Sorge R., Tillack B., Ono T., Zhizian Z.	Piezo electric properties of epitaxial SiGe	ECS Transactions	114	353-361	2024				10.1149/11402.0353ecst		
Journal article		ESRF24YO6068	Korea/France (ESRF)	You S.H., Lee W., Yang H.Y., Kim K.S., Baek J., Choe G., Ji S.G., Paidi V.K., Choi C.H., Bäck S., Lee K.S., Kim Y.T.	Optimizing the atomic structure of ruthenium deposited on Pt/C cathode catalysts to enhance durability of automotive fuel cell	Applied Catalysis B: Environment and Energy	359	124486-1-124486-13	2024		Pohang Accelerator Lab (Pohang, South Korea)		10.1016/j.apcatb.2024.124486		
Journal article		ESRF24YU6032	China/France (ESRF)/France (not ESRF)/The Netherlands	Yu H., Fu J., Wang C., Chen Y., Wang L., Fang H., Li J., van der Zwaag S., Xu W.	Robust additive manufacturable Ni superalloys designed by the integrated optimization of local elemental segregation and cracking susceptibility criteria	Acta Materialia	266	119658-1-119658-15	2024				10.1016/j.actamat.2024.119658		
Journal article	OA	ESRF24ZH6057	China/France (ESRF)/France (not ESRF)/Australia	Zhu X., Huang A., Martens I., Vostrov N., Sun Y., Richard M.I., Schülli T.U., Wang L.	High‐voltage spinel cathode materials: Navigating the structural evolution for lithium‐ion batteries	Advanced Materials	36	2403482-1-2403482-28	2024				10.1002/adma.202403482		
Journal article	OA	ESRF24ZH6036	China/Australia/France (ESRF)	Zhu X., She Q., Wang M., Wang Z., Hu Y., Yuan D., Sun Y., Schülli T.U., Wang L.	Synchronous densification and conductivity modulation of nano-titanate for pseudocapacitive Li-ion storage	Advanced Functional Materials	34	2311025-1-2311025-10	2024				10.1002/adfm.202311025		WOS:001138291600001
Journal article		ESRF23AB6021	Argentina/South Africa/France (ESRF)/UK	Abdala F., Norton L.A., Jasinoski S.C., Botha J., Fernandez V., Rubidge B., Gill P.G., Martinelli A.G.	On taxonomic issues, ontogenetic series and tooth replacement. Comments on Diphyodont tooth replacement of Brasilodon-A late Triassic eucynodont that challenges the time of origin of mammals by Cabreira et al	Journal of Anatomy	242	737-742	2023		ESRF (Grenoble)		10.1111/joa.13803		WOS:000923482000001
Journal article	OA	ESRF23AB6039	Spain/France (not ESRF)/Argentina/France (ESRF)	Abia C., López C.A., Gainza J., Rodrigues J.E.F.S., Fernández-Díaz M.T., Céspedes E., Martinez J., Alonso J.	Novel high-temperature phase and crystal structure evolution of CsCuBr3 halide identified by neutron powder diffraction	CrystEngComm	25	4417-4426	2023		ESRF (Grenoble)		10.1039/D3CE00432E		
