"sep=	"
Document type	Open Access	Number	Authors countries	Authors	Title	Journal title	Volume	Pages	Year	Beamline(s)	Facility used	Proposal number	DOI	DOI added	WoS Number
Journal article		ESRF10TA7108	UK	Taylor G.L.	Introduction to phasing	Acta Crystallographica D	66	325-338	2010				10.1107/S0907444910006694		
Journal article		ESRF10TE7126	Spain/Finland/Austria/Japan	Teixeira C.V., Amenitsch H., Fukushima T., Hill J.P., Jin W., Aida T., Hotokka M., Lindén M.	Form factor of an N-layered helical tape and its application to nanotube formation of hexa-peri-hexabenzocoronene-based molecules	Journal of Applied Crystallography	43	850-857	2010		ELETTRA (Triestre)		10.1107/S0021889810015736		
Journal article		ESRF10TE7164	Italy/Germany	Terzano R., Denecke M.A., Medici L.	Synchrotron radiation in soil and geosciences	Journal of Synchrotron Radiation	17	147-148	2010				10.1107/S0909049510003535		
Journal article		ESRF10TH7023	Germany	Thiess H., Lasser H., Siewert F.	Fabrication of X-ray mirrors for synchrotron applications	Nuclear Instruments and Methods in Physics Research A	616	157-161	2010				10.1016/j.nima.2009.10.077		
Journal article		ESRF10TI7121	Russia/UK	Titarenko S., Titarenko V., Kyrieleis A., Withers P.J.	A priori information in a regularized sinogram-based method for removing ring artefacts in tomography	Journal of Synchrotron Radiation	17	540-549	2010		SRS (Daresbury)		10.1107/S0909049510010964		
Journal article		ESRF10TI7160	UK/India	Tiwari M.K., Sawhney K.J.S.	Structural characterization of thin layered materials using x-ray standing wave enhanced elastic and inelastic scattering measurements	Journal of Physics Condensed Matter	22	175003-1-175003-8	2010		DIAMOND (Didcot)		10.1088/0953-8984/22/17/175003		
Journal article		ESRF10TO7030	Japan	Tomie T.	The birth of the X-ray refractive lens	Spectrochimica Acta B	65	192-198	2010				10.1016/j.sab.2010.02.009		
Journal article		ESRF10TS7066	Japan/Korea	Tsuji K., Nakano K., Takahashi Y., Hayashi K., Ro C.U.	X-ray spectrometry	Analytical Chemistry	82	4950-4987	2010				10.1021/ac101069d		
Journal article		ESRF10VA7116	UK/USA	van der Laan G., Edmonds K.W., Arenholz E., Farley N.R.S., Gallagher B.L.	Valence-state model of strain-dependent Mn L2,3 x-ray magnetic circular dichroism from ferromagnetic semiconductors	Physical Review B	81	214422-1-214422-8	2010				10.1103/PhysRevB.81.214422		
Journal article		ESRF10VA7104	Germany	Vartanyants I.A., Singer A.	Coherence properties of hard x-ray synchrotron sources and x-ray free-electron lasers	New Journal of Physics	12	035004-1-035004-23	2010				10.1088/1367-2630/12/3/035004		
Journal article		ESRF10VE7328	France (not ESRF)	Verney-Carron A., Gin S., Libourel G.	Archaeological analogs and the future of nuclear waste glass	Journal of Nuclear Materials	406	365-370	2010				10.1016/j.jnucmat.2010.09.028		
Journal article		ESRF10VI7071	Italy	Villa C., Erratico S., Razini P., Fiori F., Rustichelli F., Torrente Y., Belicchi M.	Stem cell tracking by nanotechnologies	International Journal of Molecular Sciences	11	1070-1081	2010				10.3390/ijms11031070		
Book chapter		ESRF10VO7373	USA	Vogel S.C.	Reduction and analysis of two-dimensional diffraction data including texture analysis	NATO Science for Peace and Security Series B : Physics and Biophysics		123-133	2010				10.1007/978-90-481-9258-8_11		
Journal article		ESRF10WA7171	China	Wang B., Wang Z., Feng W., Wang M., Hu Z., Chai Z., Zhao Y.	New methods for nanotoxicology: Synchrotron radiation-based techniques	Analytical and Bioanalytical Chemistry	398	667-676	2010				10.1007/s00216-010-3752-2		
Journal article		ESRF10WA7052	USA/Taiwan	Wang L., Ding Y., Yang W., Liu W.T., Cai Z., Kung J., Shu J., Hemley R.J., Mao W.L., Mao H.K.	Nanoprobe measurements of materials at megabar pressures	Proceedings of the National Academy of Sciences of the USA	107	6140-6145	2010		APS (Argonne)		10.1073/pnas.1001141107		
Journal article		ESRF10WA7091	China	Wang W., Zhang K., Cai Q., Mo G., Xing X.Q., Cheng W.D., Chen Z.J., Wu Z.H.	Real-time SAXS and ultraviolet-visible spectral studies on size and shape evolution of gold nanoparticles in aqueous solution	European Physical Journal B	76	301-307	2010		BSRF (Beijing)		10.1140/epjb/e2010-00177-3		
Book chapter		ESRF10WA7371	USA	Wang Y.	Large volume presses for high-pressure studies using synchrotron radiation	NATO Science for Peace and Security Series B : Physics and Biophysics		81-96	2010		APS (Argonne)		10.1007/978-90-481-9258-8_8		
Journal article		ESRF10WE7167	China	Wei-Yong L., Ye H., Huan-Hua W., Li-Xin C., Quan-Jie J., Yu C., Xiao-Ming J., Cheng D., Bo X., Bai-Ru Z.	Observation of lateral long range order in superconducting FeTe thin films	Chinese Physics B	19	087403-1-087403-6	2010		BSRF (Beijing)/SSRF (Shanghaï)		10.1088/1674-1056/19/8/087403		
Journal article		ESRF10WE7285	USA	Wenk H.R., Kanitpanyacharoen W., Voltolini M.	Preferred orientation of phyllosilicates: Comparison of fault gouge, shale and schist	Journal of Structural Geology	32	478-489	2010		APS (Argonne)		10.1016/j.jsg.2010.02.003		
Journal article		ESRF11WE7047	UK/USA/Austria/Belgium/Poland	West M., Ellis A.T., Potts P.J., Streli C., Vanhoof C., Wegrzynek D., Wobrauschek P.	Atomic spectrometry update–X-ray fluorescence spectrometry	Journal of Analytical Atomic Spectrometry	25	1503-1545	2010				10.1039/c005501h		
Journal article		ESRF10WH7084	Australia/USA	White C.E., Provis J.L., Proffen T., Riley D.P., van Deventer J.S.J.	Density functional modeling of the local structure of kaolinite subjected to thermal dehydroxylation	Journal of Physical Chemistry A	114	4988-4996	2010		APS (Argonne)		10.1021/jp911108d		
Journal article		ESRF10WY7374	France (not ESRF)	Wyon C.	X-ray metrology for advanced microelectronics	European Physical Journal-Applied Physics	49	20101-1-20101-24	2010				10.1051/epjap/2009211		
Journal article		ESRF10XU7339	Germany	Xu J., Bellas V., Jungnickel B., Stühn B., Rehahn M.	A novel crystallization scheme in poly[styrene-block-(ferrocenyl dimethylsilane)] diblock copolymers	Macromolecular Chemistry and Physics	211	2276-2285	2010		HASYLAB (Hambourg)		10.1002/macp.201000220		
Journal article		ESRF10XU7100	Germany	Xu J., Bellas V., Jungnickel B., Stühn B., Rehahn M.	Equilibrium melting temperature of poly(ferrocenyl dimethylsilane) in homopolymers and lamellar diblock copolymers with polystyrene	Macromolecular Chemistry and Physics	211	1261-1271	2010		HASYLAB (Hambourg)		10.1002/macp.200900718		
Journal article		ESRF11YA7046	USA	Yan C., Altunbas A., Yucel T., Nagarkar R.P., Schneider J.P., Pochan D.J.	Injectable solid hydrogel: Mechanism of shear-thinning and immediate recovery of injectable β-hairpin peptide hydrogels	Soft Matter	6	5143-5156	2010				10.1039/c0sm00642d		
Journal article		ESRF10YE7336	China	Yeh J.R., Tseng F.Y., Yeh J.Y., Tsai J.C., Tsiang R.C.C.	Hard nanocomposite comprising stereoregular syndiotactic polypropylene with chemically bonded gold nanoparticles	Journal of Polymer Science A	48	4400-4407	2010		NSRRC (Taiwan)		10.1002/pola.24227		
Journal article		ESRF10YO7099	Israel	Yonath A.	Polar bears, antibiotics, and the evolving ribosome (Nobel lecture)	Angewandte Chemie International Edition	49	4340-4354	2010				10.1002/anie.201001297		
Journal article		ESRF10YO7298	France (not ESRF)	Yot P.G., Albert S., Frolet N., Ribes M., Pradel A.	Anomalous conductivity behavior of AgI-Vycor7930 nanocomposites	Journal of Physical Chemistry C	114	18318-18322	2010				10.1021/jp105252k		
Journal article		ESRF10YO7284	Germany	Young M.L., Wagner M.F.X., Frenzel J., Schmahl W.W., Eggeler G.	Phase volume fractions and strain measurements in an ultrafine-grained NiTi shape-memory alloy during tensile loading	Acta Materialia	58	2344-2354	2010		HASYLAB (Hambourg)		10.1016/j.actamat.2009.12.021		
Journal article		ESRF10YU7089	Japan	Yusa H., Tsuchiya T., Sata N., Ohishi Y.	Dense yttria phase eclipsing the A-type sesquioxide structure: High-pressure experiments and ab initio calculations	Inorganic Chemistry	49	4478-4485	2010		SPring-8 (Nishi Harima, Japan)		10.1021/ic100042z		
Journal article		ESRF10ZH7293	China/Germany	Zhai S., Wu X.	X-ray diffraction study of β-Ca3(PO4)2 at high pressure	Solid State Communications	150	443-445	2010				10.1016/j.ssc.2009.12.011		
Journal article		ESRF10ZH7169	USA	Zhang F.X., Lang M., Liu Z., Ewing R.C.	Pressure-induced disordering and anomalous lattice expansion in La2Zr2O7 pyrochlore	Physical Review Letters	105	 015503-1- 015503-4	2010		NSLS (Brookhaven)		10.1103/PhysRevLett.105.015503		
Journal article		ESRF10ZH7281	USA/Mexico	Zhang F.X., Lian J., Zhang J.M., Moreno K.J., Fuentes A.F., Wang Z., Ewing R.C.	Increased stability of nanocrystals of Gd2(Ti0.65Zr0.35)2O7 pyrochlore at high pressure	Journal of Alloys and Compounds	494	34-39	2010		CHESS (Ithaca, USA)		10.1016/j.jallcom.2010.01.036		
Journal article		ESRF10ZH7329	USA	Zhang F.X., Wang J.W., Lang M., Zhang J.M., Ewing R.C.	Pressure-induced structural transformations in lanthanide titanates: La2TiO5 and Nd2TiO5	Journal of Solid State Chemistry	183	2636-2643	2010		NSLS (Brookhaven)/APS (Argonne)		10.1016/j.jssc.2010.09.014		
Journal article		ESRF10ZH7079	China	Zhang K., Wang W., Cheng W., Xing X., Mo G., Cai Q., Chen Z., Wu Z.	Temperature-induced interfacial change in Au@SiO2 core-shell nanoparticles detected by extended X-ray absorption fine structure	Journal of Physical Chemistry C	114	41-49	2010		BSRF (Beijing)		10.1021/jp907815b		
Book chapter		ESRF11ZH7068	China	Zhang L., Chen C.	Application of integrated techniques for micro- and nano-imaging towards the study of metallomics and metalloproteomics in biological systems								10.1039/9781847559913-00299		
Journal article		ESRF10ZH7352	USA	Zheng J.C., Frenkel A.I., Wu L., Hanson J., Ku W., Bozin E.S., Billinge S.J.L., Zhu Y.	Nanoscale disorder and local electronic properties of CaCu3Ti4O12: An integrated study of electron, neutron, and x-ray diffraction, x-ray absorption fine structure, and first-principles calculations	Physical Review B	81	144203-1-144203-19	2010		NSLS (Brookhaven)		10.1103/PhysRevB.81.144203		
Journal article		ESRF10ZH7277	USA	Zhou W.Y., Mahato D.N., MacDonald C.A.	Analysis of powder X-ray diffraction resolution using collimating and focusing polycapillary optics	Thin Solid Films	518	5047-5056	2010				10.1016/j.tsf.2010.02.033		
Journal article		ESRF10ZH7087	USA	Zhu M., Ginder-Vogel M., Parikh S.J., Feng X.H., Sparks D.L.	Cation effects on the layer structure of biogenic Mn-oxides	Environmental Science and Technology	44	4465-4471	2010		SSRL (Stanford)/NSLS (Brookhaven)		10.1021/es1009955		
Non-refereed Journal		ESRF09AI7103		Ainsworth C.	Outmanoeuvering influenza's tricks	Science in School		25-29	2009						
Journal article		ESRF09AL7196	Russia	Aladko L.S., Manakov A.Y., Ogienko A.G., Ancharov A.I.	New data on phase diagram and clathrate formation in the system water-isopropyl alcohol	Journal of Inclusion Phenomena and Macrocyclic Chemistry	63	151-157	2009		VEPP-3 (Novosibirsk, Russia)		10.1007/s10847-008-9499-0		
Journal article		ESRF09AL7211	Russia	Aleksandrov K.S., Voronov V.N., Vtyurin A.N., Krylov A.S., Molokeev M.S., Pavlovskii M.S., Goryainov S.V., Likhacheva A.Y., Ancharov A.I.	Pressure-induced phase transition in the cubic ScF3 crystal	Physics of the Solid State	51	810-816	2009		VEPP-3 (Novosibirsk, Russia)		10.1134/S1063783409040295		
Article from Conference in a Journal		ESRF10AL7045	UK	Alianelli L., Sawhney K.J.S., Tiwari M.K., Dolbnya I.P., Stevens R., Jenkins D.W.K., Loader I.M., Wilson M.C., Malik A.	Germanium and silicon kinoform focusing lenses for hard X-rays	Journal of Physics : Conference Series	186	012062-1-012062-3	2009		DIAMOND (Didcot)		10.1088/1742-6596/186/1/012062		
Journal article		ESRF10AL7154	Austria/Germany	Al-Sawalmih A., Li C., Siegel S., Fratzl P., Paris O.	On the stability of amorphous minerals in lobster cuticle	Advanced Materials	21	4011-4015	2009		BESSY (Germany)		10.1002/adma.200900295		
Book chapter		ESRF10AN7044	Italy	Andreani C., Gorini G., Materna T.	Novel neutron imaging techniques for cultural heritage objects								10.1007/978-0-387-78693-3_13		
Journal article		ESRF09AN7157	USA/Germany	Angel R.J., Jackson J.M., Reichmann H.J., Speziale S.	Elasticity measurements on minerals: A review	European Journal of Mineralogy	21	525-550	2009				10.1127/0935-1221/2009/0021-1925		
Journal article		ESRF09AR7035	Italy/Switzerland	Arpaia P., Bottura L., Inglese V., Spiezia G.	On-field validation of the new platform for magnetic measurements at CERN	Measurement	42	97-106	2009				10.1016/j.measurement.2008.04.006		
Journal article		ESRF09AS7200	France (not ESRF)/UK	Ascone I., Strange R.	Biological X-ray absorption spectroscopy and metalloproteomics	Journal of Synchrotron Radiation	16	413-421	2009				10.1107/S0909049509010425		
Journal article		ESRF09AY7178	USA	Aydmer C.C., Bernier J.V., Clausen B., Lienert U., Tomé C.N., Brown D.W.	Evolution of stress in individual grains and twins in a magnesium alloy aggregate	Physical Review B	80	024113-1-024113-6	2009		APS (Argonne)		10.1103/PhysRevB.80.024113		
Journal article		ESRF09BA7171	China	Bai L., Liu J., Li X., Jiang S., Xiao W., Li Y., Tang L., Zhang Y., Zhang D.	Pressure-induced phase transformations in cubic Gd2O3	Journal of Applied Physics	106	073507-1-073507-4	2009		BSRF (Beijing)/APS (Argonne)		10.1063/1.3236580		
Journal article		ESRF09BA7078	Canada/France (not ESRF)/Italy	Balcone-Boissard H., Baker D.R., Villemant B., Boudon G.	F and Cl diffusion in phonolitic melts: Influence of the Na/K ratio	Chemical Geology	263	89-98	2009				10.1016/j.chemgeo.2008.08.018		
Journal article		ESRF09BA7111	USA	Barabash R.I., Ice G.E.	Probing strains and dislocation gradients with diffraction	Materials Science and Engineering A	524	1-2	2009				10.1016/j.msea.2009.05.065		
Book chapter		ESRF09BA7038	Germany/USA	Bare S.R., Ressler T.	Characterization of catalysts in reactive atmospheres by X-ray absorption spectroscopy	Advances in Catalysis	52	339-465	2009				10.1016/S0360-0564(08)00006-0		
Journal article		ESRF09BA7079	USA	Barth R.F.	Boron neutron capture therapy at the crossroads: Challenges and opportunities	Applied Radiation and Isotopes	67	S3-S6	2009				10.1016/j.apradiso.2009.03.102		
Journal article		ESRF10BE7364	Germany/France (not ESRF)	Behrens S., Bönnemann H., Matoussevitch N., Modrow H., Kempter V., Riehemann W., Wiedenmann A., Odenbach S., Will S., Eberbeck D., Hergt R., Müller R., Landfester K., Schmidt A., Schüler D., Hempelmann R.	Synthesis and characterization	Lecture Notes in Physics	763	1-82	2009				10.1007/978-3-540-85387-9_1		
Book chapter		ESRF12BE7026	France (not ESRF)/UK/Belgium	Bertrand L., Dillmann P., Dowsett M.G., Adriaens A.	Ancient and historical systems										
Journal article		ESRF10BE7050	Russia/USA	Bessonov E.G., Gorbunkov M.V., Kostryukov P.V., Maslova Y.Y., Tunkin V.G., Postnov A.A., Mikhailichenko A.A., Shvedunov V.I., Ishkhanov B.S., Vinogradov A.V.	Design study of compact Laser-Electron X-ray Generator for material and life sciences applications	Journal of Instrumentation	4	P07017-1-P07017-14	2009				10.1088/1748-0221/4/07/P07017		
Journal article		ESRF09BH7188	India	Bhattacharyya D., Poswal A.K., Jha S.N., Sangeeta, Sabharwal S.C.	X-ray absorption spectroscopy of PbMoO4 single crystals	Bulletin of Materials Science	32	103-107	2009		INDUS (Indore, India)		10.1007/s12034-009-0016-x		
Journal article		ESRF09BI7190	USA	Bingölbali A., MacDonald C.A.	Analysis of focused-beam powder X-ray diffraction resolution using doubly curved crystal optics	Journal of Applied Crystallography	42	715-723	2009				10.1107/S0021889809022572		
Journal article		ESRF10BI7271	USA	Bingölbali A., MacDonald C.A.	Quality assessment system for curved crystal X-ray optics	Nuclear Instruments and Methods in Physics Research B	267	832-841	2009				10.1016/j.nimb.2009.01.014		
Journal article		ESRF09BO7018	Germany	Borchert M., Wilke M., Schmidt C., Rickers K.	Partitioning and equilibration of Rb and Sr between silicate melts and aqueous fluids	Chemical Geology	259	39-47	2009		HASYLAB (Hambourg)		10.1016/j.chemgeo.2008.10.019		
Journal article		ESRF09BR7083	Denmark	Bremholm M., Becker-Christensen J., Iversen B.B.	High-pressure, high-temperature formation of phase-pure monoclinic zirconia nanocrystals studied by time-resolved in situ synchrotron X-ray diffraction	Advanced Materials	21	3572-3575	2009		MAX-Lab (Lund)		10.1002/adma.200803431		
Journal article		ESRF09BR7139	USA	Brinzari T.V., Tian C., Halder G.J., Musfeldt J.L., Whangbo M.H., Schlueter J.A.	Color properties and structural phase transition in penta- and hexacoordinate isothiocyanato Ni(II) compounds	Inorganic Chemistry	48	7650-7658	2009		APS (Argonne)		10.1021/ic802120n		
Journal article		ESRF09BU7019	France (not ESRF)	Bubendorff J.L., Garreau G., Zabrocki S., Berling D., Jaafar R., Hajjar S., Mehdaoui A., Pirri C.	Nanostructuring of Fe films by oblique incidence deposition on a FeSi2 template onto Si(1 1 1): Growth, morphology, structure and faceting	Surface Science	603	373-379	2009				10.1016/j.susc.2008.11.026		
Journal article		ESRF09CA7087	Japan/Romania/Spain	Calderón-Moreno J.M., Pradell T., Crespo D., Popa M., Narita I., Oku T.	Cobalt nanocrystallites encapsulated in boron nitride shells	Materials Science and Engineering B	162	106-110	2009		SRS (Daresbury)		10.1016/j.mseb.2009.03.011		
Journal article		ESRF09CA7069	France (not ESRF)/UK	Callow P., Fragneto G., Cubitt R., Barlow D.J., Lawrence M.J.	Interaction of cationic lipid/DNA complexes with model membranes as determined by neutron reflectivity	Langmuir	25	4181-4189	2009				10.1021/la802847h		
Journal article		ESRF09CA7182	Germany	Casalbuoni S., Schmidt B., Schmüser P., Arsov V., Wesch S.	Ultrabroadband terahertz source and beamline based on coherent transition radiation	Physical Review Special Topics - Accelerators and Beams	12	030705-1-030705-13	2009				10.1103/PhysRevSTAB.12.030705		
Journal article		ESRF09CA7164	USA	Catalli K., Shim S.H., Prakapenka V.	Thickness and clapeyron slope of the post-perovskite boundary	Nature	462	782-785	2009				10.1038/nature08598		
Journal article		ESRF10CE7058	UK	Cernik B., Helliwell J.R., Pool M., Turner T.	SRS highlights presented at British Association Festival of Science	Synchrotron Radiation News	22	10-12	2009				10.1080/08940880903113893		
Journal article		ESRF09CE7017	Spain/Portugal	Cerrada M.L., Benavente R., Fernández-García M., Sanchez Perez E., Campos J.M., Ribeiro M.R.	Crosslinking in metallocene ethylene-co-5,7-dimethylocta-1,6-diene copolymers initiated by electron-beam irradiation	Polymer	50	1095-1102	2009		HASYLAB (Hambourg)		10.1016/j.polymer.2009.01.006		
Journal article		ESRF09CE7138	Spain	Cerrada M.L., Serrano C., Sánchez-Chaves M., Fernández-García M., de Andrés A., Riobóo R.J., Fernández-Martín F., Kubacka A., Ferrer M., Fernández-García Marcos	Biocidal capability optimization in organic-inorganic nanocomposites based on titania	Environmental Science and Technology	43	1630-1634	2009		HASYLAB (Hambourg)		10.1021/es801968r		
Journal article		ESRF09CH7013	USA	Chapman K.W., Chupas P.J.	Anomalous thermal expansion of cuprites: A combined high resolution pair distribution function and geometric analysis	Chemistry of Materials	21	425-431	2009		APS (Argonne)		10.1021/cm802900t		
Journal article		ESRF09CH7187	USA	Chapman K.W., Halder G.J., Chupas P.J.	Pressure-induced amorphization and porosity modification in a metal−organic framework	Journal of the American Chemical Society	131	17546-17547	2009		APS (Argonne)		10.1021/ja908415z		
Journal article		ESRF10CH7147	USA	Chen J.Y., Yoo C.S.	Physical and chemical transformations of sodium cyanide at high pressures	Journal of Chemical Physics	131	144507-1-144507-7	2009		APS (Argonne)		10.1063/1.3245861		
Journal article		ESRF09CH7150	USA	Cherezov V., Hanson M.A., Griffith M.T., Hilgart M.C., Sanishvili R., Nagarajan V., Stepanov S., Fischetti R.F., Kuhn P., Stevens R.C.	Rastering strategy for screening and centring of microcrystal samples of human membrane proteins with a sub-10 µm size X-ray synchrotron beam	Journal of the Royal Society Interface	6	S587-S597	2009		APS (Argonne)		 10.1098/rsif.2009.0142.focus		
Journal article		ESRF09CH7181	USA	Choi J.H., May B.C.H., Wille H., Cohen F.E.	Molecular modeling of the misfolded insulin subunit and amyloid fibril	Biophysical Journal	97	3187-3195	2009				10.1016/j.bpj.2009.09.042		
Journal article		ESRF09CH7137	USA	Chrysochoou M., Fakra S.C., Marcus M.A., Moon D.H., Dermatas D.	Microstructural analyses of Cr(VI) speciation in chromite ore processing residue (COPR)	Environmental Science and Technology	43	5461-5466	2009		ALS (Berkeley)		10.1021/es9005338		
Journal article		ESRF10CH7263	USA	Chupas P.J., Chapman K.W., Chen H., Grey C.P.	Application of high-energy X-rays and Pair-Distribution-Function analysis to nano-scale structural studies in catalysis	Catalysis Today	145	213-219	2009		APS (Argonne)		10.1016/j.cattod.2009.03.026		
Journal article		ESRF09CL7106	Denmark/Italy/The Netherlands	Cloetingh S., Thybo H., Faccenna C.	TOPO-EUROPE: Studying continental topography and Deep Earth-Surface processes in 4D	Tectonophysics	474	4-32	2009				10.1016/j.tecto.2009.04.015		
Journal article		ESRF09CO7064	Brazil	Coelho Conceição A.L., Antoniassi M., Poletti M.E.	Analysis of breast cancer by small angle X-ray scattering (SAXS)	Analyst	134	1077-1082	2009		LNLS (Campinas SP)		10.1039/b821434d		
Journal article		ESRF09CO7104		Comyns A.E.	White heat ?	Focus on Catalysts	9	1-2	2009				10.1016/S1351-4180(09)70359-9		
Journal article		ESRF09CU7090	France (not ESRF)/Germany/Switzerland/USA	Curti E., Dähn R., Farges F., Vespa M.	Na, Mg, Ni and Cs distribution and speciation after long-term alteration of a simulated nuclear waste glass: A micro-XAS/XRF/XRD and wet chemical study	Geochimica et Cosmochimica Acta	73	2283-2298	2009		ALS (Berkeley)/SLS (PSI) (Villigen)		10.1016/j.gca.2009.01.032		
Journal article		ESRF09DE7125	Italy	De Caro L., Giannini C., Bellotti R., Tangaro S.	A theoretical study on phase-contrast mammography with Thomson-scattering x-ray sources	Medical Physics	36	4644-4653	2009				10.1118/1.3213086		
Journal article		ESRF10DE7309	Spain/Italy/USA	de la Venta J., Bouzas V., Pucci A., Laguna-Marco M.A., Haskel D., te Velthuis S.G.E., Hoffmann A., Lal J., Bleuel M., Ruggeri G., de Julián Fernández C., García M.A.	X-ray magnetic circular dichroism and small angle neutron scattering studies of thiol capped gold nanoparticles	Journal of Nanoscience and Nanotechnology	9	6434-6438	2009		APS (Argonne)		10.1166/jnn.2009.1877		
Journal article		ESRF10DE7060	UK	Dent A.J., Cibin G., Ramos S., Smith A.D., Scott S.M., Varandas L., Pearson M.R., Krumpa N.A., Jones C.P., Robbins P.E.	B18: A core XAS spectroscopy beamline for Diamond	Journal of Physics : Conference Series	190	012039-1-012039-4	2009		DIAMOND (Didcot)		10.1088/1742-6596/190/1/012039		
Journal article		ESRF09DE7152	France (not ESRF)	Desgranges L., Baldinozzi G., Rousseau G., Nièpce J.C., Calvarin G.	Neutron diffraction study of the in situ oxidation of UO2	Inorganic Chemistry	48	7585-7592	2009				10.1021/ic9000889		
Journal article		ESRF10DI7061	France (not ESRF)/Italy	Di Cicco A., Aquilanti G., Minicucci M., Principi E., Novello N., Cognigni A., Olivi L.	Novel XAFS capabilities at ELETTRA synchrotron light source	Journal of Physics : Conference Series	190	012043-1-012043-6	2009		ELETTRA (Triestre)		10.1088/1742-6596/190/1/012043		
Journal article		ESRF09DO7160	Italy	Dolcino L., Mura M., Paolini C.	“50 Years of Varian sputter ion pumps and new technologies”	Vacuum	84	677-684	2009				10.1016/j.vacuum.2009.10.003		
Journal article		ESRF09DU7212	France (not ESRF)/Spain	Durán A., Perez-Rodriguez J.L., Espejo T., Franquelo M.L., Castaing J., Walter P.	Characterization of illuminated manuscripts by laboratory-made portable XRD and micro-XRD systems	Analytical and Bioanalytical Chemistry	395	1997-2004	2009				10.1007/s00216-009-2992-5		
Journal article		ESRF09DU7080	Australia/USA/France (not ESRF)	Duriska M.B., Neville S.M., Moubaraki B., Cashion J.D., Halder G.J., Chapman K.W., Balde C., Létard J.F., Murray K.S., Kepert C.J., Batten S.R.	A nanoscale molecular switch triggered by thermal, light, and guest perturbation	Angewandte Chemie International Edition	48	2549-2552	2009		Australian Synchrotron (Melbourne)/APS (Argonne)		10.1002/anie.200805178		
Journal article		ESRF09ES7144	USA/China	Estrella M., Barrio L., Zhou G., Wang X., Wang Q., Wen W., Hanson J.C., Frenkel A.I., Rodriguez J.A.	In situ characterization of CuFe2O4 and Cu/Fe3O4 water-gas ghift catalysts	Journal of Physical Chemistry C	113	14411-14417	2009		NSLS (Brookhaven)		10.1021/jp903818q		
Journal article		ESRF10EV7230	Australia/USA/Taiwan	Evans K.A., O'Neill H.S.C., Mavrogenes J.A., Keller N.S., Jang L.Y., Lee J.F.	XANES evidence for sulphur speciation in Mn-, Ni- and W-bearing silicate melts	Geochimica et Cosmochimica Acta	73	6847-6867	2009		NSRRC (Taiwan)		10.1016/j.gca.2009.08.013		
Journal article		ESRF09FA7097	Australia/UK	Fairchild I.J., Treble P.C.	Trace elements in speleothems as recorders of environmental change	Quaternary Science Reviews	28	449-468	2009			several	10.1016/j.quascirev.2008.11.007		
Journal article		ESRF09FE7067	France (not ESRF)	Férey G.	Some suggested perspectives for multifunctional hybrid porous solids	Dalton Transactions		4400-4415	2009				10.1039/b817360p		
Journal article		ESRF10FI7152	USA	Finney L., Vogt S., Fukai T., Glesne D.	Copper and angiogenesis: Unravelling a relationship key to cancer progression	Clinical and Experimental Pharmacology & Physiology	36	88-94	2009				10.1111/j.1440-1681.2008.04969.x		
Journal article		ESRF09FI7028	USA	Fischetti R.F., Xu S., Yoder D.W., Becker M., Nagarajan V., Sanishvili R., Hilgart M.C., Stepanov S., Makarov O., Smith J.L.	Mini-beam collimator enables microcrystallography experiments on standard beamlines	Journal of Synchrotron Radiation	16	217-225	2009		APS (Argonne)		10.1107/S0909049508040612		
Journal article		ESRF09FL7179	Switzerland/USA	Flechsig U., Jaggi A., Spielmann S., Padmore H.A., MacDowell A.A.	The optics beamline at the Swiss Light Source	Nuclear Instruments and Methods in Physics Research A	609	281-285	2009		SLS (PSI) (Villigen)		10.1016/j.nima.2009.07.092		
Journal article		ESRF10FO7145	Australia	Fouras A., Kitchen M.J., Dubsky S., Lewis R.A., Hooper S.B., Hourigan K.	The past, present, and future of x-ray technology for in vivo imaging of function and form	Journal of Applied Physics	105	102009-102009-14	2009				10.1063/1.3115643		
Book chapter		ESRF09FO7002	France (not ESRF)	Fourme R., Girard E., Kahn R., Dhaussy A.C., Ascone I.	Advances in high-pressure biophysics: Status and prospects of macromolecular crystallography	Annual Review of Biophysics	38	153-171	2009						
Journal article		ESRF09FR7085	France (not ESRF)/Germany	Frahm R., Lützenkirchen-Hecht D., Jentschel M., Urban W., Krempel J., Schreckenbach K.	The miracle of the electron-positron pair production threshold	Synchrotron Radiation News	22	28-31	2009				10.1080/08940880902959775		
Journal article		ESRF09FR7015	France (not ESRF)	Freund A.K.	Single-crystal diamond: A potential gem in neutron instrumentation	Journal of Applied Crystallography	42	36-42	2009				10.1107/S0021889808039125		
Journal article		ESRF09FU7206	Italy	Fumagalli P., Zanchetta S., Poli S.	Alkali in phlogopite and amphibole and their effects on phase relations in metasomatized peridotites: A high-pressure study	Contributions to Mineralogy and Petrology	158	723-737	2009				10.1007/s00410-009-0407-4		
Journal article		ESRF10GA7150	Brazil/USA	Gama S., de Campos A., Coelho A.A, Alves C.S., Ren Y., García F., Brown D.E., da Silva L.M., Carvalho A.M.G., Gandra F.C.G., dos Santos A.O., Cardoso L.P., von Ranke P.J.	A general approach to first order phase transitions and the anomalous behavior of coexisting phases in the magnetic case	Advanced Functional Materials	19	942-949	2009		APS (Argonne)		10.1002/adfm.200801185		
